ID_A,ID_B,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
1873,1874,1880 Cafe,1880 Cafe,90067.0,90067.0,1880 Century Park E Ste 103,1880 Century Park E
2849,2964,Purchase Country Market,Purchase Country Market,10577.0,10577.0,630 Anderson Hill Rd,630 Anderson Hill Rd
2227,1442,Round Table Pizza,Round Table Pizza,94025.0,94025.0,1225 El Camino Real,1225 El Camino Real
1941,2054,Leucadia Pizzeria & Italian Restaurant,Leucadia Pizzeria,92091.0,92091.0,16085 San Dieguito Rd,16085 San Dieguito Rd
2975,3036,Buddha,Buddha,10573.0,10573.0,1 Rye Ridge Plz,Rye Ridge Shopping Center
837,943,San Mateo Prime,San Mateo Prime,94401.0,94401.0,174 E 3rd Ave,174 3rd Ave
1622,1815,Su Hong-Menlo Park,Su Hong-Menlo Park,94025.0,94025.0,1039 El Camino Real,1039 El Camino Real
5501,5441,Pizza by Elizabeths,Pizza by Elizabeths,19807.0,19807.0,4019 Kennett Pike,3801 Kennett Pike
4617,4597,Stresa Italian Restaurant,Stresa Italian Restaurant,11030.0,11030.0,1524 Northern Blvd,1524 Northern Blvd
5795,5676,Sushi Ai,Sushi Ai,63105.0,63105.0,4 N Central Ave,4 N Central Ave
846,892,Viognier,Viognier,94401.0,94401.0,222 E 4th Ave,222 E 4th Ave
4418,4309,Starbucks Coffee,Starbucks,75225.0,75225.0,8687 N Central Expy,8411 Preston Rd
2526,2567,Starbucks Coffee,Starbucks,92657.0,92657.0,21181 Newport Coast Dr,21155 Newport Coast Dr
277,187,Mio Vicino,Mio Vicino,95050.0,95050.0,1290 Benton St,1290 Benton St
3179,3199,Thai Bay Restaurant,Thai Bay Restaurant,33401.0,33401.0,1000 Okeechobee Rd,1000 Okeechobee Rd
5193,5103,Harbor Mist Restaurant,Harbor Mist,11724.0,11724.0,105 Harbor Rd,105 Harbor Rd
5518,5586,Greenville Country Club,Greenville Country Club,19807.0,19807.0,201 Owls Nest Rd,201 Owls Nest Rd
2604,2641,Mariposa,Mariposa,92660.0,92660.0,601 Newport Center Dr # 3,601 Newport Ctr Dr
1657,1721,Shiok Singapore Kitchen,Shiok Singapore Kitchen,94025.0,94025.0,1137 Chestnut St,1137 Chestnut St
795,813,Erawan Thai Restaurant,Erawan Thai Restaurant,94063.0,94063.0,2639 Broadway St,2639 Broadway St
4461,4440,Zinburger,Zinburger Wine & Burger Bar,30326.0,30326.0,3393 Peachtree Rd NE,3393 Peachtree Rd NE
2280,1530,Pizza My Heart,Pizza My Heart,94301.0,94301.0,220 University Ave,220 University Ave
2202,1406,Shiok Singapore Kitchen,Shiok Singapore Kitchen,94025.0,94025.0,1137 Chestnut St,1137 Chestnut St
5411,5400,Panda Garden,Panda Garden,10590.0,10590.0,207 Oakridge Dr,207 Oakridge Dr
2235,1385,Tamarine Restaurant,Tamarine Restaurant,94301.0,94301.0,546 University Ave,546 University Ave
1054,1129,Il Fornaio,Il Fornaio,94301.0,94301.0,520 Cowper Street (At The Garden Court Hotel),520 Cowper Street
4563,4478,NM Cafe,NM Cafe at Neiman Marcus,30326.0,30326.0,3393 Peachtree Rd NE,3393 Peachtree Rd NE
542,535,Kobe Japanese Cuisine & Bar,Kobe Japanese Cuisine & Bar,94404.0,94404.0,929 Edgewater Blvd Ste B,929 Edgewater Blvd
4033,4011,Ruby Tuesday,Ruby Tuesday,32966.0,32966.0,5820 College Ln,1825 58Th Avenue
702,692,Pronto Rotisserie & Pizzeria,Pronto Rotisserie & Pizzeria,94061.0,94061.0,2560 El Camino Real,2560 El Camino Real
1658,1827,Angelo Mio,Angelo Mio,94025.0,94025.0,820 Santa Cruz Ave,820 Santa Cruz Ave
1674,1714,Fey Restaurant,Fey Restaurant,94025.0,94025.0,1368 El Camino Real,1368 El Camino Real
3311,3255,Starbucks Coffee,Starbucks,60606.0,60606.0,10 S Riverside Plz Ste 130,233 S Wacker Dr
403,331,Starbucks Coffee,Starbucks,95050.0,95050.0,2605 The Alameda,71 Washington St
5105,5013,Pane Caldo,Pane Caldo,60611.0,60611.0,111 E Chestnut St,111 E Chestnut St
4592,4509,Chick-Fil-A,Chick-fil-A,30326.0,30326.0,3393 Peachtree Rd NE,3393 Peachtree Rd NE
1846,1953,Starbucks Coffee,Starbucks,90067.0,90067.0,2049 Century Park E,1875 Century Park E
2263,683,Karakade,Karakade Thai Cuisine,94061.0,94061.0,593G Woodside Rd,593 G Woodside Rd
4972,5051,M Burger,M Burger,60611.0,60611.0,161 E Huron St,161 E Huron St
5123,5000,Labriola Cafe,Labriola Chicago: La Stanza Ristorante and Labriola Cafe,60611.0,60611.0,535 N Michigan Ave,535 N Michigan Ave
3842,3770,Mariposa,Mariposa Restaurant,78256.0,78256.0,15900 La Cantera Pkwy,15900 La Cantera Pkwy
653,683,Karakade,Karakade Thai Cuisine,94061.0,94061.0,593G Woodside Rd,593 G Woodside Rd
175,11,Agape Grill,Agape Grill,94085.0,94085.0,845 Stewart Dr Ste A,845 Stewart Dr
1678,1780,J & J Hawaiian BBQ,J & J Hawaiian BBQ,94025.0,94025.0,1170 Alma St,1170 Alma St
3997,3939,Kata By Sake,Kata,32960.0,32960.0,1306 20th St,1306 20th St
1122,1076,Jing-Jing Szechwan Hunan Gourmet,Jing-Jing Szechwan Hunan Gourmet,94301.0,94301.0,443 Emerson St,443 Emerson St
1432,1400,Stacks,Stacks,94025.0,94025.0,600 Santa Cruz Ave,600 Santa Cruz Ave
5414,3571,Ristorante Lucia,Ristorante Lucia,10506.0,10506.0,454 Old Post Rd,454 Old Post Rd
1101,1129,Il Fornaio,Il Fornaio,94301.0,94301.0,520 Cowper Street (At The Garden Court Hotel),520 Cowper Street
5328,5333,Asia Hamachi Restaurant,Asia Hamachi Restaurant,10576.0,10576.0,54 Westchester Ave,54 Westchester Ave
2175,2230,Madera,Madera,94025.0,94025.0,2825 Sand Hill Rd,2825 Sand Hill Rd
769,812,Villa Roma,The Villa Roma Cocktail Lounge,94061.0,94061.0,593 Woodside Rd,593 Woodside Rd
819,1424,El Grullense E & E,El Grullense,94063.0,94063.0,999 El Camino Real,795 5th Ave
1483,1427,Flea Street Cafe,Flea Street,94025.0,94025.0,3607 Alameda De Las Pulgas,3607 Alameda de Las Pulgas
4840,4775,The Crust Pizza,The Crust Pizza,34108.0,34108.0,875 Vanderbilt Beach Rd,875 Vanderbilt Beach Rd
1319,738,Chantilly Restaurant,Chantilly Restaurant,94061.0,94061.0,3001 El Camino Real,3001 El Camino Real
2485,2674,The Quiet Woman,The Quiet Woman,92625.0,92625.0,3224 E Coast Hwy,3224 E Coast Hwy
2223,1076,Jing-Jing Szechwan Hunan Gourmet,Jing-Jing Szechwan Hunan Gourmet,94301.0,94301.0,443 Emerson St,443 Emerson St
2201,738,Chantilly Restaurant,Chantilly Restaurant,94061.0,94061.0,3001 El Camino Real,3001 El Camino Real
1968,2047,Mille Fleurs,Mille Fleurs Restaurant,92067.0,92067.0,6009 Paseo Delicias,6009 Paseo Delicias
1126,1732,Round Table Pizza,Round Table Pizza,94025.0,94025.0,1225 El Camino Real,1225 El Camino Real
406,331,Starbucks Coffee,Starbucks,95050.0,95050.0,495 El Camino Real Ste 101,71 Washington St
2523,2569,Coliseum Pool & Grill,Coliseum Pool & Grill,92657.0,92657.0,22701 Pelican Hill Rd S,22701 Pelican Hill Rd S
1129,1489,Bon Vivant Cafe,Bon Vivant,94301.0,94301.0,535 Bryant St,535 Bryant St
761,698,Dairy Queen,Dairy Queen,94061.0,94061.0,640 Woodside Rd,640 Woodside Rd
1628,1729,Naomi Sushi,Naomi Sushi,94025.0,94025.0,1328 El Camino Real,1328 El Camino Real
226,265,Mayuri Indian Cuisine,Mayuri Indian Cuisine,95050.0,95050.0,2230 El Camino Real,2232 El Camino Real
737,1076,Jing-Jing Szechwan Hunan Gourmet,Jing-Jing Szechwan Hunan Gourmet,94301.0,94301.0,443 Emerson St,443 Emerson St
894,869,Curry Up Now,Curry Up Now,94401.0,94401.0,129 S B St,129 S B St
1877,1906,Big Fat Pita,Big Fat Pita,90067.0,90067.0,10250 Santa Monica Blvd # Fc4,10250 Santa Monica Blvd
1180,1460,Reposado,Reposado,94301.0,94301.0,236 Hamilton Ave,236 Hamilton Ave
1692,1076,Jing-Jing Szechwan Hunan Gourmet,Jing-Jing Szechwan Hunan Gourmet,94301.0,94301.0,443 Emerson St,443 Emerson St
4799,4779,The Counter,The Counter,34108.0,34108.0,9110 Strada Pl Ste 6130,9110 Strada Place
4087,4119,The Breakfast Klub,The Breakfast Klub,77002.0,77002.0,3711 Travis St,3711 Travis St
4458,4586,Nordstrom Restaurant,Nordstrom,30326.0,30326.0,3500 Peachtree Rd NE A1,3500 Peachtree Rd NE
1289,1257,Sushi Kuu,Sushi Kuu,94002.0,94002.0,1001 Alameda De Las Pulgas,1001 Alameda De Las Pulgas
611,532,Chatime,Chatime,94404.0,94404.0,969 Edgewater Blvd,969A Edgewater Blvd
3488,3573,Truck,TRUCK,10506.0,10506.0,391 Old Post Rd,391 Old Post Rd
1222,1205,Shalizaar Restaurant,Shalizaar,94002.0,94002.0,3416 Hillcrest Dr,300 El Camino Real
1189,1430,Bistro Maxine,Bistro Maxine,94301.0,94301.0,548 Ramona St,548 Ramona St
221,249,House of Egg Roll,House of Egg Roll,95050.0,95050.0,1686 Lafayette St,1686 Lafayette St
2293,2403,Il Pastaio,Il Pastaio,90210.0,90210.0,400 N Canon Dr,400 N Canon Dr
828,1740,Taco's El Grullense,El Grullense,94063.0,94063.0,1243 Middlefield Rd,795 5th Ave
3882,4002,Riverside Cafe,Riverside Cafe,32963.0,32963.0,1 Beachland Blvd,1 Beachland Blvd
4551,4512,Table One At Phipps Plaza,Phipps Plaza,30326.0,30326.0,3438 Peachtree Rd NE,3500 Peachtree Rd NE
1487,2230,Madera,Madera,94025.0,94025.0,2825 Sand Hill Rd,2825 Sand Hill Rd
944,949,Gyu-Kaku,Gyu-Kaku Japanese BBQ,94401.0,94401.0,329 S Ellsworth Ave,329 S Ellsworth Ave
2113,2219,Amigos Grill,Amigos Grill Cocina Mexicana Y Cantina,94028.0,94028.0,3130 Alpine Rd,3130 Alpine Rd
551,530,Lotus Garden Restaurant,Lotus Garden Restaurant,94404.0,94404.0,1058 Shell Blvd,1058B Shell Blvd
2348,2544,Beverly Hills Market,Beverly Hills Market,90210.0,90210.0,303 N Crescent Dr,303 N Crescent Dr
5725,5641,Guo Bin Chinese Restaurant,Guo Bin Chinese Restaurant,63124.0,63124.0,8600 Delmar Blvd Ste 1300,8600 Delmar Blvd
839,869,Curry Up Now,Curry Up Now,94401.0,94401.0,129 S B St,129 S B St
951,965,Old Town Sushi,Old Town Sushi,94401.0,94401.0,100 S B St,100 S B St
1090,1044,Nola Restaurant & Bar,NOLA Restaurant & Bar,94301.0,94301.0,535 Ramona St,535 Ramona St
690,738,Chantilly Restaurant,Chantilly Restaurant,94061.0,94061.0,3001 El Camino Real,3001 El Camino Real
1661,1433,Juban Yakiniku House Japanese BBQ,Juban Yakiniku House,94025.0,94025.0,712 Santa Cruz Ave,712 Santa Cruz Ave
3111,3151,Pizza Al Fresco,Pizza Al Fresco,33480.0,33480.0,14 Via Mizner,14 Via Mizner
2344,2496,Porta Via,Porta Via,90210.0,90210.0,424 N Canon Dr,424 N Canon Dr
5085,4987,Mity Nice,Mity Nice Bar & Grill,60611.0,60611.0,835 N Michigan Ave,835 N Michigan Ave
623,636,Chipotle Mexican Grill,Chipotle Mexican Grill,94404.0,94404.0,2019 Chess Dr,2019 Chess Dr
3805,3757,Stone Werks Big Rock Grille,Stone Werks Big Rock Grille,78257.0,78257.0,5807 Worth Pkwy,5807 Worth Pkwy
2816,2745,Fika Espresso Bar,FIKA,10004.0,10004.0,66 Pearl St,66 Pearl St
3216,3355,Sushi Sai,Sushi Sai,60606.0,60606.0,123 N Wacker Dr,123 N Wacker Dr
3958,4002,Riverside Cafe,Riverside Cafe,32963.0,32963.0,3301 Bridge Plaza Dr,1 Beachland Blvd
4069,4109,Kim Tai Restaurant,Kim Tai Restaurant,77002.0,77002.0,2602 Fannin St,2602 Fannin St
4315,4294,Kona Grill,Kona Grill,75225.0,75225.0,8687 N Central Expy Ste 1722,8687 N Central Exwy
4926,4856,Dusk,DUSK,34108.0,34108.0,280 Vanderbilt Beach Rd,280 Vanderbilt Beach Rd.
2303,2420,Yu-N-Mi,Yu-N-Mi,90210.0,90210.0,9475 Santa Monica Blvd,9475 Santa Monica Blvd
4487,4448,Twist Restaurant,Twist Restaurant & Tapas Bar,30326.0,30326.0,3500 Peachtree Rd NE # D1,3500 Peachtree Rd NE
4663,4602,IHOP,IHOP,11030.0,11030.0,1586 Northern Blvd,1586 Northern Blvd
3880,3916,Lemon Tree Vero Beach,Lemon Tree,32963.0,32963.0,3125 Ocean Dr,3125 Ocean Dr
108,1076,Jing-Jing Szechwan Hunan Gourmet,Jing-Jing Szechwan Hunan Gourmet,94301.0,94301.0,443 Emerson St,443 Emerson St
2838,2768,Flavors,Flavors,10004.0,10004.0,27 Whitehall St,27 Whitehall St
4618,4620,Cipollini,Cipollini Pronto Caffe,11030.0,11030.0,2110C Northern Blvd,2060 Northern Blvd
3208,3294,Rivers,Rivers,60606.0,60606.0,30 S Wacker Dr,30 S Wacker Dr
3676,3785,Red Robin Gourmet Burgers,Red Robin Gourmet Burgers,78257.0,78257.0,17403 W Interstate 10,17403 IH-10 West
3035,3202,Seafood Bar At The Breakers,The Breakers,33480.0,33480.0,1 S County Rd,1 S County Rd
863,964,Everyday Beijing,Everyday Beijing,94401.0,94401.0,637 S B St,637 S B St
3246,3271,Arturo Express,Arturo Express,60606.0,60606.0,130 S Canal St,122 S Canal St
1625,1779,Left Bank Menlo Park Brasserie,Left Bank Menlo Park Brasserie,94025.0,94025.0,635 Santa Cruz Ave,635 Santa Cruz Ave
5451,5285,Yuan Asian Cuisine,Yuan Asian Cuisine,6877.0,6877.0,470 Main St,470 Main St
1429,1735,LB Steak,LB Steak,94025.0,94025.0,898 Santa Cruz Ave,898 Santa Cruz Ave
1064,1133,O Sushi House,Sushi House,94301.0,94301.0,403 University Ave,158 Town & Country Village
975,933,Made In Italy,Made In Italy,94401.0,94401.0,137 E 3rd Ave,137 East Third Ave
2971,2967,North Street Tavern & Wood Fired Pizza,North Street Tavern & Wood Fired Pizza,10605.0,10605.0,1128 North St,1128 North St
3841,3857,La Cantera Hill Country Resort,La Cantera Hill Country Resort,78256.0,78256.0,16641 La Cantera Pkwy,16641 La Cantera Parkway
4540,4484,California Pizza Kitchen,California Pizza Kitchen - Temp. CLOSED,30326.0,30326.0,3393 Peachtree Rd NE,3393 Peachtree Rd NE
1158,1058,Vero,Vero,94301.0,94301.0,530 Bryant St,530 Bryant St
4497,4451,Katana Teppanyaki & Sushi,Katana Teppanyaki & Sushi,30326.0,30326.0,3345 Lenox Rd NE,3345 Lenox Rd NE
4949,4798,New York Pizza & Pasta,New York Pizza & Pasta,34110.0,34110.0,11140 Tamiami Trl N,11140 Tamiami Trl N
1148,1405,Darbar Indian Cuisine,Darbar Indian Cuisine,94301.0,94301.0,129 Lytton Ave,129 Lytton Ave
3257,5031,Coco Pazzo Cafe,Coco Pazzo Cafe,60611.0,60611.0,636 N Saint Clair St,636 N St. Clair St
5198,5101,Sweetie Pies On Main,Sweetie Pies on Main,11724.0,11724.0,181 Main St # A,181 Main St
2537,2571,Five Crowns,Five Crowns,92625.0,92625.0,3801 E Coast Hwy,3801 E Coast Hwy
419,243,Starbucks Coffee,Starbucks,95050.0,95050.0,200 Saratoga Ave,2370 El Camino Real
928,1251,The Counter,The Counter - San Mateo,94403.0,94403.0,41 W Hillsdale Blvd,41 W Hillsdale Blvd
2391,2468,Mulberry Street Pizzeria,Mulberry Street Pizzeria,90210.0,90210.0,347 N Canon Dr,347 N Canon Dr
953,956,Crawfish Fusion,Crawfish Fusion,94401.0,94401.0,401 E 3rd Ave,401 E 3rd Ave
4648,4603,Pearl East,Pearl East,11030.0,11030.0,1191 Northern Blvd,1191 Northern Blvd
36,294,Sushi O Sushi Japanese Cuisine,Sushi O Sushi,95051.0,95051.0,2789 El Camino Real,2789 El Camino Real
6164,5971,Koya Japan,Koya,60035.0,60035.0,508 Old Elm Rd,508 E Old Elm Rd
2220,1735,LB Steak,LB Steak,94025.0,94025.0,898 Santa Cruz Ave,898 Santa Cruz Ave
1300,1205,Shalizaar Restaurant,Shalizaar,94002.0,94002.0,300 El Camino Real,300 El Camino Real
1425,1762,Trellis Restaurant,Trellis Restaurant,94025.0,94025.0,1077 El Camino Real,1077 El Camino Real
1616,1442,Round Table Pizza,Round Table Pizza,94025.0,94025.0,1225 El Camino Real,1225 El Camino Real
701,683,Karakade,Karakade Thai Cuisine,94061.0,94061.0,593G Woodside Rd,593 G Woodside Rd
1712,1427,Flea Street Cafe,Flea Street,94025.0,94025.0,3607 Alameda De Las Pulgas,3607 Alameda de Las Pulgas
4457,4499,Pinnacle Cafe,The Pinnacle Cafe,30326.0,30326.0,3455 Peachtree Rd NE Ste 150,3455 Peachtree Rd NE
1828,1907,Edibles,Edibles Coffee Shop,90067.0,90067.0,1888 Century Park E Ste LL30,1888 Century Park E
1020,911,Mango Gardens,Mango Garden,94401.0,94401.0,111 E 4th Ave,111 E 4th Ave
