ID,Title,Authors,ISBN,Publisher,Pages,Price
bn_37,Oracle And Open Source,"Andy Duncan,  Sean Hull",9780596000189,"O'Reilly Media, Incorporated",426.0,$54.99
bn_38,Agile Data Science: Building Data Analytics Applications with Hadoop,Russell Jurney,9781449326265,"O'Reilly Media, Incorporated",178.0,$34.42
bn_39,MySQL: The Complete Reference / Edition 1,"Vikram Vaswani,  Pamela Smith",9780072224771,McGraw-Hill Professional Publishing,544.0,$25.70
bn_40,The Art and Science of Oracle Performance Tuning,Christopher Lawson,9781590591994,Apress,480.0,$31.80
bn_41,Apache Hadoop YARN: Moving beyond MapReduce and Batch Processing with Apache Hadoop 2,"Arun Murthy,  Vinod Vavilapalli,  Doug Eadline,  Joseph Niemiec",9780321934505,Addison-Wesley,336.0,$33.67
bn_42,The Jasmine Object Database: Multimedia Applications for the Web / Edition 1,"Setrag Khoshafian,  Norayr Minassian,  Surapol Dasananda,  Norayr Minassian",9781558604940,Elsevier Science & Technology Books,500.0,
bn_43,Microsoft Office Access 2007 Introductory / Edition 1,"Linda O'Leary,  Linda I. O'Leary",9780073294551,McGraw-Hill Higher Education,672.0,$19.61
bn_44,Librarian&#039;s Guide to Online Searching / Edition 1,Suzanne S. Bell,9781591583264,"ABC-CLIO, Incorporated",288.0,$1.99
bn_45,Multimodal Video Characterization and Summarization / Edition 1,"Michael A. Smith,  Takeo Kanade",9781402074264,Springer US,204.0,$119.33
bn_46,Data Mining with Microsoft SQL Server 2008 / Edition 1,"Jamie MacLennan,  ZhaoHui Tang,  Bogdan Crivat",9780470277744,Wiley,636.0,$9.13
bn_47,Creating Access Applications,Melissa Dunn,9781565296367,Que,550.0,
bn_48,Practical Database Programming with Visual Basic.NET,Ying Bai,9780521712354,Cambridge University Press,828.0,$90.24
bn_49,Database Design with FileMaker Pro for the Mac,Michael Singer,9780471020226,Wiley,294.0,
bn_50,"Information Hiding: 5th International Workshop, IH 2002, Noordwijkerhout, The Netherlands, October 7-9, 2002, Revised Papers",Fabien A. P. Petitcolas,9783540004219,Springer Berlin Heidelberg,430.0,$129.00
bn_51,Data Mining: Concepts and Techniques / Edition 3,"Jiawei Han,  Micheline Kamber,  Jian Pei",9780123814791,Elsevier Science,744.0,$13.45
bn_52,Integrated Technologies for Environmental Monitoring and Information Production / Edition 1,Nilgun B. Harmanciogammalu,9781402013980,Springer Netherlands,477.0,$319.00
bn_53,Practical Applications Of Data Mining / Edition 1,Sang C. Suh,9780763785871,Jones & Bartlett Learning,420.0,$83.29
bn_54,PeopleSoft Developer&#039;s Guide for PeopleTools &amp; PeopleCode / Edition 1,"Judi Doolittle,  Byran Norris",9780071496629,McGraw-Hill Professional Publishing,600.0,$37.50
bn_55,Delphi Database Development,"Greg Lief,  John Kastner,  Ted Blue,  Loren Scott",9781558514690,"Holt, Henry & Company, Inc.",984.0,
bn_56,Database Management with Double Helix II for the MacIntosh and VAX,Jan L. Harrington,9780135600535,Brady Publishing,400.0,
bn_57,Visual Reference Access 97,"Henin,  D. Bass",9781562434847,DDC Publishing,,
bn_58,Data Modeling,G. Lawrence Sanders,9780877090663,"Course Technology, Inc.",148.0,
bn_59,FileMaker Pro 13 Absolute Beginner's Guide,Tim Dietrich,9780789748843,Que,384.0,$16.58
bn_60,Using Lotus Magellan,David P. Gobel,9780880224482,Que,400.0,
bn_61,Collaborative Computer Security And Trust Management,Jean-Marc Seigneur,9781605664149,IGI Global,316.0,$180.00
bn_62,Oracle DBA 101,"Marlene L. Theriault,  Rachel Carmichael",9780072121209,"McGraw-Hill Companies, The",563.0,
bn_63,File Techniques for Data Base Organization in COBOL,"Leroy F. Johnson,  Rodney H. Cooper",9780133140392,Prentice Hall Professional Technical Reference,384.0,
bn_64,Oracle Applications DBA Field Guide,"Paul Jackson,  Elke Phelps",9781590596449,Apress,264.0,$27.96
bn_65,Test-Driven Database Development: Unlocking Agility,Max Guernsey III,9780321784124,Addison-Wesley,315.0,$42.73
bn_66,"Oracle Database 12c: Install, Configure &amp; Maintain Like a Professional","Ian Abramson,  Michael Abbey,  Michelle Malcher,  Michael Corey",9780071799331,McGraw-Hill Professional Publishing,472.0,$26.25
bn_67,Microsoft SQL Server 2008 Reporting Services,Brian Larson,9780071548083,McGraw-Hill Professional Publishing,896.0,$41.36
bn_68,Paradox 3.5 Quick Reference,Andrew Coupe,9780880228244,Que,160.0,
bn_69,"Home and Small Business Guide to Protecting Your Computer Network, Electronic Assets, and Privacy",Philip Alexander,9780313360077,"Greenwood Publishing Group, Incorporated",160.0,$64.00
bn_70,"Constraint-Based Mining and Inductive Databases: European Workshop on Inductive Databases and Constraint Based Mining, Hinterzarten, Germany, March 11-13, 2004, Revised Selected Papers",Jean-Francois Boulicaut,9783540313311,Springer Berlin Heidelberg,404.0,$119.00
bn_71,Business Objects Companion,David Jackson,9780139774065,"Prentice Hall, Incorporated",209.0,
bn_72,Access VBA Programming / Edition 1,"Charles Brown,  Ron Petrusha",9780072231977,McGraw-Hill Professional Publishing,464.0,$1.99
bn_73,Adaptive Web Sites: A Knowledge Extraction from Web Data Approach - Volume 170 Frontiers in Artificial Intelligence and Applications,"Juan D. Valasquez,  Vasile Palade",9781586038311,"I O S Press, Incorporated",298.0,$161.00
bn_74,Aspect-Oriented Database Systems / Edition 1,Awais Rashid,9783540009481,Springer Berlin Heidelberg,176.0,$99.00
bn_75,"Database Technologies: Concepts, Methodologies, Tools, and Applications",John Erickson,9781605660585,IGI Global,2962.0,"$1,650.00"
bn_76,Inside dBASE 5 for Windows,"Richard Wagner,  J. Wetzel",9781562052416,New Riders,1189.0,
bn_77,Microsoft Access 2013 Step By Step,"Joan Lambert,  Joyce Cox",9780735669086,Microsoft Press,448.0,$25.50
bn_78,Global Data Management,Roberto Baldoni,9781586036294,"I O S Press, Incorporated",372.0,$211.85
bn_79,PARADOX 3.5 FOR WINDOWS:STEP BY STEP,Peter K. McBride,9780750606103,Butterworth-Heinemann,256.0,
bn_80,Filemaker Pro 3.0,Alex Kennedy,9780201877625,Addison-Wesley,320.0,
bn_81,Visual dBase 5.5 for Windows,"Sumant S. Pendharker,  Richard A. Biegel",9780028026190,Glencoe/McGraw-Hill,,
bn_82,CommVault Concepts & Design Strategies,Frank H Celauro,2940013971783,Frank H Celauro,573.0,$39.99
bn_83,FileMaker Pro Design and Scripting For Dummies,Timothy Trimble,9780471786481,Wiley,384.0,$21.31
bn_84,Data Warehousing mit SAP BW 7.3: Umfasst SAP BW 7.3 powered by SAP HANA,Christian Mehrwald,9783864912894,dpunkt.verlag,780.0,$64.99
bn_85,Learning SQL: A Step-By-Step Guide Using Oracle,Richard Earp,9780201773637,Addison Wesley,368.0,
bn_86,Logical Data Base Design,"Robert M. Curtice,  Paul E. Jones Jr.",9780894353260,"Wiley, John & Sons, Incorporated",240.0,
bn_87,Database Processing (International Edition),Kroenke,9780131971042,Pearson,,
bn_88,Access 2007 Formulare und Berichte f&uuml;r Dummies,"Brian Underdahl,  Darlene Underdahl,  rgen",9783527657537,Wiley,419.0,$19.49
bn_89,"Mining Multimedia and Complex Data: KDD Workshop MDM/KDD 2002, PAKDD Workshop KDMCD 2002, Revised Papers / Edition 1",Osmar R. Zaiane,9783540203056,Springer Berlin Heidelberg,284.0,$89.99
bn_90,Beginning Visual Basic 6 Database Programming / Edition 1,John Connell,9781590592519,Apress,880.0,$2.93
bn_91,FileMaker Pro 2.0 for the Mac in a Nutshell,Maria L. Langer,9780782112146,"Wiley, John & Sons, Incorporated",270.0,
bn_92,Data Analysis Using SQL and Excel / Edition 1,Gordon S. Linoff,9780470099513,Wiley,744.0,$31.59
bn_93,Corporate Information Factory / Edition 2,"W. H. Inmon,  Claudia Imhoff,  Ryan Sousa",9780471399612,Wiley,400.0,$61.15
bn_94,The Guru's Guide to Transact-SQL,Ken Henderson,9780321630124,Pearson Education,592.0,$32.49
bn_95,Data Access Patterns: Database Interactions in Object-Oriented Applications (Software Patterns Series),Clifton Nock,9780131401570,Addison-Wesley,469.0,$1.99
bn_96,Beginning SQL,"Paul Wilton,  John Colby",9780764577321,Wiley,520.0,$30.48
bn_97,Web Database Development for Windows Platforms,"Dan D. Gutierrez,  Dan Guitierrez",9780130139856,Pearson Education,9780130139856.0,
bn_98,Easy Microsoft Access 2000,Jeffrey L. Byrne,9780789719027,Pearson Education,247.0,
bn_99,Programming Microsoft ADO.NET 2.0 Core Reference,David Sceppa,9780735622067,Microsoft Press,864.0,
bn_100,DBASE III Plus Programmer's Reference Guide,Edward C. Jones,9780672225093,Sams,448.0,
bn_101,Oracle Business Intelligence : The Condensed Guide to Analysis and Reporting,Yuli Vasiliev,9781849681193,Packt Publishing,184.0,$16.79
bn_102,"Feature Extraction, Construction and Selection: A Data Mining Perspective / Edition 1",Huan Liu,9780792381969,Springer US,410.0,$291.82
bn_103,Pro SQL Server Internals,Dmitri Korotkevitch,9781430259626,Apress,804.0,$57.66
bn_104,"Data Recovery Service: A consumer&#x2019;s guide to best data recovery, computer data recovery, data recovery tools data recovery in books, data recovery in computers, data recovery software and data recovery kit",Dorothy J. Bridgeforth,2940014946162,Tru Divine Publications,,$8.50
bn_105,PHP and MySQL For Dummies,Janet Valade,9780470527580,Wiley,456.0,$23.48
bn_106,Data Mining: Opportunities and Challenges,Wang,9781591400516,IGI-Global,484.0,$79.95
bn_107,"Active Mining: Second International Workshop, AM 2003, Maebashi, Japan, October 28, 2003, Revised Selected Papers / Edition 1",Shusaku Tsumoto,9783540261575,Springer Berlin Heidelberg,348.0,$109.00
bn_108,FoxPro 2.5 Developers Handbook,David M. Kalman,9780679791591,Random House Information Group,711.0,
bn_109,Scriptology: FileMaker Pro Demystified,"Matthew Petrowsky,  John M. Osborne",9780966087604,"I S O Productions, Incorporated",200.0,
bn_110,Beginning PHP and Oracle: From Novice to Professional / Edition 1,"W Jason Gilmore,  Bob Bryla",9781590597705,Apress,763.0,$49.99
bn_111,DB2 for Z/OS and OS/390 Development for Performance Vol. 2 of 2,Gabrielle Wiorkowski,9780966846065,Gabrielle & Assoc.,702.0,
bn_112,"Interfaces to Database Systems - IDS 92: Proceedings of the 1st International Workshop on Interfaces to Database Systems, Glasgow, 1-3 July 1992",Richard L. Cooper,9780387198026,"Springer-Verlag New York, LLC",468.0,
bn_113,Official Guide to Mini SQL 2.0,"Brian Jepson,  David J. Hughes",9780471245353,Wiley,432.0,
bn_114,The Economic Costs and Implications of High-Technology Hardware Theft,"James N. Dertouzos,  Patricia A. Ebener,  Eric V. Larson",9780833027276,Rand Publishing,79.0,$25.00
bn_115,"Databases in Telecommunications: International Workshop, Co-located with VLDB-99 Edinburgh, Scotland, UK, September 6th, 1999, Proceedings / Edition 1",Willem Jonker,9783540676676,Springer Berlin Heidelberg,206.0,$99.00
bn_116,"Information Security Applications: 4th International Workshop, WISA 2003, Jeju Island, Korea, August 25-27, 2003, Revised Papers / Edition 1",Kijoon Chae,9783540208273,Springer Berlin Heidelberg,512.0,$149.00
bn_117,Pro SQL Server Reporting Services,"Rodney Landrum,  Walter J. Voytek II,  Walter J. Voytek",9781590594230,Apress,320.0,$33.03
bn_118,Access 97 Developer&#039;s Handbook / Edition 3,"Paul Litwin,  Mike Gilbert,  Ken Getz",9780782119411,"Wiley, John & Sons, Incorporated",1485.0,$1.99
bn_119,Oracle Desk Reference,Guy Harrison,9780130132949,Pearson Education,400.0,
bn_120,Instant MapReduce Patterns - Hadoop Essentials How-to,Srinath Perera,9781782167716,Packt Publishing Pvt. Ltd.,,$13.99
bn_121,"Expert Oracle, Signature Edition Programming Techniques and Solutions for Oracle 7.3 through 8.1.7 / Edition 1",Thomas Kyte,9781590595251,Apress,1328.0,$60.63
bn_122,Microsoft SQL Server 6.5 Programming Unleashed,"Peter DeBetta,  John Papa,  Dave Martin",9780672312441,Sams,912.0,
bn_123,Oracle8 Manual Del Administrador,Kevin Loney,9788448125523,MC Graw Hill,736.0,
bn_124,Optimizing Performance in DB2,William H. Inmon,9780136382300,Prentice Hall Professional Technical Reference,208.0,
bn_125,Paradox 5.0 for Windows at a Glance,David B. McDaniel,9781556224560,"Wordware Publishing, Inc.",136.0,
bn_126,Oracle Discoverer 10g Handbook / Edition 1,"Michael Armstrong-Smith,  Darlene Armstrong-Smith",9780072262148,McGraw-Hill Professional Publishing,1027.0,$44.69
bn_127,Microsoft Office Access 2007: Introductory / Edition 1,"Pasewark/Pasewark,  Pasewark;,  Scott G. Pasewark",9781423904120,Cengage Learning,279.0,$92.59
bn_128,A Practical Approach to Database Systems,Pal Quittner,9789630566360,Akademiai Kiado Rt.,291.0,
bn_129,SQL Server 2000 Design and T-SQL Programming,"Michelle Poolet,  Michael Poolet,  Michelle Reilly,  Michelle Poolet",9780072123753,McGraw-Hill Professional,612.0,
bn_130,"Database Programming Languages: 6th International Workshop, DBPL-6, Estes Park, Colorado, USA, August 18-20, 1997 / Edition 1",Sophie Cluet,9783540648239,Springer Berlin Heidelberg,434.0,$119.00
bn_131,FoxPro Event Driven Programming,Dick Bard,9781566860994,Brady Publishing,550.0,
bn_132,Clipper Programming,"Brett Oliver,  Jim Sheldon",9780078817588,McGraw-Hill Osborne,512.0,
bn_133,Physical Database design Using Oracle,"Donald K. Burleson,  Burleson K. Burleson",9780849318177,Taylor & Francis,264.0,$115.93
bn_134,Managing & Using MySQL: Open Source SQL Databases for Managing Information & Web Sites,"Tim King,  George Reese,  Randy Yarger,  Hugh E. Williams",9780596002114,"O'Reilly Media, Incorporated",444.0,$39.99
bn_135,"Database Engineering and Applications Symposium, 1997 International",Bipin C. Desai,9780818681141,"Wiley, John & Sons, Incorporated",400.0,
bn_136,The Accidental Data Scientist : Big Data Applications and Opportunities for Librarians and Information Professionals,Amy Affelt,9781573875110,Information Today Inc,,$39.50
bn_137,A Sane Approach to Database Design,Mark Johansen,9781435733381,Lulu.com,200.0,$25.24
bn_138,Delphi Nuts and Bolts: For Experienced Programmers,"Gary Cornell,  Cay S. Horstmann",9780078822032,"McGraw-Hill Companies, The",336.0,
bn_139,"Risks of Customer Relationship Management: A Security, Audit and Control Approach",Information Systems Audit and Control Associatio,9781893209374,Information Systems Audit and Control Association,581.0,
bn_140,Data Mining Patterns,Pascal Poncelet,9781599041629,IGI Global,324.0,$180.00
bn_141,A Programmer's Guide to ADO.NET in C#,"Mahesh Chand,  Mike Gold",9781893115392,Apress,718.0,$78.37
bn_142,SAS 9. 1. 3 OLAP Server MDX Guide,Sas Institute,9781590478202,SAS Institute Inc.,88.0,$13.60
bn_143,Professional SQL Server 2005 Integration Services,"Brian Knight,  Allan Mitchell,  Darren Green,  Douglas Hinson",9780764584350,Wiley,720.0,
bn_144,Visual Basic Database Programming,Michael Kofler,9780201721935,Pearson Education,592.0,
bn_145,Introduction to Computational Science: Modeling and Simulation for the Sciences / Edition 1,Angela B. Shiflet,9780691125657,Princeton University Press,576.0,$62.46
bn_146,Distributed Event-Based Systems / Edition 1,"Gero Muhl,  Ludger Fiege,  Peter Pietzuch",9783540326519,Springer Berlin Heidelberg,388.0,$82.04
bn_147,Beginning Relational Data Modeling / Edition 2,"Sharon Allen,  Evan Terry",9781590594636,Apress,632.0,$34.44
bn_148,Using SQL for Windows & Centura: Techniques for Building Client Server Solutions,Sanjiv Purba,9780471130895,Wiley,480.0,
bn_149,Visual Basic Oracle 8,"TRIETSCH,  John Mason,  Reed Call,  Mike Erickson",9781861001788,Apress,535.0,
bn_150,SAP R/3 Process Oriented Implementation: Iterative Process Prototyping / Edition 1,"Gerhard Keller,  Thomas Teufel,  Thomas Teufel",9780201924701,Addison Wesley Professional,880.0,$1.99
bn_151,Millennium Intelligence: Understanding and Conducting Competitive Intelligence in the Digital Age / Edition 1,Jerry P. Miller,9780910965286,"Information Today, Inc.",276.0,$18.80
bn_152,Running Microsoft Access 2 for Windows,"John L. Viescas,  John Viescas",9781556155925,Microsoft Press,644.0,
bn_153,Fast Track ADO.NET,"Apress,  Kouresh Ardestani,  Donald Xie",9781861007605,Apress,300.0,
bn_154,"Profitable Membership Website-Discover Everything You Need To Know About Membership Website, Improve Your Membership Website Profits, Give Your Website a Boost, Increase Your Revenue,Sell PLR Articles!!!",Courtney E. Nielsen,2940148891482,Gilkie publishing,,$6.99
bn_155,Using Microsoft Access: A how-to-Do-It Manual for Librarians,E. Sonny Butler,9781555702687,Neal-Schuman Publishers,118.0,
bn_156,Paradox Queries 5.0 for Windows,"Dan Ehrmann,  Dan Erhmann",9781558514010,"Holt, Henry & Company, Inc.",992.0,
bn_157,Using dBase II,Carl Townsend,9780881341089,McGraw-Hill Osborne,223.0,
bn_158,Application Cases in MIS / Edition 2,James Morgan,9780256220568,"McGraw-Hill Companies, The",160.0,
bn_159,Microsoft Access 2002 - Illustrated Brief / Edition 1,Lisa Friedrichsen,9780619045074,Cengage Learning,112.0,$1.99
bn_160,Data Mining: A Hands On Approach for Business Professionals / Edition 1,Robert Groth,9780137564125,Pearson Education,304.0,$1.99
bn_161,Transborder Data Flows and Poland: Polish Case Study,United Nations Centre on Transnational Corporations Staff,9780444876300,Elsevier Science & Technology Books,75.0,
bn_162,Delphi Developer's Guide to OpenGL,"Jon Q. Jacobs,  Jon Q. Jacobs",9781556226571,"Wordware Publishing, Inc.",465.0,
bn_163,The Handbook of Data Mining / Edition 1,Nong Ye,9780805855630,Taylor & Francis,720.0,$83.73
bn_164,MDM for Customer Data: Optimizing Customer Centric Management of Your Business,Kelvin K. A. Looi,9781583473504,Mc Press,100.0,$14.95
bn_165,IMS (DL-1) Data Base Organization and Performance,G. Hubbard,9780442235833,"Wiley, John & Sons, Incorporated",240.0,
bn_166,"SAS/Warehouse Administrator Metadata API Reference,Release 1.3,First Edition",SAS Institute Incorporated,9781580251914,SAS Publishing,108.0,
bn_167,Introduction to Database and Knowledge-Base Systems,Krishna Shenai,9789810206208,"World Scientific Publishing Company, Incorporated",344.0,
bn_168,SAP Query Reporting,Danielle Larocca Signorile,9780672329029,Sams,326.0,$40.08
bn_169,Using Delphi-Special Edition,"Paul J. Perry,  Jon Matcho",9781565298231,Que,608.0,
bn_170,The Definitive DataWindow: Your Key to PowerBuilder Success,Richard Brooks,9780201702248,Pearson Education,800.0,
bn_171,Microsoft ADO. Net 2. 0 Step by Step,"Rebecca M. Riordan,  Rebecca Riordan",9780735621640,Microsoft Press,528.0,
bn_172,"Data Mining with Ontologies: Implementations, Findings, and Frameworks",Nigro,9781599046181,IGI Global,312.0,$180.00
bn_173,Pro SQL Server 2005 Replication,Sujoy Paul,9781590596500,Apress,1016.0,
bn_174,Data Mining and Knowledge Discovery Approaches Based on Rule Induction Techniques / Edition 1,Evangelos Triantaphyllou,9781441941732,Springer US,748.0,$289.00
bn_175,Digital Copyright Protection: Techniques to Ward off Electronic Copyright Abuse,Peter Wayner,9780127887715,Elsevier Science & Technology Books,227.0,
bn_176,Oracle ADF 11gR2 Development Beginner's Guide,Vinod Krishnan,9781849689007,Packt Publishing,330.0,$49.99
bn_177,Data Quality For The Information Age / Edition 1,Thomas C. Redman,9780890068830,"Artech House, Incorporated",332.0,$67.29
bn_178,FileMaker Pro and the World Wide Web,Jesse Feiler,9780126380552,Elsevier Science & Technology Books,526.0,
bn_179,"Intelligent Information Processing II: IFIP TC12/WG12.3 International Conference on Intelligent Information Processing (IIP2004) October 21-23, 2004, Beijing, China",Qing He,9781489987983,Springer US,543.0,$209.00
bn_180,Jeffrey McManus' Database Access with Visual Basic 6,Jeffrey P. McManus,9780672314223,Sams,840.0,
bn_181,"Database Programming Languages, DBPL-4: Proceedings of the Fourth International Workshop on Database Programming Languages, Manhattan, New York City, 30 August-1 September 1993",Catriel Beeri,9780387198538,"Springer-Verlag New York, LLC",436.0,
bn_182,"Principles of Data Mining and Knowledge Discovery: Second European Symposium, PKDD&#039;98, Nantes, France, September 23-26, 1998, Proceedings / Edition 1",Jan M. Zytkow,9783540650683,Springer Berlin Heidelberg,484.0,$129.00
bn_183,Data Fluency: Empowering Your Organization with Effective Data Communication,"Zach Gemignani,  Chris Gemignani,  Richard Galentino,  Patrick Schuermann",9781118851012,Wiley,288.0,$24.12
bn_184,Foundation Rails 2,Eldon Alameda,9781430210399,Apress,480.0,$33.54
bn_185,Intelligent Data Warehousing: From Data Preparation to Data Mining,Zhengxin Chen,9780849312045,Taylor & Francis,256.0,$159.95
bn_186,Using Microsoft Access to Create Reports from SASIxp,Kevin M. Finnegan,9781418485177,AuthorHouse,124.0,$29.95
bn_187,Oracle 8 Black Book,Michael R. Ault,9781576101872,Coriolis Group,928.0,
bn_188,Professional Access 2013 Programming,"Teresa Hennig,  Ben Clothier,  George Hepworth,  Dagi (Doug) Yudovich",9781118530832,Wiley,888.0,$37.99
bn_189,Microsoft Sql Server 2008 R2 Master Data Services,"Jeremy Kashel,  Tim Kent,  Martyn Bullerwell",9781849680509,Packt Publishing,360.0,$54.99
bn_190,Oracle9i Developer: PL/SQL Programming / Edition 1,Joan Casteel,9780619159092,Cengage Learning,560.0,$84.12
bn_191,Database Processing: Fundamental Design and Implement,Kroenke,9780130858191,Prentice Hall Professional Technical Reference,,
bn_192,Access 2010 Bible,Michael R. Groh,9780470475348,Wiley,1392.0,$30.53
bn_193,Proceedings 1996 VLDB Proceedings: 22nd International Conference on Very Large Data Bases / Edition 1,VLDB,9781558603820,Morgan Kaufmann Publishers,600.0,$5.47
bn_194,Design of Database Structures,"Toby J. Teorey,  James P. Fry",9780132000970,Prentice Hall Professional Technical Reference,544.0,
bn_195,Crystal Reports 2008: The Complete Reference,George Peck,9780071590983,McGraw-Hill Professional Publishing,968.0,$41.53
bn_196,Access 2003 VBA: Programmer's Reference,"Patricia Cardoza,  Teresa Hennig,  Graham Seach,  Armen Stein",9780764559037,Wiley,984.0,
bn_197,Oracle Enterprise Manager 10g Grid Control Implementation Guide / Edition 1,Michael New,9780071492751,McGraw-Hill Professional Publishing,768.0,$58.90
bn_198,Learn Visual dBASE 5.5 for Windows in a Day,Antony Mosley,9781556224690,"Wordware Publishing, Inc.",119.0,
bn_199,Paradox 7 Programming Unleashed,Mike Prestwood,9780672308956,Macmillan Computer Publishing,792.0,
bn_200,Building Accounting Systems Using Access 97 / Edition 3,"James T. Perry,  Gary P. Schneider,  Gary P. Schneider,  Gary P. Schneider",9780324000764,Cengage Learning,498.0,
bn_201,Learn dBASE Programming in a Day,Russell Allen Stultz,9781556222757,"Wordware Publishing, Inc.",128.0,
bn_202,PostgreSQL: Introduction and Concepts / Edition 1,Bruce Momjian,9780201703313,Pearson Education,496.0,$1.99
bn_203,ABCs of FoxPro,Scott D. Palmer,9780895887054,"Wiley, John & Sons, Incorporated",296.0,
