ID,Title,Authors,ISBN,Publisher,Pages,Price
B698,Database in Depth: Relational Theory for Practitioners,C.J. Date,9780596100124.0," O'Reilly Media; 1 edition (May 15, 2005)",232.0,$30.09
B699,Special Edition Using FileMaker 8,"Scott Love, Steve Lane",9780789735126.0," Que (May 22, 2006)",912.0,$6.98
B700,The Official Introduction to DB2(R) for z/OS(R): Covers DB2(R) Universal Database for z/OS(R) Version 8 (2nd Edition),Susan Graziano Sloan,9780131477506.0," IBM Press; 2 edition (June 5, 2004)",528.0,$2.02
B701,Creating Microsoft Access 2000 Solutions:  A Power Users' Guide,"Gordon Padwick, Rick Winter",9780672318948.0," Sams (May 24, 2000)",600.0,
B702,Microsoft SQL Server 2012 Management and Administration (2nd Edition),Ross Mistry,9780672336003.0," Sams Publishing; 2 edition (September 28, 2012)",912.0,$30.15
B703,Getting Started with SQL Server 2014 Administration,,9781782172413.0," Packt Publishing - ebooks Account (April 25, 2014)",106.0,
B704,Applied Microsoft Business Intelligence,"Patrick LeBlanc, Jessica M. Moss",9781118961773.0," Wiley; 1 edition (May 26, 2015)",432.0,$39.43
B705,"Microsoft Office Access 2010: A Case Approach, Introductory (The O'Leary Series)",,9780077331320.0," McGraw-Hill Education; 1 edition (October 28, 2010)",432.0,$68.07
B706,Beginning Oracle Programming (Expert's Voice),Sean Dillon,9781590592861.0," Apress; New Ed edition (September 24, 2003)",1128.0,
B707,"Hands-On Microsoft SQL Server 2008 Integration Services, Second Edition",Ashwani Nanda,9780071736404.0," McGraw-Hill Education; 2 edition (September 23, 2010)",720.0,$42.76
B708,Structured Query Language (SQL): a Practical Introduction,Akeel I. Din,9781855543577.0, Blackwell Pub (May 1994),224.0,
B709,Microsoft Access 97 Developers Handbook: With CDROM (Solution Developer Series),,9781572313583.0," Microsoft Press (January 1, 1997)",768.0,
B710,Practical PostgreSQL,John C. Worsley,9781565928466.0," O'Reilly Media (January 17, 2002)",640.0,
B711,Building Oracle XML Applications,Steve Muench,9781565926912.0," O'Reilly Media (October 12, 2000)",812.0,$9.99
B712,Managing Data with Excel,Conrad Carlberg,9780789731005.0," Que Publishing; 1 edition (May 20, 2004)",384.0,$33.31
B713,dBASE IV 2.0 Programmer's Reference,,9781583483961.0," iUniverse; 2 edition (January 24, 2000)",548.0,$23.95
B714,"Algorithmic Aspects in Information and Management: 6th International Conference, AAIM 2010, Weihai, China, July 19-21, 2010. Proceedings (Lecture ... Applications, incl. Internet/Web, and HCI)",,9783642143540.0," Springer; 2010 edition (July 5, 2010)",336.0,$109.00
B715,Oracle8i for Linux Starter Kit (Book/CD-ROM Package),,9780072124422.0," Oracle Press (August 22, 2000)",478.0,
B716,HBase Essentials,Nishant Garg,9781783987245.0," Packt Publishing - ebooks Account (December 18, 2014)",164.0,
B717,"IBM(R)AS400(R) RPG Interview Questions, Answers, and Explanations: Unofficial RPG IBM AS/400 Certification Review (Paperback) - Common",,, Equity Press (2008),200.0,
B718,"Data Modeling Made Simple: A Practical Guide for Business and IT Professionals, 2nd Edition",Steve Hoberman,9780977140060.0," Technics Publications; Second edition (September 15, 2009)",360.0,
B719,Expert PHP and MySQL: Application Design and Development (Expert's Voice in Web Development),,9781430260073.0," Apress; 1 edition (August 20, 2013)",340.0,$59.99
B720,MySQL 5.0 Certification Study Guide,,9780672328121.0," MySQL Press; 1 edition (September 3, 2005)",643.0,$41.05
B721,Data Warehousing: Architecture and Implementation,,9780130809025.0," Prentice Hall (January 9, 1999)",360.0,$0.39
B722,Access 2003 Bible,"Cary N. Prague, Michael R. Irwin",9780764539862.0," Wiley; PAP/CDR edition (October 17, 2003)",1464.0,$24.15
B723,Expert Oracle Application Express Plugins: Building Reusable Components (Expert's Voice in Oracle),,9781430235033.0," Apress; 1 edition (November 29, 2011)",224.0,$46.11
B724,Absolute Beginner's Guide to Microsoft Office Access 2003,,9780789729408.0," Que Publishing; 1 edition (September 22, 2003)",360.0,$24.99
B725,"Computational Processing of the Portuguese Language: 9th International Conference, PROPOR 2010, Porto Alegre, RS, Brazil, April 27-30, 2010. ... / Lecture Notes in Artificial Intelligence)",Aldebaro Klautau,9783642123191.0," Springer; 2010 edition (April 1, 2010)",167.0,$99.00
B726,Microsoft Access 2010 VBA Macro Programming,Richard Shepherd,9780071738576.0," McGraw-Hill Education; 1 edition (November 15, 2010)",400.0,$22.97
B727,A Game Plan for Success in Data Analytics (The Data Ninja's Guide) (Volume 1),Fru Nde,9781514750971.0," CreateSpace Independent Publishing Platform (July 9, 2015)",256.0,
B728,Java Programming with Oracle SQLJ,Jason Price,9780596000875.0," O'Reilly Media; 1 edition (August 15, 2001)",398.0,$0.77
B729,Microsoft Access 2013: Initiation à Microsoft Access 2013 (French Edition),,9781512143911.0," CreateSpace Independent Publishing Platform; Gereduc edition (January 22, 2015)",60.0,
B730,Dynamic Models in Biology,Stephen P. Ellner,9780691125893.0," Princeton University Press; 1 edition (April 16, 2006)",352.0,$75.00
B731,Meaningful Graphs: Converting Data into Informative Excel Charts,James M. Smith,9780986054907.0," James M. Smith; 1 edition (June 1, 2014)",228.0,$29.95
B732,Oracle 11g: PL/SQL Programming,Joan Casteel,9781133947363.0," Cengage Learning; 2 edition (September 12, 2012)",496.0,$134.39
B733,"Modeling, Simulation, and Operations Analysis in Afghanistan and Iraq: Operational Vignettes, Lessons Learned, and a Survey of Selected Efforts",,9780833082114.0," RAND Corporation (February 18, 2014)",188.0,
B734,"New Developments in Classification and Data Analysis: Proceedings of the Meeting of the Classification and Data Analysis Group (CLADAG) of the Italian ... Data Analysis, and Knowledge Organization)",,9783540238096.0," Springer; 2005 edition (April 6, 2005)",370.0,
B735,Sams Teach Yourself Microsoft Access 2002 Programming in 24 Hours,Paul Kimmel,9780672320989.0," Sams Publishing; 1 edition (August 24, 2001)",576.0,$29.99
B736,OCP: Oracle 10g Administration II Study Guide: Exam 1Z0-043,"Doug Stuns, Bob Bryla",9780782143683.0," Sybex; 1 edition (February 22, 2005)",752.0,
B737,Creating SQL Server 2005 Applications with Visual Studio,,9780131463554.0," Prentice Hall; 1 edition (September 10, 2006)",600.0,
B738,Computing Fundamentals: dBASE IV (Addison-Wesley Computing Fundamentals Series),William S. Davis,9780201198294.0, Addison-Wesley (January 1990),186.0,$0.01
B739,Secrets of the NLP Masters: 50 Techniques to be Exceptional (Teach Yourself),Judy Bartkowiak,9781473600126.0," Teach Yourself; 1 edition (June 27, 2014)",272.0,
B740,Professional Microsoft PowerPivot for Excel and SharePoint,"Sivakumar Harinath, Ron Pihlgren, Denny Guang-Yeu Lee",9780470587379.0," Wrox; 1 edition (June 15, 2010)",384.0,$22.27
B741,Downsized but Not Out: How to Get Your Next Computer Job,Alan R. Simon,9780070576155.0," McGraw-Hill; 1st edition (October 1, 1994)",220.0,
B742,Applied Oracle Security: Developing Secure Database and Middleware Environments,,9780071613705.0," McGraw-Hill Education; 1 edition (October 19, 2009)",640.0,$29.99
B743,Ingres and Relational Databases: An Introduction to the Theory and Practice,David M. Rothwell,9780077074821.0, Computing Mcgraw-Hill (March 1992),208.0,
B744,Microsoft SQL Server 7 Data Warehousing Technical Support Training Kit,,9780735606708.0," Microsoft Press (January 1, 1999)",800.0,$2.21
B745,SAMS Teach Yourself Microsoft Office Access 2003 in 24 Hours,Alison Balter,9780672325458.0," Sams Publishing; 1st edition (September 21, 2003)",624.0,$39.99
B746,"Oracle WebLogic Server 12c: Distinctive Recipes: Architecture, Development and Administration",Frank Munz,9780980798029.0," munz & more publishing; two edition (April 30, 2014)",552.0,
B747,"Research in Computational Molecular Biology: 19th Annual International Conference, RECOMB 2015, Warsaw, Poland, April 12-15, 2015, Proceedings (Lecture Notes in Computer Science)",,9783319167053.0," Springer; 2015 edition (March 5, 2015)",368.0,
B748,Access 2000 en 4 días,"Carles Drudis, Marta Molla",9788480885096.0, Gestion 2000 (2000),226.0,
B749,HornetQ Messaging Developer's Guide,Piero Giacomelli,9781849518406.0," Packt Publishing (October 25, 2012)",250.0,
B750,Access for Windows 95 for Busy People,,9780078821127.0," Mcgraw-Hill Osborne Media (January 1, 1996)",1996.0,
B751,Mastering Oracle: Featuring Oracle's SQL Standard,Daniel J. Cronin,9780672484193.0, Sams Publishing; 1st edition (January 1989),400.0,
B752,Visual Foxpro Data Dictionary: Special Report,Doug Hennig,9781880935415.0, Pinnacle Pub; Pap/Dskt edition (January 1996),205.0,
B753,SELECT: Microsoft Access 97 Plus (2nd Edition),,9780201438659.0, Prentice Hall College Div; 2nd edition (February 1999),384.0,
B754,DB2 Answers! Certified Tech Support,Sheryl Larsen,9780072119145.0," McGraw-Hill/Osborne Media (May 1, 1999)",444.0,
B755,Informix Guide to SQL: Reference and Syntax (2nd Edition),,9780130161666.0," Prentice Hall PTR; 2 Sub edition (November 12, 1999)",1776.0,
B756,DB2 Universal Database for Iseries Administration: The Graphical Way on V5r3,,9780738491370.0," Ibm (September 16, 2004)",258.0,
B757,jBPM 6 Developer Guide,"Mariano Nicolas De Maio, Mauricio Salatino, Esteban Aliverti",9781783286614.0," Packt Publishing - ebooks Account (September 24, 2014)",300.0,
B758,Puppet 3 Beginner's Guide,,9781782161240.0," Packt Publishing (April 17, 2013)",204.0,
B759,Microsoft® SQL Server 2005: Applied Techniques Step by Step (Step by Step Developer),,9780735623163.0," Microsoft Press (June 21, 2006)",368.0,$18.79
B760,Microsoft Access untuk Pemula (Indonesian Edition),Tim Ems,9786020241265.0," Elex Media Komputindo (May 26, 2014)",168.0,
B761,dBase IV Quick Reference (Que quick reference series),,9780880223713.0, Que (March 1989),160.0,
B762,<I>Qua parlón fa noantri!</I> Spracherhalt und ethnische Identität in Chipilo - einer Sprachinsel des Veneto in Mexiko (German Edition),Christiane Wössner,9783631399101.0," Peter Lang International Academic Publishers (January 21, 2003)",397.0,
B763,Outlier Detection for Temporal Data (Synthesis Lectures on Data Mining and Knowledge Discovery),Jing Gao,9781627053754.0," Morgan & Claypool Publishers (April 1, 2014)",130.0,
B764,Aprende Programación Web con PHP y MySQL (Spanish Edition),,9781517213275.0," CreateSpace Independent Publishing Platform (September 5, 2015)",306.0,
B765,Microsoft Access 97: Beginner's Course for Users (PC Crash Course),,9781873005415.0, PC Productions Ltd (November 1998),260.0,
B766,Complexity of Lattice Problems: A Cryptographic Perspective (The Springer International Series in Engineering and Computer Science),Daniele Micciancio,9781461352938.0," Springer; Softcover reprint of the original 1st ed. 2002 edition (October 29, 2012)",220.0,$119.00
B767,Pro SQL Server 2008 Reporting Services (Books for Professionals by Professionals),"Rodney Landrum, Shawn McGehee",9781590599921.0," Apress; 2008 edition (August 21, 2008)",424.0,$39.99
B768,"Microsoft Office Access 2003, Illustrated Introductory, CourseCard Edition (Illustrated (Thompson Learning))",,9781418842987.0," Course Technology; 1 edition (March 30, 2005)",240.0,$23.94
B769,Oracle8 DBA: Network Administration Exam Cram (Exam: 1Z0-016),Barbara Ann Pascavage,9781576105788.0," Coriolis Group Books (December 10, 1999)",368.0,
B770,Big Data Application Architecture Q&A: A Problem - Solution Approach (Expert's Voice in Big Data),"Nitin Sawant, Himanshu Shah",9781430262923.0," Apress; 1 edition (December 17, 2013)",172.0,$49.99
B771,"Introduction to MathCAD 13, 2nd Edition",Ronald W. Larsen,9780131890732.0," Prentice Hall; 2 edition (September 9, 2006)",432.0,$9.99
B772,A Practical Guide to Relational Database Design: Making the Design Process Work for Your Application,,9780952604303.0," Domanski-Irvine Books (August 1, 1995)",182.0,
B773,What's New in SQL Server 2012,Jon Reade,9781849687348.0," Packt Publishing (October 18, 2012)",238.0,
B774,Oracle JDeveloper 3 Handbook (Osborne ORACLE Press Series),"Paul Dorsey, Peter Koletzke",9780072127164.0," Osborne/McGraw-Hill; 2nd annotated edition edition (March 27, 2001)",600.0,
B775,"Microsoft Visual Basic 2005: RELOADED, Advanced",,9781418836436.0," Course Technology; 1 edition (December 22, 2006)",672.0,$169.95
B776,"Understanding the FFT, Second Edition, Revised",Anders E. Zonst,9780964568150.0," Citrus Pr; 2 Revised edition (April 30, 2000)",180.0,
B777,Integrating Excel and Access,Michael Schmalz,9780596009731.0," O'Reilly Media; 1 edition (November 11, 2005)",236.0,
B778,Access 2013 Absolute Beginner's Guide,Alison Balter,9780789748713.0," Que Publishing; 1 edition (April 26, 2013)",416.0,$24.99
B779,Oracle Application Express: Build Powerful Data-Centric Web Apps with APEX 5 (Oracle Press),,9780071843041.0," McGraw-Hill Education; 1 edition (August 5, 2016)",464.0,$60.00
B780,Building Intelligent Databases with Oracle PL/SQL (Bk/CD) (2nd Edition),Kevin T. Owens,9780137943142.0, Prentice Hall; 2nd edition (December 1997),544.0,
B781,"Foundations of Data Organization and Algorithms: 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993. Proceedings (Lecture Notes in Computer Science)",,9783540573012.0," Springer; 1993 edition (September 29, 1993)",419.0,$119.00
B782,"Siebel CRM 100 Success Secrets - 100 Most Asked Questions on Siebel Customer Relationship Management Applications Covering Oracle Enterprise CRM, On Demand Software and Business Intelligence",Lawson Baird,9781921523205.0," Emereo Publishing (July 16, 2008)",182.0,$29.95
B783,Analysis and Comparison of Relational Database Systems,Patrick Valduriez,9780201199406.0, Addison-Wesley Pub (Sd) (January 1989),280.0,
B784,FileMaker Pro 9 Bible,"Ray Cologon, Dennis R. Cohen",," Wiley; 1 edition (March 14, 2008)",768.0,$4.33
B785,Oracle Performance Tuning,Edward Whalen,," Addison-Wesley Professional; 1 edition (April 26, 2002)",432.0,
B786,Apache Mahout Cookbook,Piero Giacomelli,9781849518024.0," Packt Publishing (December 26, 2013)",250.0,
B787,"On the Move to Meaningful Internet Systems 2005: CoopIS, DOA, and ODBASE: OTM Confederated International Conferences, CoopIS, DOA, and ODBASE 2005, ... Part I (Lecture Notes in Computer Science)",,9783540297369.0," Springer; 2005 edition (December 20, 2005)",917.0,$189.00
B788,Authentication in Insecure Environments: Using Visual Cryptography and Non-Transferable Credentials in Practise,Sebastian Pape,9783658071158.0," Springer Vieweg; 2014 edition (September 3, 2014)",362.0,$109.00
B789,Access 2003 Guidebook for Office XP (5th Edition),,9781576761410.0," Addison Wesley; 5 edition (July 15, 2004)",776.0,$0.48
B790,Data Modeling for Everyone,Sharon Allen,9781590592137.0, Curlingstones (July 2003),501.0,
B791,Hadoop Security: Protecting Your Big Data Platform,Joey Echeverria,9781491900987.0," O'Reilly Media; 1 edition (July 16, 2015)",340.0,$39.70
B792,Mastering Python for Data Science,,9781784390150.0," Packt Publishing (August 31, 2015)",294.0,
B793,Bayesian Methods for Hackers: Probabilistic Programming and Bayesian Inference (Addison-Wesley Data & Analytics Series),,9780133902839.0," Addison-Wesley Professional; 1 edition (October 12, 2015)",256.0,$29.99
B794,IBM DB2 Version 10,George Baklarz,9780071802956.0," McGraw-Hill Education; 1 edition (May 29, 2012)",240.0,$20.00
B795,Cassandra Design Patterns,,9781783288809.0," Packt Publishing (January 24, 2014)",88.0,
B796,Database Administration: The Complete Guide to Practices and Procedures,,9780201741292.0," Addison-Wesley Professional; 1 edition (June 24, 2002)",736.0,$19.81
B797,Microsoft Office Access 2007 Brief (O'Leary),,9780073294544.0," McGraw-Hill/Irwin; 1 edition (June 29, 2007)",416.0,$3.79
B798,Scientific Data Analysis using Jython Scripting and Java (Advanced Information and Knowledge Processing),,9781447125815.0," Springer; 2010 edition (October 13, 2012)",440.0,
B799,QlikView 11 para Desarrolladores,,9781782174233.0," Packt Publishing (December 13, 2013)",566.0,
B800,IBM Data Warehousing: with IBM Business Intelligence Tools,Michael L. Gonzales,9780471133056.0," Wiley; 1 edition (January 31, 2003)",704.0,$4.73
B801,Fact Oriented Modeling with FCO-IM: Capturing Business Semantics in Data Models with Fully Communication Oriented Information Modeling,,9781634620864.0," Technics Publications; First edition (September 1, 2015)",306.0,
B802,"Algorithms in Bioinformatics: 11th International Workshop, WABI 2011, Saarbrücken, Germany, September 5-7, 2011, Proceedings (Lecture Notes in Computer Science)",,9783642230370.0," Springer; 2011 edition (October 20, 2011)",378.0,
B803,Data Analytics: Models and Algorithms for Intelligent Data Analysis,Thomas A. Runkler,9783834825889.0," Vieweg+Teubner Verlag; 2012 edition (September 28, 2012)",137.0,
B804,Instant SQL,Joe Celko,9781874416500.0, Wrox Press; Pap/Cdr edition (October 1995),389.0,
B805,"McGraw-Hill Microcomputing Labs, 1990: Annual Edition",,9780070478732.0," Mcgraw-Hill College (August 1, 1990)",450.0,
B806,Agile Data Warehousing Project Management: Business Intelligence Systems Using Scrum,Ralph Hughes,9780123964632.0," Morgan Kaufmann; 1 edition (October 12, 2012)",366.0,$43.06
B807,"GO! with Microsoft Office 2010 Volume 1, and myitlab with Pearson eText -- Access Card -- for GO! with Microsoft Office 2010 Package",,9780132570336.0," Prentice Hall; 1 edition (October 17, 2010)",829.0,$15.90
B808,IBM DB2 11 for Z/Os Performance Topics,,9780738439679.0," Vervante (July 25, 2014)",346.0,
B809,SQL 3: Implmenting the SQL Foundation Standard,,9780070220621.0," McGraw-Hill Companies (May 19, 1999)",414.0,
B810,Microsoft Office Access 2003: The Complete Reference (Osborne Complete Reference Series),,," McGraw-Hill Osborne Media; 2 edition (August 27, 2003)",1024.0,$13.42
B811,Oracle Data Integrator 12c Developer Jump Start Guide,,9781478743408.0," Outskirts Press (October 24, 2014)",210.0,
B812,"Oracle Primavera Contract Management, BI Version 14",Stephen D. Kelly,9781849686907.0," Packt Publishing; Business Intelligence Publisher ed edition (December 11, 2012)",208.0,
B813,"Mathematical Foundations of Computer Science 2007: 32nd International Symposium, MFCS 2007 Ceský Krumlov, Czech Republic, August 26-31, 2007, Proceedings (Lecture Notes in Computer Science)",,9783540744559.0," Springer; 2007 edition (September 14, 2007)",766.0,$179.00
B814,Temporal and Fuzzy Relational Databases: Application of Patient Data in Health-care Information Systems,,9783845415901.0," LAP LAMBERT Academic Publishing (August 1, 2011)",148.0,
B815,Learning to Love Data Science,,9781491936580.0," O'Reilly Media; 1 edition (October 25, 2015)",162.0,$15.23
B816,SQL Server System Administration (The Landmark Series),,9781562059552.0," Sams (December 9, 1998)",352.0,
B817,"Complete Oracle DBA Training Course, The",,9780130962768.0," Prentice Hall PTR (September 1, 1999)",450.0,
B818,Microsoft Office Professional 2013 for Touch Devices Plain & Simple,Katherine Murray,9780735672031.0," Microsoft Press; 1 edition (April 25, 2013)",416.0,$24.99
B819,Oracle Database 10g PL/SQL Programming,"Scott  Urman, Michael McLaughlin",9780072230666.0," McGraw-Hill Education; 1st edition (October 7, 2004)",896.0,
B820,"STACS 2002: 19th Annual Symposium on Theoretical Aspects of Computer Science, Antibes - Juan les Pins, France, March 14-16, 2002, Proceedings (Lecture Notes in Computer Science)",,9783540432838.0," Springer; 2002 edition (April 8, 2002)",660.0,
B821,DB2 Udb Server for  Os/390 and Z/OS Version 7 Presentation Guide,,9780738418254.0, Ibm (August 2003),582.0,
B822,Clickstream Data Warehousing,,9780471083771.0," Wiley; 1 edition (January 22, 2002)",480.0,
B823,SQL Fundamentals with CDROM,John J. Patrick,9780130960160.0," Prentice Hall (May 11, 1999)",544.0,$0.01
B824,Pete Cassidy's Cookbook for Oracle SQL*Plus,,," Chef Pierre (October 1, 1995)",243.0,
B825,Microsoft Access 2.0 for Windows (South-Western Computer Training Series),Rick Sullivan,9780538641326.0, South-Western Educational Publishing; Pap/Dis edition (January 1997),127.0,$5.50
B826,Beginner SQL Programming Using Microsoft SQL Server 2014,Kalman Toth,9781499393088.0," CreateSpace Independent Publishing Platform (May 8, 2014)",420.0,
B827,Expert One-on-One J2EE Design and Development,,9780764543852.0," Wrox; New edition edition (October 23, 2002)",768.0,$28.63
B828,QlikView 11 for Developers,"Barry Harmsen, Miguel Garcia",9781849686068.0," Packt Publishing (November 23, 2012)",534.0,
B829,The Evolution of Conceptual Modeling: From a Historical Perspective towards the Future of Conceptual Modeling (Lecture Notes in Computer Science),,9783642175046.0," Springer; 2011 edition (March 21, 2011)",360.0,
B830,Data Munging with Perl,David Cross,9781930110007.0," Manning Publications (January 15, 2001)",300.0,
B831,Business Data Networks and Security (10th Edition),,9780133544015.0," Prentice Hall; 10 edition (September 20, 2014)",480.0,$192.63
B832,Predictive Analytics and Data Mining: Concepts and Practice with RapidMiner,"Vijay Kotu, Bala Deshpande",9780128014608.0," Morgan Kaufmann; 1 edition (December 17, 2014)",446.0,$49.71
B833,Microsoft Access for Business Students: An Active-learning Approach (Promoting Active Learning),,9781858050966.0, Letts Educational (July 1994),160.0,
B834,Beginning PL/SQL: From Novice to Professional (Expert's Voice in Oracle),Donald Bales,9781590598825.0," Apress; 2007 edition (August 27, 2007)",476.0,$28.74
B835,"Microsoft ®  Office 2007 Business Intelligence: Reporting, Analysis, and Measurement from the Desktop",Doug Harts,9780071494243.0," McGraw-Hill Education; 1 edition (December 7, 2007)",444.0,$42.00
B836,Defense Industry Applications of Autonomous Agents and Multi-Agent Systems (Whitestein Series in Software Agent Technologies and Autonomic Computing),,9783764385705.0," Birkhäuser; 2008 edition (February 6, 2008)",166.0,$69.99
B837,Access 2000 Guidebook,Maggie Trigg,9781576760437.0," Scott Jones; 3rd edition (January 1, 1999)",600.0,
B838,SQL Server 2000 Design & T-SQL Programming,Michael Reilly,9780072123753.0," Osborne/McGraw-Hill; 1st edition (December 29, 2000)",612.0,
B839,PostGIS Cookbook,"Paolo Corti, Thomas J. Kraft, Stephen Vincent Mather",9781849518666.0," Packt Publishing (January 24, 2014)",484.0,
B840,Practical Web Analytics for User Experience: How Analytics Can Help You Understand Your Users,Michael Beasley,9780124046191.0," Morgan Kaufmann; 1 edition (August 27, 2013)",256.0,$32.86
B841,Office 2000 Made Easy,,9780078825859.0," Mcgraw-Hill Osborne Media (May 20, 1999)",644.0,
B842,"Advances in Visual Information Systems: 9th International Conference, VISUAL 2007 Shanghai, China, June 28-29, 2007 Revised Selected Papers (Lecture Notes in Computer Science)",,9783540764137.0," Springer; 2007 edition (January 28, 2008)",586.0,$139.00
B843,Access  /  problemas y soluciones: Como Conocer Y Controlar Las Bases De Datos / How to Fix the Most Annoying Things about Your Favorite Database ... / Problems and Solutions) (Spanish Edition),,9788441520486.0," Anaya Multimedia; Tra edition (June 30, 2006)",463.0,
B844,"Algorithm Theory - SWAT '92: Third Scandinavian Workshop on Algorithm Theory, Helsinki, Finland, July 8-10, 1992. Proceedings (Lecture Notes in Computer Science)",,9783540557067.0," Springer; 1992 edition (July 16, 1992)",436.0,$119.00
B845,IBM DB2 9.7 Advanced Application Developer Cookbook,,9781849683968.0," Packt Publishing (March 14, 2012)",442.0,
B846,Office XP For Dummies,Wallace Wang,9780764508301.0," For Dummies; 1 edition (May 29, 2001)",408.0,$21.99
B847,Oracle Database Ajax & PHP Web Application Development (Oracle Press),"Lee Barney, Michael McLaughlin",9780071502771.0," McGraw-Hill Education; 1 edition (March 13, 2008)",458.0,$52.00
B848,Hadoop Application Architectures,"Mark Grover, Jonathan Seidman",9781491900086.0," O'Reilly Media; 1 edition (July 20, 2015)",400.0,$41.86
B849,Fundamentals of Discrete Math for Computer Science: A Problem-Solving Primer (Undergraduate Topics in Computer Science),,9781447140689.0," Springer; 2013 edition (September 13, 2012)",416.0,
B850,Oracle Application Server Interview Questions: Unauthorized Oracle Fusion,,9781933804279.0," Equity Press (September 5, 2007)",160.0,
B851,The SQL Guide to SQLite,,9780557076765.0," lulu.com (September 7, 2009)",542.0,
B852,"Graph Transformation: 7th International Conference, ICGT 2014, Held as Part of STAF 2014, York, UK, July 22-24, 2014, Proceedings (Lecture Notes in Computer Science)",,9783319091075.0," Springer; 2014 edition (June 24, 2014)",285.0,
B853,SQL Server 6.5 Secrets (The Secrets Series),"David K. Rensin, Andrew M. Fedorchek",9781568846989.0, John Wiley & Sons Inc (Computers) (September 1996),850.0,
B854,Applied Numerical Analysis Using MATLAB (2nd Edition),,9780132397285.0," Pearson; 2nd edition (April 21, 2007)",688.0,$99.08
B855,JDBC Pocket Reference,Donald Bales,9780596004576.0," O'Reilly Media; 1 edition (January 1, 2003)",152.0,$9.55
B856,"The Guru's Guide to SQL Server Stored Procedures, XML, and HTML",Ken Henderson,9780201700466.0," Addison-Wesley Professional (January 6, 2002)",800.0,$44.47
B857,The Art and Science of Analyzing Software Data,Thomas Zimmermann,9780124115194.0," Morgan Kaufmann; 1 edition (September 15, 2015)",672.0,$66.83
B858,Internet Server Construction Kit for WindowsÂ,Greg Bean,9780471126966.0," Wiley (October 4, 1995)",432.0,$11.49
B859,"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition (New Perspectives Series)",,9781418839079.0," Course Technology; 1 edition (March 29, 2005)",216.0,$35.69
B860,Sams Teach Yourself SQL in 10 Minutes (3rd Edition),Ben Forta,9780672325670.0," Sams Publishing; 3 edition (April 10, 2004)",256.0,$11.74
B861,Microsoft Access 7 for Windows 95: Introductory,,9780760035429.0, Course Technology Ptr (Sd) (February 1996),304.0,
B862,"DB2 Certification Guide for Common Servers, with CD-ROM",,9780137274130.0, Prentice Hall; 2nd edition (January 1997),608.0,
B863,Zero Downtime Database Upgrade & Active Active Replication Using Oracle GoldenGate 11g Release 2,,9781477666180.0," CreateSpace Independent Publishing Platform (July 12, 2012)",268.0,
B864,Database Design,,9780672317583.0," Sams Publishing; 1 edition (November 30, 2000)",528.0,$21.69
B865,UML for Database Design,Eric J. Naiburg,9780201721638.0," Addison-Wesley Professional; 1 edition (August 3, 2001)",320.0,$44.99
B866,Microsoft Access 2010 In Depth,Roger Jennings,9780789743077.0," Que Publishing; 1 edition (January 7, 2011)",1200.0,$27.08
B867,C# 2012 Joes 2 Pros: Common Object Oriented Programming Tutorial in .Net Using the C# Language,,9781939666192.0," Joes 2 Pros International LLC (May 1, 2013)",382.0,
B868,INSIDE Pro/SURFACE: Moving from Solid Modeling to Surface Design,,9781566901345.0," OnWord Press; 1 edition (June 9, 1997)",400.0,$242.95
B869,"Programming Languages and Systems: 15th European Symposium on Programming, ESOP 2006, Held as Part of the Joint European (Lecture Notes in Computer Science)",Peter Sestoft,9783540330950.0," Springer; 2006 edition (April 28, 2006)",342.0,$109.00
B870,MapReduce Design Patterns,"Donald Miner, Adam Shook",9781491927922.0," O'Reilly Media; 2 edition (March 25, 2016)",275.0,$44.99
B871,Event-Driven Architecture: How SOA Enables the Real-Time Enterprise,"Hugh Taylor, Les Phillips",9780321322111.0," Addison-Wesley Professional; 1 edition (February 27, 2009)",272.0,$33.50
B872,Dynamics of dBase III,Aiala Reizer,9780870946547.0, Dow Jones-Irwin (February 1987),317.0,
B873,Microsoft Access 2003: Specialist & Expert (Benchmark Series),Nita Hewitt Rutkosky,9780763820459.0, Emc Pub (December 2003),1.0,$0.88
B874,Sams Teach Yourself Data Structures and Algorithms in 24 Hours,,9780672316333.0, Sams; Pap/Cdr edition (May 1999),523.0,
B875,Microsoft SQL Server 2012 Analysis Services: The BISM Tabular Model (Developer Reference),"Alberto Ferrari, Marco Russo, Chris Webb",9780735658189.0," Microsoft Press; 1 edition (July 25, 2012)",656.0,$41.54
B876,Up and Running With DB2 for Linux (Ibm Redbooks),,9780738427676.0, Ibm; 1 edition (March 2003),336.0,
B877,Improving Business Intelligence:  The Six Sigma Way,,9780979414619.0," Holt, Thompson & Associates (August 15, 2008)",380.0,
B878,"Algorithms and Computation: 21st International Symposium, ISAAC 2010, Jeju Island, Korea, December 15-17, 2010, Proceedings, Part I (Lecture Notes in ... Computer Science and General Issues)",,9783642175169.0," Springer; 2010 edition (January 19, 2011)",465.0,$109.00
B879,"XSLT Cookbook: Solutions and Examples for XML and XSLT Developers, 2nd Edition",Sal Mangano,9780596009748.0," O'Reilly Media; 2 edition (December 24, 2005)",778.0,
B880,The Art of XSD - SQL Server XML Schemas (Paperback) - Common,,, Simple Talk Publishing (2009),464.0,
