ID,title,authors,cover,pages,publisher,language,ISBN-10,ISBN13,price
B659,Oracle Developer 2000 Handbook,"Robert J. Muller,",paperback,608," Oracle Pr; 2nd edition (September 16, 1997)", English,78823269,9780078823268,
B660,"Feature Extraction & Image Processing, Second Edition",,paperback,424," Academic Press; 2 edition (January 22, 2008)", English,123725380,9780123725387,$29.01
B661,Programming Microsoft Access 2000 (Microsoft Programming Series),"Rick Dobson,",paperback,587," Microsoft Press (May 7, 1999)", English,735605009,9780735605008,
B662,Interactive Computing Series: Microsoft Access 97,,paperback,120," Richard D Irwin (February 2, 1998)", English,70384355,9780070384354,
B663,Trust for Intelligent Recommendation (SpringerBriefs in Electrical and Computer Engineering),"Touhid Bhuiyan,",paperback,119," Springer; 2013 edition (March 30, 2013)", English,1461468949,9781461468943,$39.95
B664,DB2 9 Exams 730 and 543 Practice Questions,"Robert Wingate,",paperback,310," CreateSpace Independent Publishing Platform (October 21, 2012)", English,1480030023,9781480030022,
B665,The dBase Book: Developing Windows Applications with dBase Plus,"Ken Mayer,",paperback,828," AuthorHouse (August 30, 2005)", English,1420874489,9781420874488,
B666,SQL For Dummies (For Dummies (Computers)),,paperback,432," For Dummies; 6 edition (August 14, 2006)", English, 047004652X,9780470046524,$3.79
B667,Oracle Performance Tuning (Nutshell Handbooks),"Mark Gurry,Peter Corrigan,",paperback,966," O'Reilly Media; Second Edition edition (November 11, 1996)", English,1565922379,9781565922372,$55.16
B668,"Oracle Database Upgrade, Migration & Transformation Tips & Techniques",,paperback,464," McGraw-Hill Education; 1 edition (June 5, 2015)", English,71846050,9780071846059,$41.67
B669,Microsoft SQL Server 6.5 Unleashed,"Ray Rankins,",paperback,1216," Sams Publishing; 2nd edition (October 1, 1996)", English,672309564,9780672309564,
B670,The Bento Book: Beauty and Simplicity in Digital Organization,"Jesse Feiler,",paperback,264," Que Publishing; 1 edition (October 18, 2008)", English,789738120,9780789738127,$29.99
B671,Cryptanalytic Attacks on RSA,"Song Y. Yan,",paperback,255," Springer; Softcover reprint of hardcover 1st ed. 2008 edition (November 4, 2010)", English,1441943102,9781441943101,$119.00
B672,Informix-Online Dynamic Server Handbook (Informix Press),"Carlton Doe,",paperback,459, Prentice Hall Ptr; Bk&CD-Rom edition (July 1997), English,136052967,9780136052968,
B673,DB2 Integrated Cluster Environment Deployment Guide,,paperback,436," Ibm (December 6, 2004)", English,738490822,9780738490823,
B674,"Fun with Algorithms: 7th International Conference, FUN 2014, Lipari Island, Sicily, Italy, July 1-3, 2014, Proceedings (Lecture Notes in Computer Science)",,paperback,378," Springer; 2014 edition (May 16, 2014)", English,3319078895,9783319078892,
B675,Mysql to DB2 Udb Conversion Guide,,paperback,394," Ibm (May 19, 2004)", English,738498254,9780738498256,
B676,Web Development with Oracle Portal,"Mohamed El-Mallah,",paperback,624," Prentice Hall PTR (October 12, 2001)", English,130600377,9780130600370,
B677,"SAS SQL Procedure User's Guide, Version 8",,paperback,576," SAS Institute (March 14, 2000)", English, 158025599X,9781580255998,
B678,"Four Software Tools: DOS for IBM PC and MS Dos, Word Processing Using Wordstar, Spreadsheets Using Vp-Planner, Data Base Management Using dBASE III","Tim Duffy,",paperback,350, Wadsworth Pub Co; Alternate edition edition (January 1987), English,534079628,9780534079628,
B679,Mastering Snowboarding,"Hannah Teter,Tawnya Schultz,",paperback,216," Human Kinetics; 1 edition (November 29, 2012)", English,1450410642,9781584889960,
B680,dBASE IV 1.1 Programmer's Instant Reference,"Alan Simpson,",paperback,555, Sybex Inc; 2 Sub edition (January 1991), English,895887649,9780895887641,
B681,Visual Cafe' for Java Explorer: Database Development Edition: Maximize Your Object-Oriented Programming Skills to Create Database Applets and Applications Using Java,"William B. Brogden,Ed Tittel,",paperback,550," Coriolis Group (January 28, 1998)", English, 157610219X,9781576102190,
B682,Incomplete Data and Data Dependencies in Relational Databases (Synthesis Lectures on Data Man),"Sergio Greco,Cristian Molinaro,",paperback,123," Morgan & Claypool (June 21, 2012)", English,1608459268,9781608459261,
B683,Oracle E-Business Suite 12 Financials Cookbook,"Yemi Onigbode,",paperback,384," Packt Publishing (August 17, 2011)", English,1849683107,9781849683104,
B684,Introducing Microsoft  SQL Server(TM) 2005 for Developers (Pro-Developer),"Peter DeBetta,",paperback,268," Microsoft Press (November 3, 2004)", English, 073561962X,9788120327405,
B685,Salvaging Damaged dBASE Files: Step-By-Step Procedures for Recovering and Restoring Damaged Files (Lance a. Leventhal Microtrend Series),"Paul W. Heiser,",paperback,305, Microtrend; 2 Sub edition (September 1990), English,915391333,9780915391332,
B686,Microsoft SQL Server 2005 Reporting Services,"Brian Larson,",paperback,767," McGraw-Hill Education; 2 edition (January 2, 2006)", English,72262397,9780072262391,$52.00
B687,Microsoft Access Instant Reference (Sybex Instant Reference Series),,paperback,250, Sybex Inc (December 1992), English,782112137,9780782112139,
B688,MySQL / PHP Database Applications,"Brad Bulger,Jay Greenspan,",paperback,816," Wiley; 2 edition (October 31, 2003)", English,764549634,9780764549632,$18.79
B689,Pro SQL Server 2005 Reporting Services,"Rodney Landrum,",paperback,400," Apress; 1st Corrected ed. 2006. Corr. 2nd printing 2005 edition (February 8, 2006)", English,1590594983,9781590594988,
B690,"Using Microsoft Access XP: A How-To-Do-It Manual for Librarians (How-To-Do-It Manuals for Libraries, No. 120) (How to Do It Manuals for Librarians)","E. Sonny Butler,",paperback,289," Neal Schuman Pub; Rev Sub edition (September 24, 2002)", English,1555704425,9781555704421,
B691,Sams Teach Yourself DB2 Universal Database in 21 Days (2nd Edition),,paperback,624," Sams; 2 edition (August 30, 2003)", English,672325829,9780672325823,$0.77
B692,Teradata SQL: Unleash the Power,"Tom Coffing,",paperback,441," Coffing Data Warehousing (October 15, 2001)", English,970498098,9780970498090,
B693,Data Manipulation with R,"Jaynal Abedin,",paperback,102," Packt Publishing (January 15, 2014)", English, 178328109X,9781783281091,
B694,"Securing SQL Server, Second Edition: Protecting Your Database from Attackers","Denny Cherry,",paperback,408," Syngress; 2 edition (August 16, 2012)", English,1597499471,9781597499477,$49.95
B695,Sybase DBA Companion with CDROM,"Brian Hitchcock,",paperback,696, Prentice Hall (May 1997), English,136523897,9780136523895,
B696,Sams Teach Yourself SQL in 24 Hours (5th Edition),,paperback,504," Sams Publishing; 5 edition (May 23, 2011)", English,672335417,9780672335419,$25.55
B697,Beginning Visual Basic SQL Server 7.0,"Thearon Willis,",paperback,800, Wrox Press (January 2000), English,1861003064,9781861003065,
B698,Database in Depth: Relational Theory for Practitioners,"C.J. Date,",paperback,232," O'Reilly Media; 1 edition (May 15, 2005)", English,596100124,9780596100124,$30.09
B699,Special Edition Using FileMaker 8,"Scott Love,Steve Lane,",paperback,912," Que (May 22, 2006)", English,789735121,9780789735126,$6.98
B700,The Official Introduction to DB2(R) for z/OS(R): Covers DB2(R) Universal Database for z/OS(R) Version 8 (2nd Edition),"Susan Graziano Sloan,",paperback,528," IBM Press; 2 edition (June 5, 2004)", English,131477501,9780131477506,$2.02
B701,Creating Microsoft Access 2000 Solutions:  A Power Users' Guide,"Gordon Padwick,Rick Winter,",paperback,600," Sams (May 24, 2000)", English,672318946,9780672318948,
B702,Microsoft SQL Server 2012 Management and Administration (2nd Edition),"Ross Mistry,",paperback,912," Sams Publishing; 2 edition (September 28, 2012)", English,672336006,9780672336003,$30.15
B703,Getting Started with SQL Server 2014 Administration,,paperback,106," Packt Publishing - ebooks Account (April 25, 2014)", English,1782172416,9781782172413,
B704,Applied Microsoft Business Intelligence,"Patrick LeBlanc,Jessica M. Moss,",paperback,432," Wiley; 1 edition (May 26, 2015)", English,1118961773,9781118961773,$39.43
B705,"Microsoft Office Access 2010: A Case Approach, Introductory (The O'Leary Series)",,paperback,432," McGraw-Hill Education; 1 edition (October 28, 2010)", English, 007733132X,9780077331320,$68.07
B706,Beginning Oracle Programming (Expert's Voice),"Sean Dillon,",paperback,1128," Apress; New Ed edition (September 24, 2003)", English,1590592867,9781590592861,
B707,"Hands-On Microsoft SQL Server 2008 Integration Services, Second Edition","Ashwani Nanda,",paperback,720," McGraw-Hill Education; 2 edition (September 23, 2010)", English,71736409,9780071736404,$42.76
B708,Structured Query Language (SQL): a Practical Introduction,"Akeel I. Din,",paperback,224, Blackwell Pub (May 1994), English,1855543575,9781855543577,
B709,Microsoft Access 97 Developers Handbook: With CDROM (Solution Developer Series),,paperback,768," Microsoft Press (January 1, 1997)", English,1572313587,9781572313583,
B710,Practical PostgreSQL,"John C. Worsley,",paperback,640," O'Reilly Media (January 17, 2002)", English,1565928466,9781565928466,
B711,Building Oracle XML Applications,"Steve Muench,",paperback,812," O'Reilly Media (October 12, 2000)", English,1565926919,9781565926912,$9.99
B712,Managing Data with Excel,"Conrad Carlberg,",paperback,384," Que Publishing; 1 edition (May 20, 2004)", English,789731002,9780789731005,$33.31
B713,dBASE IV 2.0 Programmer's Reference,,paperback,548," iUniverse; 2 edition (January 24, 2000)", English,1583483969,9781583483961,$23.95
B714,"Algorithmic Aspects in Information and Management: 6th International Conference, AAIM 2010, Weihai, China, July 19-21, 2010. Proceedings (Lecture ... Applications, incl. Internet/Web, and HCI)",,paperback,336," Springer; 2010 edition (July 5, 2010)", English,3642143547,9783642143540,$109.00
B715,Oracle8i for Linux Starter Kit (Book/CD-ROM Package),,paperback,478," Oracle Press (August 22, 2000)", English,72124423,9780072124422,
B716,HBase Essentials,"Nishant Garg,",paperback,164," Packt Publishing - ebooks Account (December 18, 2014)", English,1783987243,9781783987245,
B717,"IBM(R)AS400(R) RPG Interview Questions, Answers, and Explanations: Unofficial RPG IBM AS/400 Certification Review (Paperback) - Common",,paperback,200, Equity Press (2008),,,,
B718,"Data Modeling Made Simple: A Practical Guide for Business and IT Professionals, 2nd Edition","Steve Hoberman,",paperback,360," Technics Publications; Second edition (September 15, 2009)", English,977140067,9780977140060,
B719,Expert PHP and MySQL: Application Design and Development (Expert's Voice in Web Development),,paperback,340," Apress; 1 edition (August 20, 2013)", English,1430260076,9781430260073,$59.99
B720,MySQL 5.0 Certification Study Guide,,paperback,643," MySQL Press; 1 edition (September 3, 2005)", English,672328127,9780672328121,$41.05
B721,Data Warehousing: Architecture and Implementation,,paperback,360," Prentice Hall (January 9, 1999)", English,130809020,9780130809025,$0.39
B722,Access 2003 Bible,"Cary N. Prague,Michael R. Irwin,",paperback,1464," Wiley; PAP/CDR edition (October 17, 2003)", English,764539868,9780764539862,$24.15
B723,Expert Oracle Application Express Plugins: Building Reusable Components (Expert's Voice in Oracle),,paperback,224," Apress; 1 edition (November 29, 2011)", English,1430235039,9781430235033,$46.11
B724,Absolute Beginner's Guide to Microsoft Office Access 2003,,paperback,360," Que Publishing; 1 edition (September 22, 2003)", English,789729407,9780789729408,$24.99
B725,"Computational Processing of the Portuguese Language: 9th International Conference, PROPOR 2010, Porto Alegre, RS, Brazil, April 27-30, 2010. ... / Lecture Notes in Artificial Intelligence)","Aldebaro Klautau,",paperback,167," Springer; 2010 edition (April 1, 2010)", English,3642123198,9783642123191,$99.00
B726,Microsoft Access 2010 VBA Macro Programming,"Richard Shepherd,",paperback,400," McGraw-Hill Education; 1 edition (November 15, 2010)", English,71738576,9780071738576,$22.97
B727,A Game Plan for Success in Data Analytics (The Data Ninja's Guide) (Volume 1),"Fru Nde,",paperback,256," CreateSpace Independent Publishing Platform (July 9, 2015)", English, 151475097X,9781514750971,
B728,Java Programming with Oracle SQLJ,"Jason Price,",paperback,398," O'Reilly Media; 1 edition (August 15, 2001)", English,596000871,9780596000875,$0.77
B729,Microsoft Access 2013: Initiation à Microsoft Access 2013 (French Edition),,paperback,60," CreateSpace Independent Publishing Platform; Gereduc edition (January 22, 2015)", French, 151214391X,9781512143911,
B730,Dynamic Models in Biology,"Stephen P. Ellner,",paperback,352," Princeton University Press; 1 edition (April 16, 2006)", English,691125899,9780691125893,$75.00
B731,Meaningful Graphs: Converting Data into Informative Excel Charts,"James M. Smith,",paperback,228," James M. Smith; 1 edition (June 1, 2014)", English,986054909,9780986054907,$29.95
B732,Oracle 11g: PL/SQL Programming,"Joan Casteel,",paperback,496," Cengage Learning; 2 edition (September 12, 2012)", English,1133947360,9781133947363,$134.39
B733,"Modeling, Simulation, and Operations Analysis in Afghanistan and Iraq: Operational Vignettes, Lessons Learned, and a Survey of Selected Efforts",,paperback,188," RAND Corporation (February 18, 2014)", English,833082116,9780833082114,
B734,"New Developments in Classification and Data Analysis: Proceedings of the Meeting of the Classification and Data Analysis Group (CLADAG) of the Italian ... Data Analysis, and Knowledge Organization)",,paperback,370," Springer; 2005 edition (April 6, 2005)", English,3540238093,9783540238096,
B735,Sams Teach Yourself Microsoft Access 2002 Programming in 24 Hours,"Paul Kimmel,",paperback,576," Sams Publishing; 1 edition (August 24, 2001)", English,672320983,9780672320989,$29.99
B736,OCP: Oracle 10g Administration II Study Guide: Exam 1Z0-043,"Doug Stuns,Bob Bryla,",paperback,752," Sybex; 1 edition (February 22, 2005)", English,782143687,9780782143683,
B737,Creating SQL Server 2005 Applications with Visual Studio,,paperback,600," Prentice Hall; 1 edition (September 10, 2006)", English,131463551,9780131463554,
B738,Computing Fundamentals: dBASE IV (Addison-Wesley Computing Fundamentals Series),"William S. Davis,",paperback,186, Addison-Wesley (January 1990), English,201198290,9780201198294,$0.01
B739,Secrets of the NLP Masters: 50 Techniques to be Exceptional (Teach Yourself),"Judy Bartkowiak,",paperback,272," Teach Yourself; 1 edition (June 27, 2014)", English, 147360012X,9781473600126,
B740,Professional Microsoft PowerPivot for Excel and SharePoint,"Sivakumar Harinath,Ron Pihlgren,Denny Guang-Yeu Lee,",paperback,384," Wrox; 1 edition (June 15, 2010)", English,470587377,9780470587379,$22.27
B741,Downsized but Not Out: How to Get Your Next Computer Job,"Alan R. Simon,",paperback,220," McGraw-Hill; 1st edition (October 1, 1994)", English,70576157,9780070576155,
B742,Applied Oracle Security: Developing Secure Database and Middleware Environments,,paperback,640," McGraw-Hill Education; 1 edition (October 19, 2009)", English,71613706,9780071613705,$29.99
B743,Ingres and Relational Databases: An Introduction to the Theory and Practice,"David M. Rothwell,",paperback,208, Computing Mcgraw-Hill (March 1992), English,77074823,9780077074821,
B744,Microsoft SQL Server 7 Data Warehousing Technical Support Training Kit,,paperback,800," Microsoft Press (January 1, 1999)", English,735606706,9780735606708,$2.21
B745,SAMS Teach Yourself Microsoft Office Access 2003 in 24 Hours,"Alison Balter,",paperback,624," Sams Publishing; 1st edition (September 21, 2003)", English,672325454,9780672325458,$39.99
B746,"Oracle WebLogic Server 12c: Distinctive Recipes: Architecture, Development and Administration","Frank Munz,",paperback,552," munz & more publishing; two edition (April 30, 2014)", English,980798027,9780980798029,
B747,"Research in Computational Molecular Biology: 19th Annual International Conference, RECOMB 2015, Warsaw, Poland, April 12-15, 2015, Proceedings (Lecture Notes in Computer Science)",,paperback,368," Springer; 2015 edition (March 5, 2015)", English,3319167057,9783319167053,
B748,Access 2000 en 4 días,"Carles Drudis,Marta Molla,",paperback,226, Gestion 2000 (2000), Spanish,8480885092,9788480885096,
B749,HornetQ Messaging Developer's Guide,"Piero Giacomelli,",paperback,250," Packt Publishing (October 25, 2012)", English,1849518408,9781849518406,
B750,Access for Windows 95 for Busy People,,paperback,1996," Mcgraw-Hill Osborne Media (January 1, 1996)", English,78821126,9780078821127,
B751,Mastering Oracle: Featuring Oracle's SQL Standard,"Daniel J. Cronin,",paperback,400, Sams Publishing; 1st edition (January 1989), English,672484196,9780672484193,
B752,Visual Foxpro Data Dictionary: Special Report,"Doug Hennig,",paperback,205, Pinnacle Pub; Pap/Dskt edition (January 1996), English,1880935414,9781880935415,
B753,SELECT: Microsoft Access 97 Plus (2nd Edition),,paperback,384, Prentice Hall College Div; 2nd edition (February 1999), English,201438658,9780201438659,
B754,DB2 Answers! Certified Tech Support,"Sheryl Larsen,",paperback,444," McGraw-Hill/Osborne Media (May 1, 1999)", English,72119144,9780072119145,
B755,Informix Guide to SQL: Reference and Syntax (2nd Edition),,paperback,1776," Prentice Hall PTR; 2 Sub edition (November 12, 1999)", English,130161667,9780130161666,
B756,DB2 Universal Database for Iseries Administration: The Graphical Way on V5r3,,paperback,258," Ibm (September 16, 2004)", English,738491373,9780738491370,
B757,jBPM 6 Developer Guide,"Mariano Nicolas De Maio,Mauricio Salatino,Esteban Aliverti,",paperback,300," Packt Publishing - ebooks Account (September 24, 2014)", English, 178328661X,9781783286614,
B758,Puppet 3 Beginner's Guide,,paperback,204," Packt Publishing (April 17, 2013)", English,1782161244,9781782161240,
B759,Microsoft® SQL Server 2005: Applied Techniques Step by Step (Step by Step Developer),,paperback,368," Microsoft Press (June 21, 2006)", English,735623163,9780735623163,$18.79
B760,Microsoft Access untuk Pemula (Indonesian Edition),"Tim Ems,",paperback,168," Elex Media Komputindo (May 26, 2014)", Indonesian,6020241262,9786020241265,
B761,dBase IV Quick Reference (Que quick reference series),,paperback,160, Que (March 1989), English,880223715,9780880223713,
B762,<I>Qua parlón fa noantri!</I> Spracherhalt und ethnische Identität in Chipilo - einer Sprachinsel des Veneto in Mexiko (German Edition),"Christiane Wössner,",paperback,397," Peter Lang International Academic Publishers (January 21, 2003)", German,3631399103,9783631399101,
B763,Outlier Detection for Temporal Data (Synthesis Lectures on Data Mining and Knowledge Discovery),"Jing Gao,",paperback,130," Morgan & Claypool Publishers (April 1, 2014)", English,1627053751,9781627053754,
B764,Aprende Programación Web con PHP y MySQL (Spanish Edition),,paperback,306," CreateSpace Independent Publishing Platform (September 5, 2015)", Spanish,1517213274,9781517213275,
B765,Microsoft Access 97: Beginner's Course for Users (PC Crash Course),,paperback,260, PC Productions Ltd (November 1998), English,1873005415,9781873005415,
B766,Complexity of Lattice Problems: A Cryptographic Perspective (The Springer International Series in Engineering and Computer Science),"Daniele Micciancio,",paperback,220," Springer; Softcover reprint of the original 1st ed. 2002 edition (October 29, 2012)", English,1461352932,9781461352938,$119.00
B767,Pro SQL Server 2008 Reporting Services (Books for Professionals by Professionals),"Rodney Landrum,Shawn McGehee,",paperback,424," Apress; 2008 edition (August 21, 2008)", English,1590599926,9781590599921,$39.99
B768,"Microsoft Office Access 2003, Illustrated Introductory, CourseCard Edition (Illustrated (Thompson Learning))",,paperback,240," Course Technology; 1 edition (March 30, 2005)", English,1418842982,9781418842987,$23.94
B769,Oracle8 DBA: Network Administration Exam Cram (Exam: 1Z0-016),"Barbara Ann Pascavage,",paperback,368," Coriolis Group Books (December 10, 1999)", English,1576105784,9781576105788,
B770,Big Data Application Architecture Q&A: A Problem - Solution Approach (Expert's Voice in Big Data),"Nitin Sawant,Himanshu Shah,",paperback,172," Apress; 1 edition (December 17, 2013)", English,1430262923,9781430262923,$49.99
B771,"Introduction to MathCAD 13, 2nd Edition","Ronald W. Larsen,",paperback,432," Prentice Hall; 2 edition (September 9, 2006)", English,131890735,9780131890732,$9.99
B772,A Practical Guide to Relational Database Design: Making the Design Process Work for Your Application,,paperback,182," Domanski-Irvine Books (August 1, 1995)", English,952604302,9780952604303,
B773,What's New in SQL Server 2012,"Jon Reade,",paperback,238," Packt Publishing (October 18, 2012)", English, 184968734X,9781849687348,
B774,Oracle JDeveloper 3 Handbook (Osborne ORACLE Press Series),"Paul Dorsey,Peter Koletzke,",paperback,600," Osborne/McGraw-Hill; 2nd annotated edition edition (March 27, 2001)", English,72127163,9780072127164,
B775,"Microsoft Visual Basic 2005: RELOADED, Advanced",,paperback,672," Course Technology; 1 edition (December 22, 2006)", English,1418836435,9781418836436,$169.95
B776,"Understanding the FFT, Second Edition, Revised","Anders E. Zonst,",paperback,180," Citrus Pr; 2 Revised edition (April 30, 2000)", English,964568152,9780964568150,
B777,Integrating Excel and Access,"Michael Schmalz,",paperback,236," O'Reilly Media; 1 edition (November 11, 2005)", English,596009739,9780596009731,
B778,Access 2013 Absolute Beginner's Guide,"Alison Balter,",paperback,416," Que Publishing; 1 edition (April 26, 2013)", English,789748711,9780789748713,$24.99
B779,Oracle Application Express: Build Powerful Data-Centric Web Apps with APEX 5 (Oracle Press),,paperback,464," McGraw-Hill Education; 1 edition (August 5, 2016)", English,71843043,9780071843041,$60.00
B780,Building Intelligent Databases with Oracle PL/SQL (Bk/CD) (2nd Edition),"Kevin T. Owens,",paperback,544, Prentice Hall; 2nd edition (December 1997), English,137943148,9780137943142,
B781,"Foundations of Data Organization and Algorithms: 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993. Proceedings (Lecture Notes in Computer Science)",,paperback,419," Springer; 1993 edition (September 29, 1993)", English,3540573011,9783540573012,$119.00
B782,"Siebel CRM 100 Success Secrets - 100 Most Asked Questions on Siebel Customer Relationship Management Applications Covering Oracle Enterprise CRM, On Demand Software and Business Intelligence","Lawson Baird,",paperback,182," Emereo Publishing (July 16, 2008)", English,1921523204,9781921523205,$29.95
B783,Analysis and Comparison of Relational Database Systems,"Patrick Valduriez,",paperback,280, Addison-Wesley Pub (Sd) (January 1989), English,201199408,9780201199406,
B784,FileMaker Pro 9 Bible,"Ray Cologon,Dennis R. Cohen,",paperback,768," Wiley; 1 edition (March 14, 2008)", English,470177438,,$4.33
B785,Oracle Performance Tuning,"Edward Whalen,",paperback,432," Addison-Wesley Professional; 1 edition (April 26, 2002)", English,672321467,,
B786,Apache Mahout Cookbook,"Piero Giacomelli,",paperback,250," Packt Publishing (December 26, 2013)", English,1849518025,9781849518024,
B787,"On the Move to Meaningful Internet Systems 2005: CoopIS, DOA, and ODBASE: OTM Confederated International Conferences, CoopIS, DOA, and ODBASE 2005, ... Part I (Lecture Notes in Computer Science)",,paperback,917," Springer; 2005 edition (December 20, 2005)", English,3540297367,9783540297369,$189.00
B788,Authentication in Insecure Environments: Using Visual Cryptography and Non-Transferable Credentials in Practise,"Sebastian Pape,",paperback,362," Springer Vieweg; 2014 edition (September 3, 2014)", English, 365807115X,9783658071158,$109.00
B789,Access 2003 Guidebook for Office XP (5th Edition),,paperback,776," Addison Wesley; 5 edition (July 15, 2004)", English, 157676141X,9781576761410,$0.48
B790,Data Modeling for Everyone,"Sharon Allen,",paperback,501, Curlingstones (July 2003), English,1590592131,9781590592137,
B791,Hadoop Security: Protecting Your Big Data Platform,"Joey Echeverria,",paperback,340," O'Reilly Media; 1 edition (July 16, 2015)", English,1491900989,9781491900987,$39.70
B792,Mastering Python for Data Science,,paperback,294," Packt Publishing (August 31, 2015)", English,1784390151,9781784390150,
B793,Bayesian Methods for Hackers: Probabilistic Programming and Bayesian Inference (Addison-Wesley Data & Analytics Series),,paperback,256," Addison-Wesley Professional; 1 edition (October 12, 2015)", English,133902838,9780133902839,$29.99
B794,IBM DB2 Version 10,"George Baklarz,",paperback,240," McGraw-Hill Education; 1 edition (May 29, 2012)", English,71802959,9780071802956,$20.00
B795,Cassandra Design Patterns,,paperback,88," Packt Publishing (January 24, 2014)", English,1783288809,9781783288809,
B796,Database Administration: The Complete Guide to Practices and Procedures,,paperback,736," Addison-Wesley Professional; 1 edition (June 24, 2002)", English,201741296,9780201741292,$19.81
B797,Microsoft Office Access 2007 Brief (O'Leary),,paperback,416," McGraw-Hill/Irwin; 1 edition (June 29, 2007)", English,73294543,9780073294544,$3.79
B798,Scientific Data Analysis using Jython Scripting and Java (Advanced Information and Knowledge Processing),,paperback,440," Springer; 2010 edition (October 13, 2012)", English,1447125819,9781447125815,
B799,QlikView 11 para Desarrolladores,,paperback,566," Packt Publishing (December 13, 2013)", English,1782174230,9781782174233,
B800,IBM Data Warehousing: with IBM Business Intelligence Tools,"Michael L. Gonzales,",paperback,704," Wiley; 1 edition (January 31, 2003)", English,471133051,9780471133056,$4.73
B801,Fact Oriented Modeling with FCO-IM: Capturing Business Semantics in Data Models with Fully Communication Oriented Information Modeling,,paperback,306," Technics Publications; First edition (September 1, 2015)", English,1634620860,9781634620864,
B802,"Algorithms in Bioinformatics: 11th International Workshop, WABI 2011, Saarbrücken, Germany, September 5-7, 2011, Proceedings (Lecture Notes in Computer Science)",,paperback,378," Springer; 2011 edition (October 20, 2011)", English,3642230377,9783642230370,
B803,Data Analytics: Models and Algorithms for Intelligent Data Analysis,"Thomas A. Runkler,",paperback,137," Vieweg+Teubner Verlag; 2012 edition (September 28, 2012)", English,3834825883,9783834825889,
B804,Instant SQL,"Joe Celko,",paperback,389, Wrox Press; Pap/Cdr edition (October 1995), English,1874416508,9781874416500,
B805,"McGraw-Hill Microcomputing Labs, 1990: Annual Edition",,paperback,450," Mcgraw-Hill College (August 1, 1990)", English,70478732,9780070478732,
B806,Agile Data Warehousing Project Management: Business Intelligence Systems Using Scrum,"Ralph Hughes,",paperback,366," Morgan Kaufmann; 1 edition (October 12, 2012)", English,123964636,9780123964632,$43.06
B807,"GO! with Microsoft Office 2010 Volume 1, and myitlab with Pearson eText -- Access Card -- for GO! with Microsoft Office 2010 Package",,paperback,829," Prentice Hall; 1 edition (October 17, 2010)", English,132570335,9780132570336,$15.90
B808,IBM DB2 11 for Z/Os Performance Topics,,paperback,346," Vervante (July 25, 2014)", English,738439673,9780738439679,
B809,SQL 3: Implmenting the SQL Foundation Standard,,paperback,414," McGraw-Hill Companies (May 19, 1999)", English, 007022062X,9780070220621,
B810,Microsoft Office Access 2003: The Complete Reference (Osborne Complete Reference Series),,paperback,1024," McGraw-Hill Osborne Media; 2 edition (August 27, 2003)", English,72229179,,$13.42
B811,Oracle Data Integrator 12c Developer Jump Start Guide,,paperback,210," Outskirts Press (October 24, 2014)", English,1478743409,9781478743408,
B812,"Oracle Primavera Contract Management, BI Version 14","Stephen D. Kelly,",paperback,208," Packt Publishing; Business Intelligence Publisher ed edition (December 11, 2012)", English,1849686904,9781849686907,
B813,"Mathematical Foundations of Computer Science 2007: 32nd International Symposium, MFCS 2007 Ceský Krumlov, Czech Republic, August 26-31, 2007, Proceedings (Lecture Notes in Computer Science)",,paperback,766," Springer; 2007 edition (September 14, 2007)", English, 354074455X,9783540744559,$179.00
B814,Temporal and Fuzzy Relational Databases: Application of Patient Data in Health-care Information Systems,,paperback,148," LAP LAMBERT Academic Publishing (August 1, 2011)", English,3845415908,9783845415901,
B815,Learning to Love Data Science,,paperback,162," O'Reilly Media; 1 edition (October 25, 2015)", English,1491936584,9781491936580,$15.23
B816,SQL Server System Administration (The Landmark Series),,paperback,352," Sams (December 9, 1998)", English,1562059556,9781562059552,
B817,"Complete Oracle DBA Training Course, The",,paperback,450," Prentice Hall PTR (September 1, 1999)", English,130962767,9780130962768,
B818,Microsoft Office Professional 2013 for Touch Devices Plain & Simple,"Katherine Murray,",paperback,416," Microsoft Press; 1 edition (April 25, 2013)", English,735672032,9780735672031,$24.99
B819,Oracle Database 10g PL/SQL Programming,"Scott  Urman,Michael McLaughlin,",paperback,896," McGraw-Hill Education; 1st edition (October 7, 2004)", English,72230665,9780072230666,
B820,"STACS 2002: 19th Annual Symposium on Theoretical Aspects of Computer Science, Antibes - Juan les Pins, France, March 14-16, 2002, Proceedings (Lecture Notes in Computer Science)",,paperback,660," Springer; 2002 edition (April 8, 2002)", English,3540432833,9783540432838,
B821,DB2 Udb Server for  Os/390 and Z/OS Version 7 Presentation Guide,,paperback,582, Ibm (August 2003), English,738418250,9780738418254,
B822,Clickstream Data Warehousing,,paperback,480," Wiley; 1 edition (January 22, 2002)", English,471083771,9780471083771,
B823,SQL Fundamentals with CDROM,"John J. Patrick,",paperback,544," Prentice Hall (May 11, 1999)", English,130960160,9780130960160,$0.01
B824,Pete Cassidy's Cookbook for Oracle SQL*Plus,,paperback,243," Chef Pierre (October 1, 1995)",965669602, 978-0965669603,,
B825,Microsoft Access 2.0 for Windows (South-Western Computer Training Series),"Rick Sullivan,",paperback,127, South-Western Educational Publishing; Pap/Dis edition (January 1997), English,538641320,9780538641326,$5.50
