ID_A,ID_B,Title_A,Title_B,ISBN13_A,ISBN13_B
BN1241,HC2217,I Know What You Did Last Summer,Invisible,9780316098991,9780689869037
BN2420,HC2346,Priestess of Avalon (Avalon Series #4),Dracula(Puffin Classics (Paperback)),9780451458629,9780141325668
BN1874,HC2620,I'll Be There,The Quillan Games(Pendragon (Quality)),9780316122764,9780689869136
BN1001,HC2716,Maximum Security: Mission 3 (Cherub Series),Leonardo's Shadow,9781442413627,9781416905448
BN2822,HC0161,The Moon by Night (Austin Family Series #2),Gone(Gone (Paper)),9780312379322,9780061448782
BN2417,HC0388,"Tan Lines: Sand, Surf, and Secrets; Rays, Romance, and Rivalry; Beaches, Boys, and Betrayal",Bridge to Terabithia,9781416961345,9780061227288
BN1142,HC2256,Star Wars The Hand of Thrawn #2: Vision of the Future,First Semester(Kimani TRU),9780553578799,9780373830824
BN2503,HC0478,"Grammar, Grades 7 - 8",Bamboo People,9781483815589,9781580893299
BN0207,HC2822,Illusion (Chronicles of Nick Series #5),Lirael(Abhorsen Trilogy (Paperback)),9781250002877,9780060005429
BN2210,HC0290,The Body Image Workbook for Teens: Activities to Help Girls Develop a Healthy Body Image in an Image-Obsessed World,The Great Cow Race(Bone (Graphix Paperback)),9781626250185,9780439706391
BN0526,HC1618,Half Bad (Half Bad Trilogy Series #1),"Dicey's Song(Tillerman Cycle, the Tillerman Cycle)",9780147511461,9780689863622
BN2772,HC2431,The Pioneers (Barnes & Noble Library of Essential Reading),Kid's Life Application Bible for Girls-Nlt,9780760779019,9781414306452
BN1170,HC0727,"The Calling / Changeling / Strife (Sweep Series #7, #8 & #9)",Winning Team(Go-For-Gold Gymnasts),9780142419557,9781423136330
BN2358,HC1128,"Rapture of the Deep: Being an Account of the Further Adventures of Jacky Faber, Soldier, Sailor, Mermaid, Spy (Bloody Jack Adventure Series #7)",No Way Out(Bluford (Quality)),9780547551203,9780545395496
BN2681,HC2744,Frenemies (Drama High Series #4),Radiant Shadows(Wicked Lovely (Paper)),9780758225320,9780061659249
BN0412,HC0558,We'll Always Have Summer,Anna Dressed in Blood,9781416995593,9780765328670
BN1704,HC2829,Flags of Our Fathers: Heroes of Iwo Jima (Young People's Edition),"Yu-GI-Oh! GX, Volume 8(Yu-GI-Oh! Gx (Viz))",9780440229209,9781421539966
BN2648,HC1910,Blood-Kissed Sky (Darkness Before Dawn Series #2),The Ring of Rocamadour(Red Blazer Girls),9780062020666,9780375843037
BN1806,HC2431,I Never Promised You a Rose Garden,Kid's Life Application Bible for Girls-Nlt,9780312943592,9781414306452
BN0097,HC0024,Flowers for Algernon,A Long Walk to Water,9780156030304,9780547577319
BN1520,HC2104,The Ghoul Next Door (Monster High Series #2),The Girl Who Owned a City(Young Adult Fiction),9780316186667,9780822596707
BN1462,HC0312,Hero,Breaking Through,9781423101963,9780618342488
BN0043,HC1954,The Book Thief,The Summer of the Swans,9780375842207,9780140314205
BN0508,HC2300,Ashfall (Ashfall Series #1),An Acquaintance with Darkness(Great Episodes (Paperback)),9781933718743,9780152053871
BN0929,HC0021,Makes Me Wanna Holler: A Young Black Man in America,Harry Potter and the Sorcerer's Stone(Harry Potter (Paperback)),9780679740704,9780590353427
BN1009,HC2730,My Anxious Mind: A Teen's Guide to Managing Anxiety and Panic,Lockdown(Orca Soundings (Paperback)),9781433804502,9781551439167
BN1844,HC1027,"The Morganville Vampires, Volume 2",The Broken Blade(Fiction),9780451232892,9780440411840
BN1683,HC1395,Rookie Yearbook Three,Filmmaking for Teens(Filmmaking for Teens: Pulling Off Your Shorts),9781595147943,9781932907681
BN2016,HC0337,The Islanders: Volume 2: Nina Won't Tell and Ben's In Love,Stargirl,9780062340788,9780375822339
BN0017,HC1496,Harry Potter and the Order of the Phoenix (Harry Potter Series #5),Kiss the Dust,9780439358071,9780140368550
BN0889,HC2242,"Mindfulness for Teen Anxiety: A Workbook for Overcoming Anxiety at Home, at School, and Everywhere Else",Once a Witch,9781608829101,9780547417301
BN1170,HC0019,"The Calling / Changeling / Strife (Sweep Series #7, #8 & #9)",The Hobbit,9780142419557,9780547928227
BN0696,HC0224,Trash,Flush,9780385752169,9780375861253
BN0382,HC1050,Let's Review Chemistry: The Physical Setting,Eona,9780764147197,9780142420935
BN1047,HC1655,The Tale of the Body Thief (Vampire Chronicles Series #4),How to Rock Braces and Glasses(How to Rock),9780345384751,9780316068246
BN0312,HC0347,"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Perfect(Pretty Little Liars (Quality)),9781416503460,9780060887384
BN2462,HC0771,Aquamarine,The Surge(Storm Runners - Trilogy (Paperback)),9780439098649,9780545081788
BN0699,HC2174,I Am the Mission (Unknown Assassin Series #2),Zia,9780316199711,9780440219569
BN0852,HC2600,Dead Girls Don't Lie,Always a Witch,9780802737533,9780547721972
BN0402,HC2221,Maximum Ride: The Angel Experiment / School's Out - Forever / Saving the World,On the Flip Side(Fab Life (Quality)),9780316128254,9780758272690
BN2869,HC1890,The Kidnapping of Christina Lattimore,Into the Land of the Unicorns(Unicorn Chronicles),9780152050313,9780545068246
BN0300,HC2203,Awakened (House of Night Series #8),Shadow Horse,9780312387976,9780375802638
BN0446,HC1204,Toxic (Pretty Little Liars Series #15),The Secret of Sarah Revere(Great Episodes (Paperback)),9780062287021,9780152046842
BN2323,HC1037,All the Right Stuff,Harry Potter A L'Ecole Des Sorciers(Harry Potter (Paperback)),9780061960895,9782070643028
BN2323,HC1835,All the Right Stuff,The Broken Ear(Adventures of Tintin (Paperback)),9780061960895,9780316358507
BN0781,HC2266,Pay It Forward,Young Fu of the Upper Yangtze,9781476796383,9780312380076
BN2594,HC1654,Abraham Lincoln: Friend of the People (Sterling Point Books Series),My Bucketfilling Journal,9781402751172,9781933916798
BN2400,HC0867,The Legend of Luke (Redwall Series #12),ScienceSaurus,9780441007738,9780669529166
BN2289,HC1735,From Cover to Cover: Evaluating and Reviewing Children's Books,33 Things Every Girl Should Know,9780060777579,9780517709368
BN1972,HC1696,Star Wars The New Jedi Order #7: Edge of Victory I: Conquest,Obernewtyn(Obernewtyn Chronicles the Obernewtyn Chronicles),9780345428646,9780375857676
BN2678,HC0485,Star Wars The Clone Wars: The Cestus Deception,The Recruit(Cherub),9780345458988,9781442413603
BN1011,HC0074,"Book of Shadows / The Coven / Blood Witch (Sweep Series #1, #2, & #3)",The Watsons Go to Birmingham - 1963,9780142417171,9780440414124
BN1958,HC2291,House of Stairs,Nyx in the House of Night,9780140345803,9781935618553
BN1965,HC2066,Children of the River,Border Town(Border Town),9780440210221,9780545402415
BN2333,HC2276,What My Girlfriend Doesn't Know,Wanting Mor,9781442493841,9780888998620
BN0590,HC2626,The Eternity Cure (Blood of Eden Series #2),Gandhi(DK Biography (Paperback)),9780373211135,9780756621117
BN1784,HC0442,The Captive (Part 2) and The Power (Secret Circle Series #2-3),Jeremy Fink and the Meaning of Life,9780061671357,9780316058490
BN2931,HC0477,Beautiful Days (Bright Young Things Series #2),Wicked(Pretty Little Liars (Quality)),9780061962691,9780061566103
BN0278,HC2165,Fury of the Seventh Son (Last Apprentice Series #13),Forgiven(Demon Trappers),9780062192325,9780312614805
BN0226,HC2188,Farewell to Manzanar,Middle School(Chicken Soup for the Soul (Chicken Soup for the Soul)),9780307976079,9781935096269
BN2087,HC1256,Fifteenth Summer,Change Is Constant(Teenage Mutant Ninja Turtles Graphic Novels),9781442472662,9781613771396
BN0466,HC2784,October Sky,Spanking Shakespeare,9780440235507,9780375855948
BN0905,HC2051,The Edge of Nowhere (Edge of Nowhere Series #1),Fever(Chemical Garden Trilogy),9780142426753,9781442409088
BN0380,HC1090,Torment (Lauren Kate's Fallen Series #2),The Lying Game #2(Lying Game (Paperback)),9780385739153,9780061869730
BN1161,HC2572,Teardrop (Teardrop Trilogy Series #1),Fire and Hemlock,9780385742665,9780142420140
BN2723,HC1831,Nothing Can Keep Us Together (Gossip Girl Series #8),Forever . . .,9780316735094,9781416934004
BN2212,HC2047,Harry Potter y la Orden del F��nix (Harry Potter #5),"All the People, Since 1945",9788478888849,9780199735532
BN1001,HC1339,Maximum Security: Mission 3 (Cherub Series),Skinned(Skinned Trilogy),9781442413627,9781416974499
BN2662,HC2825,Soldier Boys,Quesadilla Moon,9780689860218,9781558854338
BN2016,HC1155,The Islanders: Volume 2: Nina Won't Tell and Ben's In Love,Allies of the Night(Cirque Du Freak: Saga of Darren Shan (Paperback)),9780062340788,9780316114370
BN0396,HC2450,The Indigo Spell (Richelle Mead's Bloodlines Series #3),While He Was Away,9781595146137,9781402264023
BN2230,HC3075,Ironman,The Shadow Dragons(Chronicles of the Imaginarium Geographica (Quality)),9780060598402,9781416958802
BN0414,HC0119,The Contender,"Tomorrow, When the War Began(Tomorrow)",9780064470391,9780439829106
BN0283,HC1631,The Face on the Milk Carton,The Wizard Heir,9780385742382,9781423104889
BN2861,HC3007,Star Wars The Truce at Bakura,Across the Great Barrier(Frontier Magic (Quality)),9780553568721,9780545033466
BN0872,HC0212,The Chaos of Stars,Woods Runner,9780062135872,9780375859083
BN2412,HC2367,"Spectrum Science Test Practice, Grade 8",Pod,9780769680682,9781608980109
BN1321,HC1935,Two Truths and a Lie (The Lying Game Series #3),The Drama Years,9780061869754,9781451627916
BN2975,HC2350,Eulalia! (Redwall Series #19),Rooftop,9780441016235,9780142408445
BN0645,HC0648,Skeleton Key (Alex Rider Series #3),Things Not Seen,9780142406144,9780142400760
BN0530,HC0181,Breaking Through,Go Ask Alice,9780618342488,9781416914631
BN2539,HC2312,Fox Forever: The Jenna Fox Chronicles,Off Course(a Circuit),9781250040053,9781599909097
BN1653,HC2314,Rules of the Road,The Pigman's Legacy,9780142404256,9780060759704
BN2165,HC2229,"When Plague Strikes: The Black Death, Smallpox, AIDS",Hush,9780064461955,9780802723321
BN1531,HC1047,Dreamless,Cross My Heart and Hope to Spy(Gallagher Girls),9780062012029,9781423100065
BN1483,HC0151,Green Angel,The Mysterious Benedict Society and the Prisoner's Dilemma(Mysterious Benedict Society (Paperback)),9780545204118,9780316045506
BN1692,HC1532,The Crossing,Warriors: Skyclan and the Stranger #2(Warriors: Skyclan and the Stranger),9780439786614,9780062008374
BN1332,HC2928,The Secrets of the Immortal Nicholas Flamel: The First Codex (Books #1-3),Harry Houdini(DK Biography (Paperback)),9780375873119,9780756612450
BN0284,HC3072,Uglies: Uglies; Pretties; Specials; Extras,"Step-By-Step Problem Solving, Grade 5(Singapore Math)",9781442479395,9781609964801
BN1547,HC0317,The Mindful Teen: Powerful Skills to Help You Handle Stress One Moment at a Time,Warriors: Omen of the Stars #5(Warriors: Omen of the Stars),9781626250802,9780061555268
BN0890,HC0914,Schindler's List,Mud City,9780671880316,9780888995421
BN2641,HC0102,The International Cookbook for Kids,Farewell to Manzanar,9780761463139,9780553272581
BN0146,HC2911,Revealed (House of Night Series #11),China's Son,9781250061409,9780440229261
BN2539,HC1129,Fox Forever: The Jenna Fox Chronicles,The Book of Lost Things,9781250040053,9781442429345
BN0571,HC1741,The Rithmatist,Phoenix Rising,9780765338440,9780312535629
BN1056,HC2913,You Know You Love Me (Gossip Girl Series #2),The Unseen: It Begins/Rest in Peace(Unseen),9780316911481,9780142423363
BN1375,HC0015,The Divide (Secret Circle Series #4),Esperanza Rising,9780062130419,9780439120425
BN2429,HC0571,Chicken Soup for the Soul: Teens Talk Tough Times: Stories about the Hardest Parts of Being a Teenager,This Is Not a Test,9781935096030,9780312656744
BN1572,HC2486,Please Stop Laughing at Me: One Woman's Inspirational Story,The Smart Teens' Guide to Living with Intensity,9781440509865,9781935067009
BN2021,HC2487,Twenty Boy Summer,House of Night Tp Boxed Set (Books 5-8)(House of Night Novels),9780316051583,9781250023582
BN1662,HC1388,Rise (Nightshade Series #5),Knights of the Hill Country,9780142424940,9780553495133
BN1613,HC2190,"The Teen's Guide to World Domination: Advice on Life, Liberty, and the Pursuit of Awesomeness",What Happened to Goodbye,9780312641542,9780142423837
BN0561,HC2810,Mort (Discworld Series #4),Coin Magic [With Double-Headed Quarter],9780062225719,9781570540813
BN0982,HC1210,Alice's Adventures in Wonderland,Who Am I Without Him?,9780141321073,9781423103837
BN0067,HC1436,Cinder (Lunar Chronicles Series #1),Scary Stories 3(Scary Stories Scary Stories),9781250007209,9780064404181
BN1214,HC2787,After the End (After the End Series #1),Temptation(Harlequin Teen),9780062225610,9780373210541
BN1445,HC0332,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Twisted,9780684848280,9780142411841
BN1273,HC2383,"Blue Bloods Box Set, Books 1 - 3 (Blue Bloods Series)",Ink Exchange(Wicked Lovely (Paper)),9781423125952,9780061214707
BN2374,HC0845,On Two Feet and Wings,Bearstone,9781477820377,9780689870712
BN1874,HC1936,I'll Be There,The End of the World Club(Jaguar Stones),9780316122764,9781606843079
BN1070,HC1611,Three (Article 5 Series #3),The Ultimate Guide to Your Microscope,9780765329639,9781402743290
BN0162,HC2212,Attack of the Fiend (Last Apprentice Series #4),The Cardturner,9780060891299,9780385736633
BN1210,HC1649,Wake (Wake Trilogy Series #1),The River Between Us,9781416974475,9780142403105
BN1270,HC1379,Embrace (Jessica Shirvington's Embrace Series #1),Notes from the Dog,9781402271250,9780375855429
BN2172,HC0097,"Spectrum Writing, Grade 6",Black Ships Before Troy,9780769652863,9780553494839
BN3013,HC2004,Teenage Love Affair,Dead Is a Battlefield(Dead Is (Paper)),9780758241894,9780547607344
BN2489,HC1798,The Craving (The Vampire Diaries: Stefan's Diaries Series #3),Inside Out,9780062003959,9780064473767
BN0935,HC0692,Make Lemonade (Make Lemonade Trilogy #1),Foretold(Demon Trappers),9780805080704,9781250021847
BN1447,HC1254,Killer (Pretty Little Liars Series #6),Article 5,9780061566134,9780765329615
BN1719,HC2565,This Is Not a Test,Burger Wuss,9780312656744,9780763631789
BN3009,HC1363,The Hunt (Hunt Trilogy Series #1),The Wave,9781250005298,9780307979124
BN0679,HC0554,Follow the River,The Final Warning(Maximum Ride (Quality)),9780345338549,9780316002875
BN1027,HC0624,Thirst No. 4: The Shadow of Death,Ray & Me(Baseball Card Adventures (Paperback)),9781442413191,9780061234835
BN0256,HC3077,Siege and Storm (Grisha Trilogy Series #2),Tithe(Modern Faerie Tale),9781250044433,9780689867040
BN2170,HC2969,"Bloody Jack: Being an Account of the Curious Adventures of Mary Jacky Faber, Ship's Boy (Bloody Jack Adventure Series #1)",Human Anatomy in Full Color(Dover Children's Science Books),9780152050856,9780486290652
BN0856,HC0059,Bite Club (Morganville Vampires Series #10),It's Kind of a Funny Story,9780451234681,9780786851973
BN1671,HC2188,"The Earth, My Butt, and Other Big Round Things",Middle School(Chicken Soup for the Soul (Chicken Soup for the Soul)),9780763659790,9781935096269
BN2444,HC2479,MindWar,Night of the Black Bear(Mysteries in Our National Parks (Unnumbered)),9781401688943,9781426300943
BN1646,HC0981,Painless Reading Comprehension,Empty,9780764147630,9780545172790
BN2059,HC1135,Going Too Far,Breaking Dawn(Twilight Saga (Paperback)),9781416571735,9780316133937
BN1534,HC0956,Night World #7-9: Huntress; Black Dawn; Witchlight,Keeping the Moon,9781416974529,9780142401767
BN2514,HC1534,See Jane Run,Lucy in the Sky,9781402282454,9781442451858
BN1073,HC0514,Memoirs of a Teenage Amnesiac,Escaping the Giant Wave,9780312561284,9780689852732
BN0745,HC1303,Curse of the Bane (Last Apprentice Series #2),The Ghost in the Tokaido Inn(Samurai Mysteries (Paperback)),9780060766238,9780142405413
BN2131,HC1109,The Secret Hour (Midnighters Series #1),Teen Angst? Naaah...,9780060519537,9780385739450
BN0742,HC0678,Bad Girls Don't Die (Bad Girls Don't Die Series #1),145th Street,9781423108771,9780307976109
BN1542,HC0428,Crystal Singer (Crystal Singer Series #1),The White Mountains(Tripods (Paperback)),9780345327864,9780689856723
BN0682,HC1231,"The Goddess Test Boxed Set: The Goddess Test, Goddess Interrupted, The Goddess Inheritance,The Goddess Legacy",Give a Boy a Gun,9780373210954,9780689848933
BN1201,HC1142,This Song Will Save Your Life,The Short Second Life of Bree Tanner(Twilight Saga (Paperback)),9781250050748,9780316228527
BN1712,HC2978,Necropolis (The Gatekeepers Series #4),A Stone in My Hand,9780439680066,9780763625610
BN0885,HC2362,The Living,A Boy No More(Aladdin Historical Fiction),9780385741217,9781416914044
BN0761,HC0113,Nil (Nil Series #1),The Wave,9781250057020,9780440993711
BN0697,HC0403,The Mists of Avalon (Avalon Series #1),Unbelievable(Pretty Little Liars (Quality)),9780345350497,9780060887414
BN1687,HC1993,Love Letters to the Dead,The Dragon of Avalon(Merlin (Puffin)),9781250062963,9780142419243
BN2024,HC0602,The Juvie Three,Weedflower,9781423101628,9781416975663
BN0355,HC0104,Twelfth Night (Folger Shakespeare Library Series),A Tale Dark & Grimm,9780743484961,9780142419670
BN1724,HC0334,Steck-Vaughn Core Skills Mathematics: Workbook Grade 7,Seventeen Ultimate Guide to Beauty,9780544268258,9780762445240
BN1357,HC0483,Star Wars The Hand of Thrawn #1: Specter of the Past,A Wizard of Earthsea(Earthsea Cycle),9780553298048,9780547722023
BN1959,HC0831,The Boy Who Knew Too Much,Flygirl,9781940758053,9780142417256
BN1622,HC0554,Taste of Salt: A Story of Modern Haiti,The Final Warning(Maximum Ride (Quality)),9780064471367,9780316002875
BN0385,HC2047,Nick and Norah's Infinite Playlist,"All the People, Since 1945",9780375835339,9780199735532
BN1831,HC0136,Back and Deader Than Ever (Monster High Series #4),Harry Potter and the Goblet of Fire(Harry Potter (Paperback)),9780316186674,9780439139601
BN2525,HC2161,Rakkety Tam (Redwall Series #17),Saving Zasha,9780441013180,9780545206334
BN2348,HC0906,The Diamond Throne (Elenium Series #1),Graceful (for Young Women),9780345367693,9780800719838
BN2847,HC0981,Habibi,Empty,9780689825231,9780545172790
BN1669,HC2861,Halo (Halo Trilogy #1),Dark Whispers(Unicorn Chronicles),9780312674366,9780590459525
BN1337,HC2743,Cross My Heart and Hope to Spy (Gallagher Girls Series #2),Waiting for You,9781423100065,9780142415757
BN1330,HC1250,Trickster's Queen (Trickster Series #2),The Red Badge of Courage(Puffin Classics (Paperback)),9780375828782,9780141327525
BN2493,HC0297,The Lost (Witch and Wizard Series #5),Crash,9780316207744,9780440238577
BN0758,HC0383,The Miseducation of Cameron Post,Looking for Alaska,9780062020574,9780142412213
BN1379,HC1284,Solitary Witch: The Ultimate Book of Shadows for the New Generation,Eleanor's Story,9780738703190,9781561452965
BN2067,HC2032,Twenty Boy Summer,Eye of the Crow(Boy Sherlock Holmes),9780316051583,9780887769191
BN2820,HC0895,The Sigh of Haruhi Suzumiya (Haruhi Suzumiya Series #2),The Captain's Dog(Lewis & Clark Expedition),9780316038799,9780152026967
BN1397,HC0607,Janie Face to Face,To Be a Slave,9780385742078,9780142403860
BN2972,HC2471,Chasing Shadows,"The Twelve Kingdoms, Volume 2(Twelve Kingdoms (Quality))",9780375863431,9781427802583
BN2323,HC2066,All the Right Stuff,Border Town(Border Town),9780061960895,9780545402415
BN2864,HC0575,Take a Thief (Heralds of Valdemar Series #5),Downriver,9780756400583,9781442445475
BN2610,HC1619,Daily Reflections for Highly Effective Teens,Abarat,9780684870601,9780064407335
BN1075,HC0573,The Assassin's Curse,The Anxiety Workbook for Teens,9781908844019,9781572246034
BN2294,HC0479,Coke or Pepsi?,What Color Is Your Parachute? for Teens(What Color Is Your Parachute? for Teens: Discovering Yourself),9781892951380,9781580087131
BN1110,HC1847,Scars,April(Conspiracy 365),9781934813577,9781610671064
BN1010,HC1567,The Recruit: Mission 1 (Cherub Series),I Am Number Four(Lorien Legacies),9781442413603,9780062116550
BN1755,HC1592,Unmasked,Revolution News(History News (Candlewick)),9781477823354,9780763612955
BN0457,HC0113,Eternal (Shadow Falls: After Dark Series #2),The Wave,9781250044617,9780440993711
BN2970,HC0565,The Surrender Tree: Poems of Cuba's Struggle for Freedom,Downsiders,9780312608712,9780689839696
BN0810,HC0898,Chain Reaction (Perfect Chemistry Series #3),The Other Side of Dawn(Tomorrow),9781619637030,9780439858052
BN2063,HC1044,Nine Coaches Waiting,Echo(Soul Seekers (Quality)),9781556526183,9780312575663
BN2556,HC0705,Reunion (Mediator Series #3),Passion(Fallen (Quality) (Delacourte)),9780060725136,9780385739177
BN0729,HC1988,The Vampire Diaries #3-4: The Fury and Dark Reunion,Five Flavors of Dumb,9780061140983,9780142419434
BN1473,HC0520,Illusions (Laurel Series #3),Ask Me No Questions,9780061668111,9781416949206
BN2034,HC1306,Othello (Oxford School Shakespeare Series),The Reckoning(Darkest Powers (Paperback)),9780198328735,9780061450563
BN2990,HC2202,Annexed,Sunwing(Silverwing (Paperback)),9780547577265,9781416949978
BN0891,HC2758,Zombies vs. Unicorns,"Biology, Middle/High School(100+)",9781416989547,9781568221861
BN1030,HC0706,Artemis Fowl 3-book boxed set (The Rise of the Criminal Mastermind),"Slam Dunk, Volume 1 [With Sticker](Slam Dunk (Viz))",9781423136811,9781421506791
BN2958,HC1482,Fierce Reads: Kisses and Curses,Silverfin(Young Bond (Paperback)),9781250060532,9780786838660
BN1834,HC1264,Skinny,The Periodic Table(Basher),9780802797384,9780753460856
BN2804,HC1795,Disneylanders,Memoirs of a Teenage Amnesiac,9780991295401,9780312561284
BN2383,HC1992,Fifteenth Summer,Tree Girl,9781442472662,9780060090067
BN1322,HC0834,Empower (Jessica Shirvington's Embrace Series #5),Scorpions,9781492601777,9780064406239
BN1161,HC1027,Teardrop (Teardrop Trilogy Series #1),The Broken Blade(Fiction),9780385742665,9780440411840
BN1991,HC0148,Hidden: A Firelight Novel,Opal(Lux Novel),9780061935138,9781620610091
BN1679,HC0594,Merriam-Webster's Student Atlas,"The New Nation, 1789-1850(History of US (Paperback))",9780877796381,9780195327182
BN1691,HC0500,Insurgente (Divergent Series #2),"Lucky Star, Volume 2(Lucky Star (Bandai))",9788427203181,9781604961133
BN2550,HC1415,The Hunger Games Tribute Guide,Pretty Little Liars TV(Pretty Little Liars (Quality)),9780545457828,9780062009548
BN0577,HC2865,Infamous (Chronicles of Nick Series #3),12 Again,9781250002853,9780142407295
BN0983,HC2101,McGraw-Hill Math Grade 7,Escape from Saigon,9780071748636,9780374400231
BN1420,HC2883,The Body of Christopher Creed,Ethix,9780152063863,9780805445190
BN1051,HC1722,Slated (Slated Series #1),Thunder Rolling in the Mountains,9780142425039,9780440408796
BN2286,HC0049,Spring Break (Summer Series),Unwind,9781416990949,9781416912057
BN1265,HC2178,Pivot Point,Viking Warrior(Strongbow Saga (Paperback)),9780062117366,9780060799991
BN2772,HC0602,The Pioneers (Barnes & Noble Library of Essential Reading),Weedflower,9780760779019,9781416975663
BN2362,HC0953,Dragons in the Waters (O'Keefe Family Series #2),Wringer,9780312674427,9780060592820
BN2613,HC1121,King of the Mild Frontier: An Ill-Advised Autobiography,Silverfin(Young Bond (Paperback)),9780060502515,9781423122623
BN2397,HC1786,Peeled,The Hunt for the Seventh,9780142414309,9780060728243
BN1409,HC0619,The House,Artemis Fowl(Artemis Fowl (Quality)),9781481413725,9781423124948
BN0776,HC2544,The PEOPLE Puzzler Book,Two Miserable Presidents,9781603207553,9781596435193
BN2728,HC1723,Life Picture Puzzle Across America,The Prom Queen(Life at Kingston High),9781603208178,9780800719616
BN0763,HC0666,Artemis Fowl; The Arctic Incident,"I, Juan de Pareja",9781423124542,9780312380052
BN0831,HC0871,Black Dawn (Morganville Vampires Series #12),Fading Echoes(Warriors (Avon Paperback)),9780451237934,9780061555145
BN1484,HC1842,Breakable,Innocent Darkness(Aether Chronicles),9780425266861,9780738732480
BN2547,HC0745,The Realms of the Gods (The Immortals Series #4),After Tupac and D Foster,9781416908173,9780142413999
BN1474,HC0477,Hunted (House of Night Series #5),Wicked(Pretty Little Liars (Quality)),9780312577995,9780061566103
BN0399,HC2695,New Moon,Eclipse [With Poster](Twilight Saga (Paperback)),9780316024969,9780316087360
BN1617,HC0812,Wake (Watersong Series #1),Miracle's Boys,9781250005649,9780142415535
BN1068,HC1041,Rot & Ruin (Rot & Ruin Series #1),Dear Austin: Letters from the Underground Railroad,9781442402331,9780375803567
BN1660,HC0132,Divine Madness: Mission 5 (Cherub Serie),The 6 Most Important Decisions You'll Ever Make,9781442413641,9780743265041
BN0683,HC0172,The Wizard Heir (The Heir Series #2),The Face on the Milk Carton,9781423104889,9780440220657
BN2660,HC2128,Control,The Wish List,9780142423615,9780439443364
BN0522,HC0441,What I Thought Was True,The Darkest Hour(Warriors (Avon Paperback)),9780142423950,9780060525859
BN1095,HC2251,The Summer After You and Me,Shakespeare Bats Cleanup,9781492619031,9780763629397
BN0736,HC2018,Persepolis 2: The Story of a Return,At First Sight(Romantic Comedies (Mass Market)),9780375714665,9781416998853
BN2313,HC2985,Luka and the Fire of Life,West from Home(Little House),9780679783473,9780064400817
BN0635,HC1375,Hunger of Memory: The Education of Richard Rodriguez,Through the Looking-Glass(Dover Thrift Editions),9780553272932,9780486408781
BN0475,HC0042,Beauty Queens,An Abundance of Katherines,9780439895989,9780142410707
BN0571,HC1632,The Rithmatist,Little Rock Girl 1957(Captured History),9780765338440,9780756545123
BN1544,HC3093,Halloween Party (Fear Street Series),Pride and Prejudice(Classic Lines),9781416918110,9781402785306
BN0188,HC2937,Chew On This: Everything You Don't Want to Know about Fast Food,Huntress,9780618593941,9780316039994
BN0960,HC1841,Romiette and Julio,The Motley Fool Investment Guide for Teens(Motley Fool),9780689842092,9780743229968
BN2347,HC0955,The Last Echo (Body Finder Series #3),Begging for Change,9780062082206,9781423103844
BN2167,HC3041,Star Wars X-Wing #2: Wedge's Gamble,What Janie Found,9780553568028,9780440227724
