ID_A,ID_B,Title_A,Title_B,ISBN13_A,ISBN13_B
BN0067,HC0120,Cinder (Lunar Chronicles Series #1),Cinder(Lunar Chronicles),9781250007209,9781250007209
BN0070,HC0001,The Hunger Games (Hunger Games Series #1),The Hunger Games(Hunger Games (Quality)),9780439023528,9780439023528
BN0076,HC0022,Speak,Speak,9780312674397,9780312674397
BN0078,HC0095,Harry Potter and the Chamber of Secrets (Harry Potter Series #2),Harry Potter and the Chamber of Secrets(Harry Potter (Paperback)),9780439064873,9780439064873
BN0080,HC0012,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas,9780385751537,9780385751537
BN0085,HC0029,City of Bones (The Mortal Instruments Series #1),City of Bones(Mortal Instruments (Paperback)),9781416955078,9781416955078
BN0086,HC0049,Unwind (Unwind Dystology Series #1),Unwind,9781416912057,9781416912057
BN0093,HC0112,Harry Potter and the Prisoner of Azkaban (Harry Potter Series #3),Harry Potter and the Prisoner of Azkaban(Harry Potter (Paperback)),9780439136365,9780439136365
BN0095,HC0887,Shatter Me (Shatter Me Series #1),Shatter Me(Shatter Me (Quality)),9780062085504,9780062085504
BN0107,HC0335,Anna and the French Kiss,Anna and the French Kiss,9780142419403,9780142419403
BN0111,HC0059,It's Kind of a Funny Story,It's Kind of a Funny Story,9780786851973,9780786851973
BN0112,HC1630,Gathering Blue,Gathering Blue,9780547904146,9780547904146
BN0116,HC0071,Stargirl,Stargirl,9780440416777,9780440416777
BN0120,HC1034,"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, Inheritance)","Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, Inheritance)",9780449813225,9780449813225
BN0130,HC0091,I Am Number Four (Lorien Legacies Series #1),I Am Number Four(I Am Number Four (Paperback)),9780061969577,9780061969577
BN0133,HC0129,The House of the Scorpion,The House of the Scorpion,9780689852237,9780689852237
BN0135,HC0061,Uglies (Uglies Series #1),Uglies(Uglies Trilogy),9781442419810,9781442419810
BN0148,HC0062,Monster,Monster,9780064407311,9780064407311
BN0149,HC0189,I Am the Messenger,I Am the Messenger,9780375836671,9780375836671
BN0155,HC0109,Nothing But the Truth: A Documentary Novel,Nothing But the Truth,9780545174152,9780545174152
BN0163,HC0673,Clockwork Prince (Infernal Devices Series #2),Clockwork Prince(Infernal Devices),9781416975892,9781416975892
BN0166,HC1669,The Sky Is Everywhere,The Sky Is Everywhere,9780142417805,9780142417805
BN0167,HC0008,The 7 Habits of Highly Effective Teens Workbook,The 7 Habits of Highly Effective Teens Workbook,9781929494170,9781929494170
BN0169,HC0069,Between Shades of Gray,Between Shades of Gray,9780142420591,9780142420591
BN0177,HC0020,Matched (Matched Trilogy Series #1),Matched(Matched Trilogy),9780142419779,9780142419779
BN0179,HC0165,The Power of Six (Lorien Legacies Series #2),The Power of Six(Lorien Legacies),9780061974571,9780061974571
BN0180,HC0096,Graceling (Graceling Realm Series #1),Graceling(Graceling (Paperback)),9780547258300,9780547258300
BN0183,HC0161,Gone (Gone Series #1),Gone(Gone (Paper)),9780061448782,9780061448782
BN0188,HC0117,Chew On This: Everything You Don't Want to Know about Fast Food,Chew on This,9780618593941,9780618593941
BN0190,HC0064,Delirium (Delirium Series #1),Delirium(Delirium (Paperback)),9780061726835,9780061726835
BN0194,HC0471,Hunger (Gone Series #2),Hunger(Gone (Paper)),9780061449086,9780061449086
BN0199,HC1862,Messenger,Messenger,9780440239123,9780440239123
BN0203,HC0085,Warriors Don't Cry,Warriors Don't Cry,9781416948827,9781416948827
BN0219,HC0196,Before I Fall,Before I Fall,9780061726811,9780061726811
BN0220,HC0492,The Gray Wolf Throne (Seven Realms Series #3),The Gray Wolf Throne(Seven Realms (Trilogy) (Quality)),9781423121381,9781423121381
BN0221,HC0585,Eagle Strike (Alex Rider Series #4),Eagle Strike(Alex Rider Adventures (Paperback)),9780142406137,9780142406137
BN0222,HC0206,Life As We Knew It (Life As We Knew It Series #1),Life as We Knew It,9780152061548,9780152061548
BN0226,HC0082,Farewell to Manzanar,Farewell to Manzanar,9780307976079,9780307976079
BN0227,HC1418,A Monster Calls,A Monster Calls,9780763660659,9780763660659
BN0228,HC0396,Steve Jobs: The Man Who Thought Different,Steve Jobs,9781250014450,9781250014450
BN0229,HC0690,Shelter (Mickey Bolitar Series #1),Shelter(Mickey Bolitar Novels (Quality)),9780142422038,9780142422038
BN0232,HC0235,Crossed (Matched Trilogy Series #2),Crossed(Matched),9780142421710,9780142421710
BN0239,HC1775,Fear (Gone Series #5),Fear(Gone),9780061449178,9780061449178
BN0247,HC0561,Plague (Gone Series #4),Plague(Gone (Paper)),9780061449147,9780061449147
BN0255,HC0457,School's Out - Forever (Maximum Ride Series #2),School's Out-Forever(Maximum Ride (Quality)),9780316067966,9780316067966
BN0258,HC0320,The Prisoner of Cell 25 (Michael Vey Series #1),Michael Vey(Michael Vey (Quality)),9781442468122,9781442468122
BN0266,HC0415,Lies (Gone Series #3),Lies(Gone (Paper)),9780061449116,9780061449116
BN0267,HC0266,Eclipse,Eclipse(Twilight Saga (Paperback)),9780316027656,9780316027656
BN0269,HC0446,"That Was Then, This Is Now","That Was Then, This is Now",9780140389661,9780140389661
BN0270,HC0209,Brisingr (Inheritance Cycle Series #3),Brisingr(Inheritance Cycle (Paperback)),9780375826740,9780375826740
BN0272,HC1384,Amy and Roger's Epic Detour,Amy & Roger's Epic Detour,9781416990666,9781416990666
BN0273,HC0760,Pure (Covenant Series #2),Pure(Covenant),9780983157229,9780983157229
BN0275,HC0143,Twilight,Twilight(Twilight Saga (Paperback)),9780316015844,9780316015844
BN0284,HC0671,Uglies: Uglies; Pretties; Specials; Extras,Uglies,9781442479395,9781442479395
BN0285,HC0577,Angel (Maximum Ride Series #7),Angel [With Poster](Maximum Ride (Quality)),9780316038324,9780316038324
BN0286,HC0755,Sleeping Freshmen Never Lie,Sleeping Freshmen Never Lie,9780142407806,9780142407806
BN0288,HC0554,The Final Warning (Maximum Ride Series #4),The Final Warning(Maximum Ride (Quality)),9780316002875,9780316002875
BN0291,HC0463,Extras (Uglies Series #4),Extras(Uglies Trilogy),9781442419780,9781442419780
BN0293,HC0668,The Chocolate War,The Chocolate War(Readers Circle (Delacorte)),9780375829871,9780375829871
BN0294,HC0519,Saving the World and Other Extreme Sports (Maximum Ride Series #3),Saving the World and Other Extreme Sports(Maximum Ride (Quality)),9780316154277,9780316154277
BN0296,HC0581,Half-Blood (Covenant Series #1),Half-Blood(Covenant),9780983157205,9780983157205
BN0300,HC0481,Awakened (House of Night Series #8),Awakened(House of Night Novels (Paperback)),9780312387976,9780312387976
BN0308,HC0637,The Gift (Witch and Wizard Series #2),Witch & Wizard(Witch),9780316038355,9780316038355
BN0313,HC0344,MAX (Maximum Ride Series #5),Max(Maximum Ride (Quality)),9780316002905,9780316002905
BN0317,HC0582,Pandemonium (Delirium Series #2),Pandemonium,9780061978074,9780061978074
BN0322,HC0141,The Running Dream,The Running Dream,9780375866289,9780375866289
BN0323,HC0210,Fallen Angels,Fallen Angels,9780545055765,9780545055765
BN0325,HC0360,Impulse,Impulse,9781416903574,9781416903574
BN0329,HC0110,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),The Alchemyst(Secrets of the Immortal Nicholas Flamel (Paperback)),9780385736008,9780385736008
BN0330,HC0505,Witch and Wizard (Witch and Wizard Series #1),Witch & Wizard(Witch),9780316038348,9780316038348
BN0332,HC0237,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella,9780385740074,9780385740074
BN0337,HC0124,Stormbreaker (Alex Rider Series #1),Stormbreaker(Alex Rider Adventures (Paperback)),9780142406113,9780142406113
BN0340,HC0456,"Silence (Hush, Hush Saga #3)","Silence(Hush, Hush Saga)",9781442426658,9781442426658
BN0350,HC0223,Before We Were Free,Before We Were Free,9780440237846,9780440237846
BN0351,HC0180,The Lost Prince (Iron Fey Series #5),The Lost Prince(Iron Fey - Trilogy),9780373210572,9780373210572
BN0354,HC0149,The Black Stallion,The Black Stallion(Black Stallion (Paperback)),9780679813439,9780679813439
BN0357,HC0260,The Sorceress (The Secrets of the Immortal Nicholas Flamel #3),The Sorceress(Secrets of the Immortal Nicholas Flamel (Paperback)),9780385735308,9780385735308
BN0358,HC0959,The Looking Glass Wars (Looking Glass Wars #1),The Looking Glass Wars(Looking Glass Wars (Paperback)),9780142409411,9780142409411
BN0368,HC0186,Copper Sun,Copper Sun,9781416953487,9781416953487
BN0371,HC1796,Homecoming,"Homecoming(Tillerman Cycle, the Tillerman Cycle)",9781442428782,9781442428782
BN0372,HC0053,Seedfolks,Seedfolks(Joanna Colter Books),9780064472074,9780064472074
BN0377,HC0547,Bruiser,Bruiser,9780061134104,9780061134104
BN0379,HC0090,Artemis Fowl,Artemis Fowl(Artemis Fowl (Quality)),9781423124528,9781423124528
BN0380,HC0665,Torment (Lauren Kate's Fallen Series #2),Torment(Fallen (Quality) (Delacourte)),9780385739153,9780385739153
BN0381,HC0098,Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Soldier's Heart,9780440228387,9780440228387
BN0384,HC0779,Tweak: Growing Up on Methamphetamines,Tweak,9781416972198,9781416972198
BN0385,HC0616,Nick and Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,9780375835339,9780375835339
BN0388,HC0281,The Necromancer (The Secrets of the Immortal Nicholas Flamel #4),The Necromancer(Secrets of the Immortal Nicholas Flamel (Paperback)),9780385735322,9780385735322
BN0389,HC0267,The Warlock (Secrets of the Immortal Nicholas Flamel Series #5),The Warlock(Secrets of the Immortal Nicholas Flamel (Paperback)),9780385735346,9780385735346
BN0391,HC0445,Fallen (Lauren Kate's Fallen Series #1),Fallen(Fallen (Quality) (Delacourte)),9780385739139,9780385739139
BN0392,HC0126,The Skin I'm In,The Skin I'm In,9781423103851,9781423103851
BN0393,HC0343,Across Five Aprils,Across Five Aprils,9780425182789,9780425182789
BN0399,HC0255,New Moon,New Moon(Twilight Saga (Paperback)),9780316024969,9780316024969
BN0408,HC1219,A Swiftly Tilting Planet (Time Quintet Series #3),A Swiftly Tilting Planet(Madeleine L'Engle's Time Quintet),9780312368562,9780312368562
BN0409,HC0705,Passion (Lauren Kate's Fallen Series #3),Passion(Fallen (Quality) (Delacourte)),9780385739177,9780385739177
BN0411,HC1287,Infinity (Chronicles of Nick Series #1),Infinity(Chronicles of Nick),9780312603045,9780312603045
BN0412,HC0738,We'll Always Have Summer,We'll Always Have Summer(Summer Novels),9781416995593,9781416995593
BN0413,HC0167,Ship Breaker,Ship Breaker,9780316056199,9780316056199
BN0414,HC0309,The Contender,The Contender,9780064470391,9780064470391
BN0420,HC0299,Fire (Graceling Realm Series #2),Fire(Graceling (Paperback)),9780142415917,9780142415917
BN0421,HC0830,Vampire Academy (Vampire Academy Series #1),Vampire Academy(Vampire Academy (Paperback)),9781595141743,9781595141743
BN0426,HC0725,Crocodile Tears (Alex Rider Series #8),Crocodile Tears(Alex Rider Adventures (Paperback)),9780142417195,9780142417195
BN0428,HC0148,Opal (Lux Series #3),Opal(Lux Novel),9781620610091,9781620610091
BN0429,HC0249,The Magician (The Secrets of the Immortal Nicholas Flamel #2),The Magician(Secrets of the Immortal Nicholas Flamel (Paperback)),9780385737289,9780385737289
BN0432,HC0491,Solitary: Escape from Furnace 2,Solitary(Escape from Tenopia),9780312674762,9780312674762
BN0433,HC0884,Peter and the Shadow Thieves (Starcatchers Series #2),Peter and the Shadow Thieves(Starcatchers (Paperback)),9781423108559,9781423108559
BN0435,HC0351,Hate List,Hate List,9780316041454,9780316041454
BN0436,HC0212,Woods Runner,Woods Runner,9780375859083,9780375859083
BN0447,HC0400,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",Don't Let Your Emotions Run Your Life for Teens,9781572248830,9781572248830
BN0451,HC0524,The Golden Lily (Bloodlines Series #2),The Golden Lily(Bloodlines (Paperback)),9781595146021,9781595146021
BN0452,HC0540,Z for Zachariah,Z for Zachariah,9781416939214,9781416939214
BN0455,HC0527,Lock and Key,Lock and Key,9780142414729,9780142414729
BN0458,HC0454,Artemis Fowl; The Atlantis Complex,The Atlantis Complex(Artemis Fowl (Quality)),9781423129721,9781423129721
BN0460,HC0905,A Year Down Yonder,A Year Down Yonder,9780142300701,9780142300701
BN0461,HC0558,Anna Dressed in Blood,Anna Dressed in Blood,9780765328670,9780765328670
BN0464,HC0227,I Am Number Four: The Lost Files: The Legacies,I Am Number Four: The Lost Files(Lorien Legacies (Unnumbered)),9780062211101,9780062211101
BN0465,HC0132,The 6 Most Important Decisions You'll Ever Make: A Guide for Teens,The 6 Most Important Decisions You'll Ever Make,9780743265041,9780743265041
BN0467,HC0604,Lockdown: Escape from Furnace 1,Lockdown(Escape from Tenopia),9780312611934,9780312611934
BN0468,HC0726,Snakehead (Alex Rider Series #7),Snakehead(Alex Rider Adventures (Paperback)),9780142412121,9780142412121
BN0472,HC0157,Of Beetles and Angels: A Boy's Remarkable Journey from a Refugee Camp to Harvard,Of Beetles & Angels,9780316826204,9780316826204
BN0473,HC0573,The Anxiety Workbook for Teens: Activities to Help You Deal with Anxiety and Worry,The Anxiety Workbook for Teens,9781572246034,9781572246034
BN0481,HC1293,The Shyness and Social Anxiety Workbook for Teens: CBT and ACT Skills to Help You Build Social Confidence,The Shyness & Social Anxiety Workbook for Teens(Instant Help Book for Teens),9781608821877,9781608821877
BN0483,HC0662,Burned (House of Night Series #7),Burned(House of Night Novels (Paperback)),9780312387969,9780312387969
BN0490,HC0368,The Iron King (Iron Fey Series #1),The Iron King(Iron Fey - Trilogy),9780373210084,9780373210084
BN0491,HC0566,The Iron Knight (Iron Fey Series #4),The Iron Knight(Iron Fey - Trilogy),9780373210367,9780373210367
BN0498,HC0791,The Girl of Fire and Thorns (Girl of Fire and Thorns Series #1),The Girl of Fire and Thorns(Girl of Fire and Thorns (Quality - Trilogy)),9780062026507,9780062026507
BN0500,HC0490,"Carry On, Mr. Bowditch","Carry On, Mr. Bowditch",9780618250745,9780618250745
BN0502,HC1101,Everlasting (Immortals Series #6),Everlasting(Immortals (Paperback)),9781250025173,9781250025173
BN0505,HC0150,Eragon (Inheritance Cycle Series #1),Eragon(Inheritance Cycle (Paperback)),9780375826696,9780375826696
BN0506,HC0375,Wintergirls,Wintergirls,9780142415573,9780142415573
BN0508,HC0222,Ashfall (Ashfall Series #1),Ashfall(Ashfall (Trilogy - Quality)),9781933718743,9781933718743
BN0511,HC0340,Specials (Uglies Series #3),Specials(Uglies Trilogy),9781442419797,9781442419797
BN0518,HC0999,The Dead and the Gone (Life As We Knew It #2),The Dead and the Gone,9780547258553,9780547258553
BN0530,HC0312,Breaking Through,Breaking Through,9780618342488,9780618342488
BN0531,HC1163,From Bad to Cursed (Bad Girls Don't Die Series #2),From Bad to Cursed(Bad Girls Don't Die Novels),9781423137771,9781423137771
BN0535,HC0660,"Love, Stargirl","Love, Stargirl",9780375856440,9780375856440
BN0537,HC1817,Many Waters (Time Quintet Series #4),Many Waters(Madeleine L'Engle's Time Quintet),9780312368579,9780312368579
BN0538,HC0878,It's Not Summer Without You,It's Not Summer Without You(Summer Novels),9781416995562,9781416995562
BN0541,HC0772,Under the Never Sky (Under the Never Sky Series #1),Under the Never Sky,9780062072047,9780062072047
BN0543,HC0846,A Great and Terrible Beauty (Gemma Doyle Trilogy #1),A Great and Terrible Beauty(Readers Circle (Delacorte)),9780385732314,9780385732314
BN0544,HC0864,Only the Good Spy Young (Gallagher Girls Series #4),Only the Good Spy Young(Gallagher Girls),9781423129738,9781423129738
BN0545,HC0286,Eldest (Inheritance Cycle Series #2),Eldest(Inheritance Cycle (Paperback)),9780375840401,9780375840401
BN0546,HC0380,Along for the Ride,Along for the Ride,9780142415566,9780142415566
BN0551,HC0528,The Summer I Turned Pretty,The Summer I Turned Pretty,9781416968290,9781416968290
BN0552,HC0242,Whirligig,Whirligig,9780312629113,9780312629113
BN0555,HC0850,Small Steps,Small Steps,9780385733151,9780385733151
BN0556,HC0946,"Out of Sight, Out of Time (Gallagher Girls Series #5)","Out of Sight, Out of Time",9781423148043,9781423148043
BN0564,HC0338,Ruby Red (Ruby Red Trilogy Series #1),Ruby Red(Ruby Red (Trilogy - Quality)),9780312551513,9780312551513
BN0566,HC0911,Catching Jordan (Hundred Oaks Series #1),Catching Jordan,9781402262272,9781402262272
BN0567,HC1868,The Raging Fires (Merlin Saga Series #3),The Raging Fires(Merlin (Puffin)),9780142419212,9780142419212
BN0568,HC0304,Point Blank (Alex Rider Series #2),Point Blank(Alex Rider Adventures (Paperback)),9780142406120,9780142406120
BN0572,HC1049,I Am the Cheese,I Am the Cheese,9780375840395,9780375840395
BN0575,HC1670,Forgotten Fire,Forgotten Fire,9780440229179,9780440229179
BN0576,HC1451,Demonglass (Hex Hall Series #2),Demonglass(Hex Hall (Quality)),9781423128441,9781423128441
BN0579,HC1450,Dogsong,Dogsong,9781416939627,9781416939627
BN0581,HC0838,The Vampire's Assistant (Cirque Du Freak Series #2),The Vampire's Assistant(Cirque Du Freak: Saga of Darren Shan (Paperback)),9780316606844,9780316606844
BN0582,HC0978,Death Sentence: Escape from Furnace 3,Death Sentence(Escape from Tenopia),9780312674410,9780312674410
BN0585,HC1013,Frostbite (Vampire Academy Series #2),Frostbite(Vampire Academy (Paperback)),9781595141750,9781595141750
BN0586,HC1497,Everlost (Skinjacker Trilogy Series #1),Everlost(Skinjacker Trilogy),9781416997498,9781416997498
BN0587,HC0486,Scorpia Rising (Alex Rider Series #9),Scorpia Rising(Alex Rider Adventures (Paperback)),9780142419854,9780142419854
BN0588,HC1254,Article 5 (Article 5 Series #1),Article 5,9780765329615,9780765329615
BN0591,HC1547,Seeing Redd (Looking Glass Wars Series #2),Seeing Redd(Looking Glass Wars (Paperback)),9780142412091,9780142412091
BN0593,HC0145,Bronx Masquerade,Bronx Masquerade,9780142501894,9780142501894
BN0595,HC0475,Uprising: Three Young Women Caught in the Fire That Changed America,Uprising,9781416911722,9781416911722
BN0597,HC1075,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left for Dead,9780385730914,9780385730914
BN0602,HC0302,Code Orange,Code Orange,9780385732604,9780385732604
BN0605,HC1378,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight,9780316122399,9780316122399
BN0607,HC0667,Hope Was Here,Hope Was Here,9780142404249,9780142404249
BN0608,HC0609,Within Reach: My Everest Story,Within Reach,9780141304977,9780141304977
BN0611,HC1474,The Seven Songs (Merlin Saga Series #2),The Seven Songs(Merlin (Puffin)),9780142419205,9780142419205
BN0612,HC0162,Pretty Little Liars (Pretty Little Liars Series #1),Pretty Little Liars(Pretty Little Liars (Quality)),9780060887322,9780060887322
BN0614,HC1225,Shadow Kiss (Vampire Academy Series #3),Shadow Kiss(Vampire Academy (Paperback)),9781595141972,9781595141972
BN0615,HC0631,Just Listen,Just Listen,9780142410974,9780142410974
BN0617,HC0874,Redwall (Redwall Series #1),Redwall(Redwall (Ace Paperback)),9780441005482,9780441005482
BN0623,HC1865,ArchEnemy (Looking Glass Wars Series #3),ArchEnemy(Looking Glass Wars (Paperback)),9780142416891,9780142416891
BN0624,HC1590,Gossip Girl (Gossip Girl Series #1),Gossip Girl(Gossip Girl Novels (Paperback)),9780316910330,9780316910330
BN0625,HC1093,The Warrior Heir (The Heir Series #1),The Warrior Heir,9780786839179,9780786839179
BN0631,HC0465,The Truth about Forever,The Truth about Forever,9780142406250,9780142406250
BN0633,HC0220,Leviathan (Leviathan Series #1),Leviathan(Leviathan (Numbered)),9781416971740,9781416971740
BN0634,HC0461,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived a Thousand Years,9780689823954,9780689823954
BN0636,HC0356,Mexican WhiteBoy,Mexican Whiteboy,9780440239383,9780440239383
BN0641,HC0236,Pretties (Uglies Series #2),Pretties(Uglies Trilogy),9781442419803,9781442419803
BN0642,HC0426,Tiger's Curse (Tiger's Curse Series #1),Tiger's Curse(Tiger's Curse (Quality)),9781454902492,9781454902492
BN0644,HC0656,The Compound,The Compound,9780312578602,9780312578602
BN0645,HC0393,Skeleton Key (Alex Rider Series #3),Skeleton Key(Alex Rider Adventures (Paperback)),9780142406144,9780142406144
BN0646,HC0675,The Name of the Star (Shades of London Series #1),The Name of the Star(Shades of London (Quality - Trilogy)),9780142422052,9780142422052
BN0647,HC0619,Artemis Fowl; The Lost Colony,Artemis Fowl(Artemis Fowl (Quality)),9781423124948,9781423124948
BN0653,HC0369,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes,9780060094898,9780060094898
BN0654,HC0747,Artemis Fowl: The Time Paradox,The Time Paradox(Artemis Fowl (Quality)),9781423108375,9781423108375
BN0655,HC0623,The Cage,The Cage,9780689813214,9780689813214
BN0657,HC0764,The Disreputable History of Frankie Landau-Banks,The Disreputable History of Frankie Landau-Banks,9780786838196,9780786838196
BN0659,HC1708,An Acceptable Time (Time Quintet Series #5),An Acceptable Time(Madeleine L'Engle's Time Quintet),9780312368586,9780312368586
BN0660,HC0564,Boy Meets Boy,Boy Meets Boy,9780375832994,9780375832994
BN0665,HC0750,The Golden Compass (His Dark Materials Series #1),The Golden Compass(His Dark Materials (Paperback)),9780440418320,9780440418320
BN0670,HC0968,"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",The Iron Fey Boxed Set(Iron Fey - Trilogy),9780373210787,9780373210787
BN0674,HC0853,That Summer,That Summer,9780142401729,9780142401729
BN0675,HC0896,This Lullaby,This Lullaby,9780142501559,9780142501559
BN0676,HC0198,Little Brother,Little Brother,9780765323118,9780765323118
BN0678,HC0032,Beautiful Creatures (Beautiful Creatures Series #1),Beautiful Creatures(Beautiful Creatures),9780316231657,9780316231657
BN0683,HC1631,The Wizard Heir (The Heir Series #2),The Wizard Heir,9781423104889,9781423104889
BN0688,HC1059,Night Star (Immortals Series #5),Night Star(Immortal Brotherhood),9781250005946,9781250005946
BN0689,HC1006,The Success Principles for Teens: How to Get from Where You Are to Where You Want to Be,The Success Principles for Teens,9780757307270,9780757307270
BN0690,HC0702,Scorpia (Alex Rider Series #5),Scorpia(Alex Rider Adventures (Paperback)),9780142405789,9780142405789
BN0696,HC0417,Trash,Trash,9780385752169,9780385752169
BN0698,HC0693,Artemis Fowl: The Opal Deception,The Opal Deception(Artemis Fowl (Quality)),9781423124559,9781423124559
BN0702,HC0962,Dark Flame (Immortals Series #4),Dark Flame(Immortal Brotherhood),9780312583750,9780312583750
BN0703,HC1307,The Princess Diaries (Princess Diaries Series #1),The Princess Diaries(Princess Diaries Books),9780061479939,9780061479939
BN0705,HC1558,Living Dead Girl,Living Dead Girl,9781416960607,9781416960607
BN0706,HC1887,The Mirror of Fate (Merlin Saga Series #4),The Mirror of Fate(Merlin (Puffin)),9780142419229,9780142419229
BN0713,HC1205,The Wee Free Men: The First Tiffany Aching Adventure (Discworld Series #30),The Wee Free Men(Discworld),9780060012380,9780060012380
BN0717,HC0605,The Iron Queen (Iron Fey Series #3),The Iron Queen(Iron Fey - Trilogy),9780373210183,9780373210183
BN0720,HC0875,The Forest of Hands and Teeth (Forest of Hands and Teeth Series #1),The Forest of Hands and Teeth(Forest of Hands and Teeth),9780385736824,9780385736824
BN0723,HC1234,Keeping You a Secret,Keeping You a Secret,9780316009850,9780316009850
BN0724,HC0531,Marked (House of Night Series #1),Marked(House of Night Novels (Paperback)),9780312360269,9780312360269
BN0726,HC0533,The Dangerous Days of Daniel X (Daniel X Series #1),The Dangerous Days of Daniel X(Daniel X (Quality)),9780316119702,9780316119702
BN0728,HC0729,Untamed (House of Night Series #4),Untamed(House of Night Novels (Paperback)),9780312379834,9780312379834
BN0729,HC0709,The Vampire Diaries #3-4: The Fury and Dark Reunion,The Fury and Dark Reunion(Vampire Diaries),9780061140983,9780061140983
BN0733,HC0856,"Girl, Stolen","Girl, Stolen",9780312674755,9780312674755
BN0735,HC1555,Three Little Words: A Memoir,Three Little Words,9781416948070,9781416948070
BN0737,HC1132,The Dealer: Mission 2 (Cherub Series),The Dealer(Cherub),9781442413610,9781442413610
BN0746,HC0512,Thirst No. 5: The Sacred Veil,Thirst No. 5(Thirst (Paperback)),9781442467316,9781442467316
BN0747,HC0630,The Lying Game (Lying Game Series #1),The Lying Game(Lying Game (Paperback)),9780061869716,9780061869716
BN0752,HC0107,Bad Boy,Bad Boy,9780064472883,9780064472883
BN0753,HC0362,Parallel Journeys,Parallel Journeys,9780689832369,9780689832369
BN0757,HC1974,Peter and the Secret of Rundoon (Starcatchers Series #3),Peter and the Secret of Rundoon(Starcatchers (Paperback)),9781423123262,9781423123262
BN0763,HC0384,Artemis Fowl; The Arctic Incident,The Arctic Incident(Artemis Fowl (Quality)),9781423124542,9781423124542
BN0765,HC0622,The Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants(Sisterhood of the Traveling Pants (Paperback)),9780385730587,9780385730587
