ID,Title,Author,Price,ISBN13,Publisher,Publication_Date,Pages,Dimensions
BN0036,Harry Potter and the Goblet of Fire (Harry Potter Series #4),J. K. Rowling,$7.92 ,9780439139601,"Scholastic, Inc.",9/28/02,752.0,5.20(w) x 7.50(h) x 1.90(d)
BN0037,Black Boy,Richard Wright,$13.39 ,9780061130243,HarperCollins Publishers,3/27/07,448.0,5.31(w) x 8.00(h) x 1.00(d)
BN0038,Breaking Dawn,Stephenie Meyer,$11.47 ,9780316067935,"Little, Brown Books for Young Readers",8/3/10,768.0,5.40(w) x 8.20(h) x 2.20(d)
BN0039,Monsters of Men (Reissue with bonus short story) (Chaos Walking Series #3),Patrick Ness,$8.47 ,9780763676193,Candlewick Press,7/22/14,643.0,5.30(w) x 8.50(h) x 1.90(d)
BN0040,Winger,Andrew Smith,$11.00 ,9781442444935,Simon & Schuster Books For Young Readers,9/2/14,464.0,5.50(w) x 8.10(h) x 1.30(d)
BN0041,A Wrinkle in Time (Time Quintet Series #1),Madeleine L'Engle,$6.99 ,9780312367541,Square Fish,5/1/07,256.0,5.32(w) x 7.74(h) x 0.67(d)
BN0042,Paper Towns,John Green,$9.99 ,9780142414934,Penguin Young Readers Group,9/22/09,336.0,5.48(w) x 8.28(h) x 0.84(d)
BN0043,The Book Thief,Markus Zusak,$7.92 ,9780375842207,Random House Children's Books,9/11/07,576.0,5.10(w) x 7.90(h) x 1.40(d)
BN0044,Thirteen Reasons Why,Jay Asher,$6.92 ,9781595141880,Penguin Young Readers Group,6/14/11,336.0,5.40(w) x 8.20(h) x 1.00(d)
BN0045,Throne of Glass (Throne of Glass Series #1),Sarah J. Maas,$6.83 ,9781619630345,Bloomsbury USA,5/7/13,432.0,5.50(w) x 8.20(h) x 1.20(d)
BN0046,The House on Mango Street,Sandra Cisneros,$6.54 ,9780679734772,Knopf Doubleday Publishing Group,1/28/84,144.0,5.30(w) x 8.06(h) x 0.44(d)
BN0047,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,$10.01 ,9780316013697,"Little, Brown Books for Young Readers",4/1/09,288.0,5.40(w) x 8.20(h) x 0.80(d)
BN0048,The 7 Habits of Highly Effective Teens,Sean Covey,$10.12 ,9781476764665,Touchstone,5/27/14,288.0,6.20(w) x 9.04(h) x 0.62(d)
BN0049,Crown of Midnight (Throne of Glass Series #2),Sarah J. Maas,$9.41 ,9781619630642,Bloomsbury USA,9/2/14,448.0,5.50(w) x 8.20(h) x 1.30(d)
BN0050,A Separate Peace,John Knowles,$7.73 ,9780743253970,Scribner,10/7/03,208.0,5.50(w) x 8.40(h) x 0.60(d)
BN0051,The Maze Runner (Maze Runner Series #1),James Dashner,$6.49 ,9780385737951,Random House Children's Books,8/24/10,400.0,8.54(w) x 11.04(h) x 0.87(d)
BN0052,An Abundance of Katherines,John Green,$9.99 ,9780142410707,Penguin Young Readers Group,10/16/08,272.0,5.40(w) x 8.20(h) x 0.80(d)
BN0053,If I Stay,Gayle Forman,$6.96 ,9780142415436,Penguin Young Readers Group,4/6/10,320.0,5.92(w) x 7.84(h) x 0.88(d)
BN0054,The Handmaid's Tale,Margaret Atwood,$8.92 ,9780385490818,Knopf Doubleday Publishing Group,3/28/98,320.0,5.20(w) x 7.90(h) x 0.80(d)
BN0055,The Hobbit,J. R. R. Tolkien,$8.46 ,9780547928227,Houghton Mifflin Harcourt,9/18/12,320.0,5.40(w) x 8.20(h) x 1.00(d)
BN0056,Insurgent (B&N Exclusive Edition) (Divergent Series #2),Veronica Roth,$10.41 ,9780062388452,HarperCollins Children's Books,1/20/15,592.0,5.20(w) x 7.90(h) x 1.50(d)
BN0057,Number the Stars,Lois Lowry,$7.99 ,9780547577098,Houghton Mifflin Harcourt,5/2/11,156.0,5.13(w) x 7.63(h) x 0.40(d)
BN0058,End of Days (Penryn and the End of Days Series #3),Susan Ee,$9.99 ,9781477829707,Amazon Childrens Publishing,5/12/15,331.0,5.40(w) x 8.20(h) x 1.00(d)
BN0059,Hatchet (Brian's Saga Series #1),Gary Paulsen,$7.99 ,9781416936473,Simon & Schuster Books For Young Readers,1/23/07,192.0,5.12(w) x 7.62(h) x 0.50(d)
BN0060,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia Series #2)",C. S. Lewis,$6.99 ,9780064471046,HarperCollins Publishers,3/28/02,224.0,4.10(w) x 6.70(h) x 0.60(d)
BN0061,Catch-22,Joseph Heller,$10.72 ,9781451626650,Simon & Schuster,4/5/11,544.0,5.50(w) x 8.20(h) x 1.40(d)
BN0062,Ender's Game (Ender Quintet Series #1),Orson Scott Card,$7.99 ,9780812550702,Tom Doherty Associates,7/15/94,352.0,6.70(w) x 4.10(h) x 1.10(d)
BN0063,"Will Grayson, Will Grayson",John Green,$7.96 ,9780142418475,Penguin Young Readers Group,4/5/11,352.0,5.36(w) x 8.16(h) x 0.90(d)
BN0064,Me and Earl and the Dying Girl (Movie Tie-in Edition),Jesse Andrews,$9.95 ,9781419719462,Amulet Paperbacks,5/26/15,336.0,5.40(w) x 8.20(h) x 1.10(d)
BN0065,Persepolis: The Story of a Childhood,Marjane Satrapi,$9.79 ,9780375714573,Knopf Doubleday Publishing Group,6/1/04,160.0,6.01(w) x 8.85(h) x 0.45(d)
BN0066,"The Selection Series Box Set: The Selection, The Elite, The One",Kiera Cass,$23.11 ,9780062402660,HarperCollins Publishers,5/5/15,1056.0,5.50(w) x 8.20(h) x 2.80(d)
BN0067,Cinder (Lunar Chronicles Series #1),Marissa Meyer,$9.99 ,9781250007209,Square Fish,1/8/13,448.0,5.66(w) x 8.04(h) x 1.17(d)
BN0068,The One (Selection Series #3),Kiera Cass,$9.99 ,9780062060006,HarperCollins Publishers,5/5/15,368.0,5.30(w) x 7.90(h) x 1.00(d)
BN0069,Heir of Fire (Throne of Glass Series #3),Sarah J. Maas,$9.05 ,9781619630673,Bloomsbury USA,9/1/15,592.0,5.50(w) x 8.40(h) x 1.50(d)
BN0070,The Hunger Games (Hunger Games Series #1),Suzanne Collins,$7.37 ,9780439023528,"Scholastic, Inc.",7/1/10,384.0,8.14(w) x 5.40(h) x 0.76(d)
BN0071,John Green Box Set,John Green,$26.43 ,9780147515001,Penguin Young Readers Group,10/2/14,,5.60(w) x 8.40(h) x 3.60(d)
BN0072,I Know Why the Caged Bird Sings,Maya Angelou,$7.99 ,9780345514400,Random House Publishing Group,4/21/09,304.0,4.10(w) x 6.80(h) x 1.00(d)
BN0073,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire S��enz,$9.45 ,9781442408937,Simon & Schuster Books For Young Readers,4/1/14,368.0,5.40(w) x 8.20(h) x 1.10(d)
BN0074,The Elite (Selection Series #2),Kiera Cass,$9.99 ,9780062059970,HarperCollins Publishers,5/6/14,352.0,5.20(w) x 7.90(h) x 1.00(d)
BN0075,Cress (Lunar Chronicles Series #3),Marissa Meyer,$8.27 ,9781250007223,Square Fish,1/27/15,592.0,5.40(w) x 8.20(h) x 1.70(d)
BN0076,Speak,Laurie Halse Anderson,$9.99 ,9780312674397,Square Fish,5/10/11,224.0,5.40(w) x 8.10(h) x 0.70(d)
BN0077,Macbeth (No Fear Shakespeare Series),SparkNotes,$5.95 ,9781586638467,Spark,4/15/03,240.0,5.20(w) x 7.40(h) x 0.80(d)
BN0078,Harry Potter and the Chamber of Secrets (Harry Potter Series #2),J. K. Rowling,$7.20 ,9780439064873,"Scholastic, Inc.",8/28/00,352.0,5.20(w) x 7.50(h) x 1.10(d)
BN0079,The Selection (Selection Series #1),Kiera Cass,$9.99 ,9780062059949,HarperCollins Publishers,3/26/13,327.0,5.20(w) x 7.90(h) x 1.00(d)
BN0080,The Boy in the Striped Pajamas,John Boyne,$9.99 ,9780385751537,Random House Children's Books,10/23/07,240.0,5.17(w) x 8.04(h) x 0.53(d)
BN0081,Beloved,Toni Morrison,$9.52 ,9781400033416,Knopf Doubleday Publishing Group,6/8/04,352.0,5.10(w) x 7.90(h) x 0.90(d)
BN0082,The Fault in Our Stars,John Green,$7.92 ,9780142424179,Penguin Young Readers Group,4/8/14,336.0,5.40(w) x 8.20(h) x 1.10(d)
BN0083,City of Fallen Angels (The Mortal Instruments Series #4),Cassandra Clare,$9.06 ,9781442403550,Margaret K. McElderry Books,10/2/12,448.0,5.68(w) x 8.04(h) x 1.16(d)
BN0084,City of Lost Souls (The Mortal Instruments Series #5),Cassandra Clare,$9.24 ,9781442416871,Margaret K. McElderry Books,3/4/14,560.0,5.50(w) x 8.20(h) x 1.60(d)
BN0085,City of Bones (The Mortal Instruments Series #1),Cassandra Clare,$8.89 ,9781416955078,Margaret K. McElderry Books,2/19/08,528.0,5.40(w) x 8.10(h) x 1.40(d)
BN0086,Unwind (Unwind Dystology Series #1),Neal Shusterman,$7.59 ,9781416912057,Simon & Schuster Books For Young Readers,6/2/09,352.0,5.50(w) x 8.25(h) x 1.00(d)
BN0087,Treasure Island (Barnes & Noble Classics Series),Robert Louis Stevenson,$6.25 ,9781593082475,Barnes & Noble,3/1/05,304.0,5.20(w) x 7.90(h) x 0.90(d)
BN0088,Dorothy Must Die (Dorothy Must Die Series #1),Danielle Paige,$9.99 ,9780062280688,HarperCollins Publishers,3/31/15,480.0,5.30(w) x 8.00(h) x 1.10(d)
BN0089,Really Professional Internet Person,Jenn McAllister,$11.99 ,9780545861120,"Scholastic, Inc.",8/25/15,240.0,6.90(w) x 8.90(h) x 0.50(d)
BN0090,The Bluest Eye,Toni Morrison,$9.34 ,9780307278449,Knopf Doubleday Publishing Group,5/8/07,224.0,5.20(w) x 8.00(h) x 0.60(d)
BN0091,Vampire Academy Box Set 1-6,Richelle Mead,$35.36 ,9781595147585,Penguin Young Readers Group,12/31/13,2784.0,7.70(w) x 8.50(h) x 5.60(d)
BN0092,Scarlet (Lunar Chronicles Series #2),Marissa Meyer,$9.99 ,9781250007216,Square Fish,2/4/14,512.0,5.50(w) x 8.20(h) x 1.60(d)
BN0093,Harry Potter and the Prisoner of Azkaban (Harry Potter Series #3),J. K. Rowling,$6.82 ,9780439136365,"Scholastic, Inc.",9/11/01,448.0,5.66(w) x 7.86(h) x 1.04(d)
BN0094,The Chronicles of Narnia (Boxed Set) (Collector's Edition),C. S. Lewis,$39.28 ,9780064409391,HarperCollins Publishers,8/1/00,,5.25(w) x 7.93(h) x 5.62(d)
BN0095,Shatter Me (Shatter Me Series #1),Tahereh Mafi,$9.99 ,9780062085504,HarperCollins Publishers,10/2/12,368.0,5.20(w) x 7.90(h) x 0.90(d)
BN0096,The Bell Jar,Sylvia Plath,$12.26 ,9780061148514,HarperCollins Publishers,6/11/13,288.0,5.50(w) x 8.25(h) x 0.72(d)
BN0097,Flowers for Algernon,Daniel Keyes,$7.70 ,9780156030304,Houghton Mifflin Harcourt,5/1/05,324.0,5.31(w) x 8.00(h) x 0.85(d)
BN0098,Since You've Been Gone,Morgan Matson,$9.99 ,9781442435018,Simon & Schuster Books For Young Readers,5/5/15,480.0,8.20(w) x 5.50(h) x 1.20(d)
BN0099,City of Ashes (The Mortal Instruments Series #2),Cassandra Clare,$10.44 ,9781416972242,Margaret K. McElderry Books,3/24/09,512.0,5.56(w) x 8.30(h) x 1.29(d)
BN0100,"The Mortal Instruments Series (5 books): City of Bones; City of Ashes; City of Glass; City of Fallen Angels, City of Lost Souls",Cassandra Clare,$42.11 ,9781481400831,Margaret K. McElderry Books,3/4/14,2592.0,6.90(w) x 8.50(h) x 5.70(d)
BN0101,Light (Gone Series #6),Michael Grant,$9.99 ,9780061449208,HarperCollins Publishers,4/8/14,448.0,5.20(w) x 7.90(h) x 1.00(d)
BN0102,Adventures of Tom Sawyer (Barnes & Noble Classics Series),Mark Twain,$6.25 ,9781593081393,Barnes & Noble,3/1/08,256.0,7.94(w) x 5.32(h) x 0.71(d)
BN0103,The Assassin's Blade: The Throne of Glass Novellas,Sarah J. Maas,$8.44 ,9781619635173,Bloomsbury USA,3/3/15,464.0,5.40(w) x 8.10(h) x 1.30(d)
BN0104,Lola and the Boy Next Door,Stephanie Perkins,$7.68 ,9780142422014,Penguin Young Readers Group,7/9/13,368.0,5.78(w) x 8.08(h) x 0.98(d)
BN0105,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide Series #1),Douglas Adams,$7.99 ,9780345391803,Random House Publishing Group,9/28/95,224.0,6.90(w) x 10.92(h) x 0.62(d)
BN0106,The Hunger Games Trilogy Boxset (Paperback Classic Collection),Suzanne Collins,$22.27 ,9780545670319,"Scholastic, Inc.",6/24/14,,5.40(w) x 8.20(h) x 2.50(d)
BN0107,Anna and the French Kiss,Stephanie Perkins,$8.77 ,9780142419403,Penguin Young Readers Group,8/4/11,400.0,5.60(w) x 8.20(h) x 1.30(d)
BN0108,The Eye of Minds (Mortality Doctrine Series #1),James Dashner,$9.99 ,9780385741408,Random House Children's Books,7/22/14,336.0,5.50(w) x 8.20(h) x 0.90(d)
BN0109,City of Glass (The Mortal Instruments Series #3),Cassandra Clare,$10.38 ,9781416972259,Margaret K. McElderry Books,8/3/10,576.0,5.56(w) x 8.24(h) x 1.46(d)
BN0110,Hidden (House of Night Series #10),P. C. Cast,$9.99 ,9781250041746,St. Martin's Press,3/25/14,320.0,5.40(w) x 8.20(h) x 1.00(d)
BN0111,It's Kind of a Funny Story,Ned Vizzini,$9.99 ,9780786851973,Disney-Hyperion,4/3/07,464.0,5.40(w) x 8.20(h) x 1.00(d)
BN0112,Gathering Blue,Lois Lowry,$9.99 ,9780547904146,Houghton Mifflin Harcourt,3/5/13,241.0,5.40(w) x 8.20(h) x 0.70(d)
BN0113,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,$11.90 ,9780345453747,Random House Publishing Group,4/30/02,832.0,6.11(w) x 9.17(h) x 1.40(d)
BN0114,Asylum (Asylum Series #1),Madeleine Roux,$9.99 ,9780062220974,HarperCollins Publishers,8/26/14,336.0,5.20(w) x 7.90(h) x 1.00(d)
BN0115,The Dead (Enemy Series #2),Charlie Higson,$9.99 ,9781484721452,Disney-Hyperion,5/20/14,512.0,5.40(w) x 8.20(h) x 1.30(d)
BN0116,Stargirl,Jerry Spinelli,$6.99 ,9780440416777,Random House Children's Books,5/11/04,208.0,4.25(w) x 6.88(h) x 0.55(d)
BN0117,Alice's Adventures in Wonderland and Through the Looking Glass (Barnes & Noble Classics Series),Lewis Carroll,$7.15 ,9781593080150,Barnes & Noble,1/1/04,320.0,4.13(w) x 6.75(h) x 0.80(d)
BN0118,People Puzzler: BIG Book of Puzzles!,Editors of People Magazine,$5.38 ,9780594652380,"Time Home Entertainment, Inc",11/27/12,416.0,9.80(w) x 7.90(h) x 0.70(d)
BN0119,Champion (Marie Lu's Legend Series #3),Marie Lu,$9.99 ,9780147512284,Penguin Young Readers Group,9/9/14,400.0,5.40(w) x 8.20(h) x 1.30(d)
BN0120,"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, Inheritance)",Christopher Paolini,$31.58 ,9780449813225,Random House Children's Books,10/23/12,880.0,6.00(w) x 8.30(h) x 5.75(d)
BN0121,The Fill-In Boyfriend,Kasie West,$9.99 ,9780062336385,HarperCollins Publishers,5/5/15,352.0,5.31(w) x 8.00(h) x 0.72(d)
BN0122,Prodigy (Marie Lu's Legend Series #2),Marie Lu,$9.99 ,9780142427552,Penguin Young Readers Group,4/8/14,400.0,5.40(w) x 8.20(h) x 1.20(d)
BN0123,Clockwork Princess (Infernal Devices Series #3),Cassandra Clare,$10.65 ,9781416975915,Margaret K. McElderry Books,11/11/14,608.0,5.40(w) x 8.10(h) x 1.70(d)
BN0124,Hunt for Jade Dragon (Michael Vey Series #4),Richard Paul Evans,$9.07 ,9781481424394,Simon Pulse/Mercury Ink,5/5/15,336.0,5.90(w) x 9.00(h) x 0.90(d)
BN0125,Clockwork Angel (The Infernal Devices Series #1),Cassandra Clare,$10.17 ,9781416975878,Margaret K. McElderry Books,10/4/11,512.0,5.50(w) x 8.26(h) x 1.32(d)
BN0126,The 100 (The 100 Series #1),Kass Morgan,$8.04 ,9780316234498,"Little, Brown Books for Young Readers",3/18/14,336.0,5.50(w) x 8.25(h) x 1.00(d)
BN0127,The Twilight Saga White Collection,Stephenie Meyer,$38.68 ,9780316243988,"Little, Brown Books for Young Readers",12/4/12,2720.0,7.60(w) x 8.50(h) x 5.60(d)
BN0128,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,$8.95 ,9780156035217,Houghton Mifflin Harcourt,10/8/07,512.0,4.20(w) x 6.90(h) x 1.40(d)
BN0129,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,$9.87 ,9780312626686,Picador,8/2/11,256.0,8.04(w) x 5.62(h) x 0.72(d)
BN0130,I Am Number Four (Lorien Legacies Series #1),Pittacus Lore,$9.99 ,9780061969577,HarperCollins Publishers,8/23/11,496.0,5.20(w) x 7.80(h) x 1.30(d)
BN0131,The Beginning of Everything,Robyn Schneider,$9.99 ,9780062217141,HarperCollins Publishers,7/29/14,352.0,5.20(w) x 7.80(h) x 0.90(d)
BN0132,Crime and Punishment (Barnes & Noble Classics Series),Fyodor Dostoevsky,$8.60 ,9781593080815,Barnes & Noble,2/1/07,576.0,5.19(w) x 8.00(h) x 1.44(d)
BN0133,The House of the Scorpion,Nancy Farmer,$6.70 ,9780689852237,Atheneum Books for Young Readers,4/27/04,400.0,5.50(w) x 8.20(h) x 1.10(d)
BN0134,If I Stay Collection,Gayle Forman,$15.46 ,9780147515025,Penguin Young Readers Group,7/1/14,,5.60(w) x 8.40(h) x 1.80(d)
BN0135,Uglies (Uglies Series #1),Scott Westerfeld,$7.45 ,9781442419810,Simon Pulse,5/3/11,432.0,8.04(w) x 5.58(h) x 1.16(d)
BN0136,The Kiss of Deception (Remnant Chronicles Series #1),Mary E. Pearson,$8.44 ,9781250063151,Square Fish,6/2/15,512.0,5.40(w) x 8.20(h) x 1.00(d)
BN0137,The Testing (The Testing Trilogy Series #1),Joelle Charbonneau,$9.99 ,9780544336230,Houghton Mifflin Harcourt,1/6/15,352.0,5.40(w) x 8.20(h) x 1.10(d)
BN0138,In the Time of the Butterflies,Julia Alvarez,$11.53 ,9781565129764,Algonquin Books of Chapel Hill,1/12/10,352.0,5.40(w) x 8.10(h) x 1.10(d)
BN0139,Every Day,David Levithan,$9.99 ,9780307931894,Random House Children's Books,9/10/13,384.0,5.78(w) x 8.04(h) x 0.82(d)
BN0140,Angela's Ashes: A Memoir,Frank McCourt,$10.11 ,9780684842677,Scribner,5/25/99,368.0,5.50(w) x 8.30(h) x 0.90(d)
BN0141,The Fear (Enemy Series #3),Charlie Higson,$9.99 ,9781484721445,Disney-Hyperion,5/20/14,496.0,5.40(w) x 8.10(h) x 1.10(d)
BN0142,Ice Kissed (Kanin Chronicles Series #2),Amanda Hocking,$9.99 ,9781250049872,St. Martin's Press,5/5/15,320.0,5.40(w) x 8.20(h) x 1.00(d)
BN0143,The Unbecoming of Mara Dyer (Mara Dyer Trilogy Series #1),Michelle Hodkin,$8.07 ,9781442421776,Simon & Schuster Books For Young Readers,10/23/12,456.0,5.60(w) x 8.04(h) x 1.25(d)
BN0144,Homecoming (The 100 Series #3),Kass Morgan,$10.47 ,9780316381963,"Little, Brown Books for Young Readers",2/24/15,352.0,5.40(w) x 8.20(h) x 1.00(d)
BN0145,"Dorothy Must Die Stories: No Place Like Oz, The Witch Must Burn, The Wizard Returns",Danielle Paige,$9.99 ,9780062280794,HarperCollins Publishers,3/3/15,416.0,5.31(w) x 8.00(h) x 0.93(d)
BN0146,Revealed (House of Night Series #11),P. C. Cast,$9.99 ,9781250061409,St. Martin's Press,1/20/15,320.0,5.40(w) x 8.20(h) x 1.00(d)
BN0147,The Cellar,Natasha Preston,$9.99 ,9781492600978,Sourcebooks,3/1/14,368.0,5.50(w) x 8.25(h) x 0.95(d)
BN0148,Monster,Walter Dean Myers,$9.99 ,9780064407311,HarperCollins Publishers,12/28/04,304.0,4.93(w) x 7.17(h) x 0.88(d)
BN0149,I Am the Messenger,Markus Zusak,$6.70 ,9780375836671,Random House Children's Books,5/9/06,368.0,5.25(w) x 8.00(h) x 0.80(d)
BN0150,The Lost World,Michael Crichton,$6.14 ,9780345538994,Random House Publishing Group,10/30/12,432.0,4.19(w) x 7.52(h) x 1.00(d)
BN0151,Unhinged (Splintered Series #2),A. G. Howard,$8.95 ,9781419713736,Amulet Books,1/6/15,416.0,5.40(w) x 8.10(h) x 1.30(d)
BN0152,"The Mortal Instruments, the Complete Collection: City of Bones; City of Ashes; City of Glass; City of Fallen Angels; City of Lost Souls; City of Heavenly Fire",Cassandra Clare,$54.11 ,9781481444439,Margaret K. McElderry Books,9/1/15,3488.0,8.70(w) x 9.10(h) x 5.70(d)
BN0153,World After (Penryn and the End of Days Series #2),Susan Ee,$7.99 ,9781477817285,Amazon Childrens Publishing,11/19/13,320.0,5.40(w) x 8.20(h) x 0.90(d)
BN0154,Watership Down,Richard Adams,$12.60 ,9780743277709,Scribner,11/1/05,496.0,5.20(w) x 7.90(h) x 1.10(d)
BN0155,Nothing But the Truth: A Documentary Novel,Avi,$6.99 ,9780545174152,"Scholastic, Inc.",1/1/10,208.0,5.20(w) x 7.40(h) x 0.70(d)
BN0156,Unravel Me (Shatter Me Series #2),Tahereh Mafi,$9.99 ,9780062085542,HarperCollins Publishers,12/31/13,496.0,5.30(w) x 7.80(h) x 1.50(d)
BN0157,The Fall of Five (Lorien Legacies Series #4),Pittacus Lore,$9.99 ,9780061974632,HarperCollins Publishers,7/22/14,416.0,5.20(w) x 7.90(h) x 1.20(d)
