ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
BN0872,HC0212,,The Chaos of Stars,Woods Runner,9.78006E+12,9.78038E+12
BN2412,HC2367,,"Spectrum Science Test Practice, Grade 8",Pod,9.78077E+12,9.78161E+12
BN1321,HC1935,,Two Truths and a Lie (The Lying Game Series #3),The Drama Years,9.78006E+12,9.78145E+12
BN2975,HC2350,,Eulalia! (Redwall Series #19),Rooftop,9.78044E+12,9.78014E+12
BN0645,HC0648,,Skeleton Key (Alex Rider Series #3),Things Not Seen,9.78014E+12,9.78014E+12
BN0530,HC0181,,Breaking Through,Go Ask Alice,9.78062E+12,9.78142E+12
BN2539,HC2312,,Fox Forever: The Jenna Fox Chronicles,Off Course(a Circuit),9.78125E+12,9.7816E+12
BN1653,HC2314,,Rules of the Road,The Pigman's Legacy,9.78014E+12,9.78006E+12
BN2165,HC2229,,"When Plague Strikes: The Black Death, Smallpox, AIDS",Hush,9.78006E+12,9.7808E+12
BN1531,HC1047,,Dreamless,Cross My Heart and Hope to Spy(Gallagher Girls),9.78006E+12,9.78142E+12
BN1483,HC0151,,Green Angel,The Mysterious Benedict Society and the Prisoner's Dilemma(Mysterious Benedict Society (Paperback)),9.78055E+12,9.78032E+12
BN1692,HC1532,,The Crossing,Warriors: Skyclan and the Stranger #2(Warriors: Skyclan and the Stranger),9.78044E+12,9.78006E+12
BN1332,HC2928,,The Secrets of the Immortal Nicholas Flamel: The First Codex (Books #1-3),Harry Houdini(DK Biography (Paperback)),9.78038E+12,9.78076E+12
BN0284,HC3072,,Uglies: Uglies; Pretties; Specials; Extras,"Step-By-Step Problem Solving, Grade 5(Singapore Math)",9.78144E+12,9.78161E+12
BN1547,HC0317,,The Mindful Teen: Powerful Skills to Help You Handle Stress One Moment at a Time,Warriors: Omen of the Stars #5(Warriors: Omen of the Stars),9.78163E+12,9.78006E+12
BN0890,HC0914,,Schindler's List,Mud City,9.78067E+12,9.78089E+12
BN2641,HC0102,,The International Cookbook for Kids,Farewell to Manzanar,9.78076E+12,9.78055E+12
BN0146,HC2911,,Revealed (House of Night Series #11),China's Son,9.78125E+12,9.78044E+12
BN2539,HC1129,,Fox Forever: The Jenna Fox Chronicles,The Book of Lost Things,9.78125E+12,9.78144E+12
BN0571,HC1741,,The Rithmatist,Phoenix Rising,9.78077E+12,9.78031E+12
BN1056,HC2913,,You Know You Love Me (Gossip Girl Series #2),The Unseen: It Begins/Rest in Peace(Unseen),9.78032E+12,9.78014E+12
BN1375,HC0015,,The Divide (Secret Circle Series #4),Esperanza Rising,9.78006E+12,9.78044E+12
BN2429,HC0571,,Chicken Soup for the Soul: Teens Talk Tough Times: Stories about the Hardest Parts of Being a Teenager,This Is Not a Test,9.78194E+12,9.78031E+12
BN1572,HC2486,,Please Stop Laughing at Me: One Woman's Inspirational Story,The Smart Teens' Guide to Living with Intensity,9.78144E+12,9.78194E+12
BN2021,HC2487,,Twenty Boy Summer,House of Night Tp Boxed Set (Books 5-8)(House of Night Novels),9.78032E+12,9.78125E+12
BN1662,HC1388,,Rise (Nightshade Series #5),Knights of the Hill Country,9.78014E+12,9.78055E+12
BN1613,HC2190,,"The Teen's Guide to World Domination: Advice on Life, Liberty, and the Pursuit of Awesomeness",What Happened to Goodbye,9.78031E+12,9.78014E+12
BN0561,HC2810,,Mort (Discworld Series #4),Coin Magic [With Double-Headed Quarter],9.78006E+12,9.78157E+12
BN0982,HC1210,,Alice's Adventures in Wonderland,Who Am I Without Him?,9.78014E+12,9.78142E+12
BN0067,HC1436,,Cinder (Lunar Chronicles Series #1),Scary Stories 3(Scary Stories Scary Stories),9.78125E+12,9.78006E+12
BN1214,HC2787,,After the End (After the End Series #1),Temptation(Harlequin Teen),9.78006E+12,9.78037E+12
BN1445,HC0332,,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Twisted,9.78068E+12,9.78014E+12
BN1273,HC2383,,"Blue Bloods Box Set, Books 1 - 3 (Blue Bloods Series)",Ink Exchange(Wicked Lovely (Paper)),9.78142E+12,9.78006E+12
BN2374,HC0845,,On Two Feet and Wings,Bearstone,9.78148E+12,9.78069E+12
BN1874,HC1936,,I'll Be There,The End of the World Club(Jaguar Stones),9.78032E+12,9.78161E+12
BN1070,HC1611,,Three (Article 5 Series #3),The Ultimate Guide to Your Microscope,9.78077E+12,9.7814E+12
BN0162,HC2212,,Attack of the Fiend (Last Apprentice Series #4),The Cardturner,9.78006E+12,9.78039E+12
BN1210,HC1649,,Wake (Wake Trilogy Series #1),The River Between Us,9.78142E+12,9.78014E+12
BN1270,HC1379,,Embrace (Jessica Shirvington's Embrace Series #1),Notes from the Dog,9.7814E+12,9.78038E+12
BN2172,HC0097,,"Spectrum Writing, Grade 6",Black Ships Before Troy,9.78077E+12,9.78055E+12
BN3013,HC2004,,Teenage Love Affair,Dead Is a Battlefield(Dead Is (Paper)),9.78076E+12,9.78055E+12
BN2489,HC1798,,The Craving (The Vampire Diaries: Stefan's Diaries Series #3),Inside Out,9.78006E+12,9.78006E+12
BN0935,HC0692,,Make Lemonade (Make Lemonade Trilogy #1),Foretold(Demon Trappers),9.78081E+12,9.78125E+12
BN1447,HC1254,,Killer (Pretty Little Liars Series #6),Article 5,9.78006E+12,9.78077E+12
BN1719,HC2565,,This Is Not a Test,Burger Wuss,9.78031E+12,9.78076E+12
BN3009,HC1363,,The Hunt (Hunt Trilogy Series #1),The Wave,9.78125E+12,9.78031E+12
BN0679,HC0554,,Follow the River,The Final Warning(Maximum Ride (Quality)),9.78035E+12,9.78032E+12
BN1027,HC0624,,Thirst No. 4: The Shadow of Death,Ray & Me(Baseball Card Adventures (Paperback)),9.78144E+12,9.78006E+12
BN0256,HC3077,,Siege and Storm (Grisha Trilogy Series #2),Tithe(Modern Faerie Tale),9.78125E+12,9.78069E+12
BN2170,HC2969,,"Bloody Jack: Being an Account of the Curious Adventures of Mary Jacky Faber, Ship's Boy (Bloody Jack Adventure Series #1)",Human Anatomy in Full Color(Dover Children's Science Books),9.78015E+12,9.78049E+12
BN0856,HC0059,,Bite Club (Morganville Vampires Series #10),It's Kind of a Funny Story,9.78045E+12,9.78079E+12
BN1671,HC2188,,"The Earth, My Butt, and Other Big Round Things",Middle School(Chicken Soup for the Soul (Chicken Soup for the Soul)),9.78076E+12,9.78194E+12
BN2444,HC2479,,MindWar,Night of the Black Bear(Mysteries in Our National Parks (Unnumbered)),9.7814E+12,9.78143E+12
BN1646,HC0981,,Painless Reading Comprehension,Empty,9.78076E+12,9.78055E+12
BN2059,HC1135,,Going Too Far,Breaking Dawn(Twilight Saga (Paperback)),9.78142E+12,9.78032E+12
BN1534,HC0956,,Night World #7-9: Huntress; Black Dawn; Witchlight,Keeping the Moon,9.78142E+12,9.78014E+12
BN2514,HC1534,,See Jane Run,Lucy in the Sky,9.7814E+12,9.78144E+12
BN1073,HC0514,,Memoirs of a Teenage Amnesiac,Escaping the Giant Wave,9.78031E+12,9.78069E+12
BN0745,HC1303,,Curse of the Bane (Last Apprentice Series #2),The Ghost in the Tokaido Inn(Samurai Mysteries (Paperback)),9.78006E+12,9.78014E+12
BN2131,HC1109,,The Secret Hour (Midnighters Series #1),Teen Angst? Naaah...,9.78006E+12,9.78039E+12
BN0742,HC0678,,Bad Girls Don't Die (Bad Girls Don't Die Series #1),145th Street,9.78142E+12,9.78031E+12
BN1542,HC0428,,Crystal Singer (Crystal Singer Series #1),The White Mountains(Tripods (Paperback)),9.78035E+12,9.78069E+12
BN0682,HC1231,,"The Goddess Test Boxed Set: The Goddess Test, Goddess Interrupted, The Goddess Inheritance,The Goddess Legacy",Give a Boy a Gun,9.78037E+12,9.78069E+12
BN1201,HC1142,,This Song Will Save Your Life,The Short Second Life of Bree Tanner(Twilight Saga (Paperback)),9.78125E+12,9.78032E+12
BN1712,HC2978,,Necropolis (The Gatekeepers Series #4),A Stone in My Hand,9.78044E+12,9.78076E+12
BN0885,HC2362,,The Living,A Boy No More(Aladdin Historical Fiction),9.78039E+12,9.78142E+12
BN0761,HC0113,,Nil (Nil Series #1),The Wave,9.78125E+12,9.78044E+12
BN0697,HC0403,,The Mists of Avalon (Avalon Series #1),Unbelievable(Pretty Little Liars (Quality)),9.78035E+12,9.78006E+12
BN1687,HC1993,,Love Letters to the Dead,The Dragon of Avalon(Merlin (Puffin)),9.78125E+12,9.78014E+12
BN2024,HC0602,,The Juvie Three,Weedflower,9.78142E+12,9.78142E+12
BN0355,HC0104,,Twelfth Night (Folger Shakespeare Library Series),A Tale Dark & Grimm,9.78074E+12,9.78014E+12
BN1724,HC0334,,Steck-Vaughn Core Skills Mathematics: Workbook Grade 7,Seventeen Ultimate Guide to Beauty,9.78054E+12,9.78076E+12
BN1357,HC0483,,Star Wars The Hand of Thrawn #1: Specter of the Past,A Wizard of Earthsea(Earthsea Cycle),9.78055E+12,9.78055E+12
BN1959,HC0831,,The Boy Who Knew Too Much,Flygirl,9.78194E+12,9.78014E+12
BN1622,HC0554,,Taste of Salt: A Story of Modern Haiti,The Final Warning(Maximum Ride (Quality)),9.78006E+12,9.78032E+12
BN0385,HC2047,,Nick and Norah's Infinite Playlist,"All the People, Since 1945",9.78038E+12,9.7802E+12
BN1831,HC0136,,Back and Deader Than Ever (Monster High Series #4),Harry Potter and the Goblet of Fire(Harry Potter (Paperback)),9.78032E+12,9.78044E+12
BN2525,HC2161,,Rakkety Tam (Redwall Series #17),Saving Zasha,9.78044E+12,9.78055E+12
BN2348,HC0906,,The Diamond Throne (Elenium Series #1),Graceful (for Young Women),9.78035E+12,9.7808E+12
BN2847,HC0981,,Habibi,Empty,9.78069E+12,9.78055E+12
BN1669,HC2861,,Halo (Halo Trilogy #1),Dark Whispers(Unicorn Chronicles),9.78031E+12,9.78059E+12
BN1337,HC2743,,Cross My Heart and Hope to Spy (Gallagher Girls Series #2),Waiting for You,9.78142E+12,9.78014E+12
BN1330,HC1250,,Trickster's Queen (Trickster Series #2),The Red Badge of Courage(Puffin Classics (Paperback)),9.78038E+12,9.78014E+12
BN2493,HC0297,,The Lost (Witch and Wizard Series #5),Crash,9.78032E+12,9.78044E+12
BN0758,HC0383,,The Miseducation of Cameron Post,Looking for Alaska,9.78006E+12,9.78014E+12
BN1379,HC1284,,Solitary Witch: The Ultimate Book of Shadows for the New Generation,Eleanor's Story,9.78074E+12,9.78156E+12
BN2067,HC2032,,Twenty Boy Summer,Eye of the Crow(Boy Sherlock Holmes),9.78032E+12,9.78089E+12
BN2820,HC0895,,The Sigh of Haruhi Suzumiya (Haruhi Suzumiya Series #2),The Captain's Dog(Lewis & Clark Expedition),9.78032E+12,9.78015E+12
BN1397,HC0607,,Janie Face to Face,To Be a Slave,9.78039E+12,9.78014E+12
BN2972,HC2471,,Chasing Shadows,"The Twelve Kingdoms, Volume 2(Twelve Kingdoms (Quality))",9.78038E+12,9.78143E+12
BN2323,HC2066,,All the Right Stuff,Border Town(Border Town),9.78006E+12,9.78055E+12
BN2864,HC0575,,Take a Thief (Heralds of Valdemar Series #5),Downriver,9.78076E+12,9.78144E+12
BN2610,HC1619,,Daily Reflections for Highly Effective Teens,Abarat,9.78068E+12,9.78006E+12
BN1075,HC0573,,The Assassin's Curse,The Anxiety Workbook for Teens,9.78191E+12,9.78157E+12
BN2294,HC0479,,Coke or Pepsi?,What Color Is Your Parachute? for Teens(What Color Is Your Parachute? for Teens: Discovering Yourself),9.78189E+12,9.78158E+12
BN1110,HC1847,,Scars,April(Conspiracy 365),9.78193E+12,9.78161E+12
BN1010,HC1567,,The Recruit: Mission 1 (Cherub Series),I Am Number Four(Lorien Legacies),9.78144E+12,9.78006E+12
BN1755,HC1592,,Unmasked,Revolution News(History News (Candlewick)),9.78148E+12,9.78076E+12
BN0457,HC0113,,Eternal (Shadow Falls: After Dark Series #2),The Wave,9.78125E+12,9.78044E+12
BN2970,HC0565,,The Surrender Tree: Poems of Cuba's Struggle for Freedom,Downsiders,9.78031E+12,9.78069E+12
BN0810,HC0898,,Chain Reaction (Perfect Chemistry Series #3),The Other Side of Dawn(Tomorrow),9.78162E+12,9.78044E+12
BN2063,HC1044,,Nine Coaches Waiting,Echo(Soul Seekers (Quality)),9.78156E+12,9.78031E+12
BN2556,HC0705,,Reunion (Mediator Series #3),Passion(Fallen (Quality) (Delacourte)),9.78006E+12,9.78039E+12
BN0729,HC1988,,The Vampire Diaries #3-4: The Fury and Dark Reunion,Five Flavors of Dumb,9.78006E+12,9.78014E+12
BN1473,HC0520,,Illusions (Laurel Series #3),Ask Me No Questions,9.78006E+12,9.78142E+12
BN2034,HC1306,,Othello (Oxford School Shakespeare Series),The Reckoning(Darkest Powers (Paperback)),9.7802E+12,9.78006E+12
BN2990,HC2202,,Annexed,Sunwing(Silverwing (Paperback)),9.78055E+12,9.78142E+12
BN0891,HC2758,,Zombies vs. Unicorns,"Biology, Middle/High School(100+)",9.78142E+12,9.78157E+12
BN1030,HC0706,,Artemis Fowl 3-book boxed set (The Rise of the Criminal Mastermind),"Slam Dunk, Volume 1 [With Sticker](Slam Dunk (Viz))",9.78142E+12,9.78142E+12
BN2958,HC1482,,Fierce Reads: Kisses and Curses,Silverfin(Young Bond (Paperback)),9.78125E+12,9.78079E+12
BN1834,HC1264,,Skinny,The Periodic Table(Basher),9.7808E+12,9.78075E+12
BN2804,HC1795,,Disneylanders,Memoirs of a Teenage Amnesiac,9.78099E+12,9.78031E+12
BN2383,HC1992,,Fifteenth Summer,Tree Girl,9.78144E+12,9.78006E+12
BN1322,HC0834,,Empower (Jessica Shirvington's Embrace Series #5),Scorpions,9.78149E+12,9.78006E+12
BN1161,HC1027,,Teardrop (Teardrop Trilogy Series #1),The Broken Blade(Fiction),9.78039E+12,9.78044E+12
BN1991,HC0148,,Hidden: A Firelight Novel,Opal(Lux Novel),9.78006E+12,9.78162E+12
BN1679,HC0594,,Merriam-Webster's Student Atlas,"The New Nation, 1789-1850(History of US (Paperback))",9.78088E+12,9.7802E+12
BN1691,HC0500,,Insurgente (Divergent Series #2),"Lucky Star, Volume 2(Lucky Star (Bandai))",9.78843E+12,9.7816E+12
BN2550,HC1415,,The Hunger Games Tribute Guide,Pretty Little Liars TV(Pretty Little Liars (Quality)),9.78055E+12,9.78006E+12
BN0577,HC2865,,Infamous (Chronicles of Nick Series #3),12 Again,9.78125E+12,9.78014E+12
BN0983,HC2101,,McGraw-Hill Math Grade 7,Escape from Saigon,9.78007E+12,9.78037E+12
BN1420,HC2883,,The Body of Christopher Creed,Ethix,9.78015E+12,9.78081E+12
BN1051,HC1722,,Slated (Slated Series #1),Thunder Rolling in the Mountains,9.78014E+12,9.78044E+12
BN2286,HC0049,,Spring Break (Summer Series),Unwind,9.78142E+12,9.78142E+12
BN1265,HC2178,,Pivot Point,Viking Warrior(Strongbow Saga (Paperback)),9.78006E+12,9.78006E+12
BN2772,HC0602,,The Pioneers (Barnes & Noble Library of Essential Reading),Weedflower,9.78076E+12,9.78142E+12
BN2362,HC0953,,Dragons in the Waters (O'Keefe Family Series #2),Wringer,9.78031E+12,9.78006E+12
BN2613,HC1121,,King of the Mild Frontier: An Ill-Advised Autobiography,Silverfin(Young Bond (Paperback)),9.78006E+12,9.78142E+12
BN2397,HC1786,,Peeled,The Hunt for the Seventh,9.78014E+12,9.78006E+12
BN1409,HC0619,,The House,Artemis Fowl(Artemis Fowl (Quality)),9.78148E+12,9.78142E+12
BN0776,HC2544,,The PEOPLE Puzzler Book,Two Miserable Presidents,9.7816E+12,9.7816E+12
BN2728,HC1723,,Life Picture Puzzle Across America,The Prom Queen(Life at Kingston High),9.7816E+12,9.7808E+12
BN0763,HC0666,,Artemis Fowl; The Arctic Incident,"I, Juan de Pareja",9.78142E+12,9.78031E+12
